gene_id,10_2.fastq.trim.fq.bam.merge.gtf,11_1.fastq.trim.fq.bam.merge.gtf,11_2.fastq.trim.fq.bam.merge.gtf,12_1.fastq.trim.fq.bam.merge.gtf,13_1.fastq.trim.fq.bam.merge.gtf,13_2.fastq.trim.fq.bam.merge.gtf,14_1.fastq.trim.fq.bam.merge.gtf,14_2.fastq.trim.fq.bam.merge.gtf,15_2.fastq.trim.fq.bam.merge.gtf,16_2.fastq.trim.fq.bam.merge.gtf,17_1.fastq.trim.fq.bam.merge.gtf,18_1.fastq.trim.fq.bam.merge.gtf,19_2.fastq.trim.fq.bam.merge.gtf,1_2.fastq.trim.fq.bam.merge.gtf,20_2.fastq.trim.fq.bam.merge.gtf,21_1.fastq.trim.fq.bam.merge.gtf,22_1.fastq.trim.fq.bam.merge.gtf,23_1.fastq.trim.fq.bam.merge.gtf,24_1.fastq.trim.fq.bam.merge.gtf,25_1.fastq.trim.fq.bam.merge.gtf,25_2.fastq.trim.fq.bam.merge.gtf,26_1.fastq.trim.fq.bam.merge.gtf,26_2.fastq.trim.fq.bam.merge.gtf,27_1.fastq.trim.fq.bam.merge.gtf,28_2.fastq.trim.fq.bam.merge.gtf,29_1.fastq.trim.fq.bam.merge.gtf,2_2.fastq.trim.fq.bam.merge.gtf,30_1.fastq.trim.fq.bam.merge.gtf,31_2.fastq.trim.fq.bam.merge.gtf,32_1.fastq.trim.fq.bam.merge.gtf,32_2.fastq.trim.fq.bam.merge.gtf,33_1.fastq.trim.fq.bam.merge.gtf,34_1.fastq.trim.fq.bam.merge.gtf,35_2.fastq.trim.fq.bam.merge.gtf,36_2.fastq.trim.fq.bam.merge.gtf,37_1.fastq.trim.fq.bam.merge.gtf,37_2.fastq.trim.fq.bam.merge.gtf,38_2.fastq.trim.fq.bam.merge.gtf,39_1.fastq.trim.fq.bam.merge.gtf,39_2.fastq.trim.fq.bam.merge.gtf,3_1.fastq.trim.fq.bam.merge.gtf,3_2.fastq.trim.fq.bam.merge.gtf,40_2.fastq.trim.fq.bam.merge.gtf,41_1.fastq.trim.fq.bam.merge.gtf,41_2.fastq.trim.fq.bam.merge.gtf,42_2.fastq.trim.fq.bam.merge.gtf,43_1.fastq.trim.fq.bam.merge.gtf,43_2.fastq.trim.fq.bam.merge.gtf,44_1.fastq.trim.fq.bam.merge.gtf,45_1.fastq.trim.fq.bam.merge.gtf,45_2.fastq.trim.fq.bam.merge.gtf,46_1.fastq.trim.fq.bam.merge.gtf,47_2.fastq.trim.fq.bam.merge.gtf,48_2.fastq.trim.fq.bam.merge.gtf,4_1.fastq.trim.fq.bam.merge.gtf,4_2.fastq.trim.fq.bam.merge.gtf,5_1.fastq.trim.fq.bam.merge.gtf,5_2.fastq.trim.fq.bam.merge.gtf,6_1.fastq.trim.fq.bam.merge.gtf,6_2.fastq.trim.fq.bam.merge.gtf,7_1.fastq.trim.fq.bam.merge.gtf,8_1.fastq.trim.fq.bam.merge.gtf,9_1.fastq.trim.fq.bam.merge.gtf,9_2.fastq.trim.fq.bam.merge.gtf
gene-LOC113682079|LOC113682079,0,20,15,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,11,0,9,0,0,0,0,0,0,16,10,0,0,17,34,32,0,0,0,31,27,13,0,0,0,1,0,0,7,0,28,23,0,0,0,0,0,0,0,0
gene-LOC113674687|LOC113674687,0,125,136,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,26,0,24,0,0,0,0,0,0,116,11,0,0,58,47,57,0,0,0,120,123,110,0,0,0,0,0,0,0,0,85,74,0,0,0,0,0,0,0,0
gene-LOC113678032|LOC113678032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC113676848|LOC113676848,0,147,137,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,54,0,37,0,0,0,0,0,0,103,73,0,0,83,179,175,0,0,0,237,231,90,0,0,0,0,0,0,41,0,139,133,0,0,0,0,0,0,0,0
gene-LOC113683832|LOC113683832,0,111,100,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,64,0,47,0,0,0,0,0,0,85,88,0,0,77,207,178,0,0,0,179,169,58,0,0,0,0,0,0,73,0,126,112,0,0,0,0,0,0,0,0
gene-LOC113673680|LOC113673680,0,304,279,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,65,0,79,0,0,0,0,0,0,141,147,0,0,127,208,179,0,0,0,288,247,114,0,0,0,0,0,0,79,0,235,206,0,0,0,0,0,0,0,0
gene-LOC113673814|LOC113673814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
gene-LOC113685823|LOC113685823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC113665012|LOC113665012,0,117,105,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,59,0,43,0,0,0,0,0,0,91,62,0,0,67,212,177,0,0,0,197,170,78,0,0,0,0,0,0,36,0,100,93,0,0,0,0,0,0,0,0
gene-LOC113666528|LOC113666528,0,56,58,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,14,0,13,0,0,0,0,0,0,30,18,0,0,50,74,71,0,0,0,60,59,30,0,0,0,0,0,0,23,0,32,33,0,0,0,0,0,0,0,0
gene-Trnas-uga|Trnas-uga,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC113676166|LOC113676166,0,237,213,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,107,0,63,0,0,0,0,0,0,152,154,0,0,156,408,374,0,0,0,401,361,158,0,0,0,0,0,0,136,0,363,337,0,0,0,0,0,0,0,0
gene-LOC113668137|LOC113668137,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC113684024|LOC113684024,0,644,592,0,0,0,0,5,0,0,0,0,0,314,0,0,0,0,0,0,0,0,0,0,333,0,87,0,0,0,0,0,0,444,378,0,0,321,730,679,0,0,0,803,709,353,0,0,0,0,0,0,301,4,649,590,0,0,4,0,0,0,0,0
gene-LOC113683885|LOC113683885,0,55,58,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,77,0,12,0,0,0,0,0,0,73,49,0,0,131,255,231,0,0,2,203,168,80,0,0,0,0,0,0,26,0,53,48,0,0,0,0,0,0,0,0
gene-LOC113684032|LOC113684032,0,239,219,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,74,0,41,0,0,0,0,0,0,101,137,0,0,104,262,263,0,0,0,229,210,113,0,0,0,0,0,0,75,0,191,175,0,0,0,0,0,0,0,0
gene-LOC113678193|LOC113678193,0,268,234,0,0,0,3,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,166,0,59,0,0,0,0,0,0,175,126,0,0,190,401,384,0,0,0,280,261,148,0,0,0,0,0,0,140,0,517,463,0,0,0,0,0,0,0,0
gene-LOC113678335|LOC113678335,0,62,55,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,23,0,7,0,0,0,0,0,0,38,31,0,0,46,77,82,0,0,0,93,88,37,0,0,0,0,0,0,26,0,68,68,0,0,0,0,0,0,0,0
gene-LOC113685415|LOC113685415,0,108,93,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,29,0,46,0,0,0,0,0,0,44,39,0,0,29,87,79,0,0,0,86,78,35,0,0,0,0,0,0,10,0,50,47,0,0,0,0,0,0,0,0
gene-LOC113673683|LOC113673683,0,94,83,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,48,11,0,0,16,30,27,0,0,0,60,49,33,0,0,0,0,0,0,4,0,33,30,0,0,0,0,0,0,0,0
gene-LOC113666661|LOC113666661,0,96,81,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,19,0,9,0,0,0,0,0,0,31,24,0,0,56,107,95,0,0,0,63,55,37,0,0,0,0,0,0,23,0,56,38,0,0,0,0,0,0,0,0
gene-LOC113678911|LOC113678911,0,546,523,0,0,0,4,4,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,207,0,303,0,0,0,0,0,0,314,228,0,0,352,741,770,0,0,0,756,692,372,0,0,0,0,0,0,181,0,511,523,0,0,0,0,0,0,0,0
gene-LOC113671627|LOC113671627,0,14,16,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,7,6,0,0,14,21,20,0,0,0,33,33,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
gene-LOC113681152|LOC113681152,0,397,357,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,3,0,0,148,0,214,0,0,0,0,0,0,224,150,0,0,253,603,561,4,3,0,445,415,273,0,0,0,0,0,0,104,0,438,397,0,0,0,0,0,0,0,0
gene-LOC113670716|LOC113670716,0,101,92,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,49,0,21,0,0,0,0,0,0,76,54,0,0,91,187,167,0,0,0,172,153,93,0,0,0,0,0,0,34,0,91,88,0,0,0,0,0,0,0,0
gene-LOC113669607|LOC113669607,0,1344,1223,0,0,0,0,0,0,0,0,0,0,490,0,0,0,0,0,4,4,0,0,0,369,0,398,0,0,0,0,0,0,629,593,0,0,521,1037,958,5,5,2,1207,1087,620,0,0,0,0,0,0,296,4,1106,1005,0,0,6,4,0,0,0,0
gene-LOC113675218|LOC113675218,0,657,653,0,0,0,0,0,0,3,0,0,0,184,0,0,0,0,0,0,0,0,0,0,202,0,104,0,0,0,0,0,0,349,364,0,0,223,548,492,0,0,0,533,484,259,0,0,0,0,0,0,228,0,646,581,0,0,0,0,0,0,0,0
gene-LOC113682807|LOC113682807,0,206,181,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,122,0,119,0,0,0,0,0,0,161,96,0,0,136,382,353,0,0,0,338,299,161,0,0,0,0,0,0,98,0,348,316,0,0,0,0,0,0,0,0
gene-LOC113686460|LOC113686460,0,297,283,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,91,0,52,0,0,0,0,0,0,160,99,0,0,88,309,269,0,0,0,304,266,121,0,0,0,0,0,0,67,0,188,186,0,0,4,0,0,0,0,0
gene-LOC113670538|LOC113670538,0,14,15,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,0,0,18,21,30,0,0,0,9,14,6,0,0,0,0,0,0,33,0,15,13,0,0,0,0,0,0,0,0
gene-LOC113684840|LOC113684840,0,516,478,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,131,0,578,0,0,0,0,0,0,144,366,0,0,174,302,298,0,0,0,369,354,168,0,0,0,0,0,0,50,0,294,283,0,0,0,0,0,0,0,0
gene-LOC113683458|LOC113683458,0,964,963,0,7,4,0,0,0,0,0,0,0,546,0,0,0,0,0,0,0,0,0,0,242,0,69,0,0,0,0,0,0,578,488,0,0,621,1015,1088,0,0,0,1592,1563,598,0,0,0,0,0,0,407,2,761,759,0,0,0,0,0,0,0,0
gene-LOC113675174|LOC113675174,0,41,33,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,18,0,11,0,0,0,0,0,0,35,28,0,0,32,58,54,0,0,0,67,56,36,0,0,0,0,0,0,17,3,31,24,0,0,0,0,0,0,0,0
gene-LOC113673339|LOC113673339,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,3,2,2,0,0,0,7,7,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
gene-LOC113671269|LOC113671269,0,16,18,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,3,0,0,0,7,9,0,0,0,11,9,4,0,0,0,0,0,0,3,0,5,5,0,0,0,0,0,0,0,0
gene-LOC113672505|LOC113672505,0,126,122,0,0,0,0,0,1,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,42,0,26,0,0,0,0,0,0,68,64,0,0,55,163,153,1,0,0,146,128,67,0,0,0,0,0,0,38,0,102,100,0,0,0,0,0,0,0,0
gene-LOC113673401|LOC113673401,0,13,17,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,15,15,0,0,57,45,33,0,0,0,58,63,28,0,0,0,0,0,0,29,0,38,42,0,0,0,0,0,0,0,0
gene-LOC113686162|LOC113686162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC113665058|LOC113665058,0,273,249,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,77,0,57,0,0,0,0,0,0,113,104,0,0,95,225,205,0,0,0,280,259,112,0,0,0,0,0,0,70,0,255,234,0,0,0,0,0,0,0,0
gene-LOC113677465|LOC113677465,0,174,149,0,0,0,2,2,0,0,1,0,0,150,0,0,0,0,0,0,0,0,0,0,138,0,32,0,0,0,0,0,0,200,123,0,0,133,348,311,0,0,1,470,408,172,2,0,0,0,0,0,70,2,186,171,2,0,2,2,0,0,0,0
gene-LOC113668463|LOC113668463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC113678835|LOC113678835,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,4,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
gene-LOC113686568|LOC113686568,0,99,90,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,41,0,39,0,0,0,0,0,0,53,57,0,0,63,133,131,0,0,0,97,93,71,0,0,0,0,0,0,32,0,86,78,0,0,0,0,0,0,0,0
gene-LOC113687128|LOC113687128,0,17,11,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,12,0,9,0,0,0,0,0,0,9,14,0,0,12,22,25,0,0,0,14,17,11,0,0,0,0,0,0,9,0,14,14,0,0,0,0,0,0,0,0
gene-LOC113670617|LOC113670617,0,292,243,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,118,0,133,0,0,0,0,0,0,177,191,0,0,245,383,353,0,0,0,437,392,219,0,0,0,0,0,0,134,0,286,270,0,0,0,0,0,0,0,0
gene-Trnat-agu-10|Trnat-agu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC113684962|LOC113684962,0,30,11,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,12,0,10,0,0,0,0,0,0,18,33,0,0,31,13,17,0,0,0,22,13,22,0,0,0,0,0,0,27,0,27,14,0,0,0,0,0,0,0,0
gene-LOC113673686|LOC113673686,0,384,362,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,152,0,46,0,0,0,0,0,0,256,166,0,0,162,375,332,0,0,0,513,449,207,0,0,0,0,0,0,117,0,376,315,0,0,0,0,0,0,0,0
gene-LOC113685094|LOC113685094,10,3504,3209,5,7,5,29,28,0,5,26,6,4,2960,4,0,4,3,0,7,0,14,7,5,3493,4,3095,3,0,4,0,0,0,2823,2360,0,0,3054,6592,6091,31,21,7,5098,4463,3203,10,8,5,5,4,0,2071,25,7175,6459,0,0,8,0,1,0,11,9
gene-LOC113682256|LOC113682256,0,1112,1043,0,4,4,7,5,0,0,3,0,0,527,3,0,0,0,0,0,0,4,0,0,526,2,386,0,0,4,0,0,0,624,568,0,0,627,1407,1305,5,7,2,1239,1114,745,0,0,0,0,0,0,482,4,1215,1107,0,0,0,0,0,1,4,4
gene-LOC113674165|LOC113674165,0,70,70,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,7,24,0,0,9,9,9,0,0,0,13,10,0,0,0,0,0,0,0,18,0,37,32,0,0,0,0,0,0,0,0
gene-LOC113668110|LOC113668110,0,2456,2255,0,4,0,4,4,0,0,0,0,0,501,0,0,0,0,0,0,0,14,12,0,589,0,283,0,0,0,0,0,0,591,395,0,0,375,1654,1541,7,5,0,1891,1682,714,0,0,0,0,0,0,615,0,1055,979,0,0,6,0,0,0,0,0
gene-LOC113674741|LOC113674741,0,53,53,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,12,0,22,0,0,0,0,0,0,59,60,0,0,77,107,93,0,0,0,71,72,21,0,0,0,0,0,0,55,0,82,75,0,0,0,0,0,0,0,0
gene-LOC113674201|LOC113674201,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,3,2,0,0,10,4,4,0,0,0,12,13,6,0,0,0,0,0,0,4,0,16,15,0,0,0,0,0,0,0,0
gene-LOC113678636|LOC113678636,0,60,60,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,27,0,18,0,0,0,0,0,0,47,39,0,0,68,111,110,0,0,0,91,77,51,0,0,0,0,0,0,32,0,78,80,0,0,0,0,0,0,0,0
gene-LOC113664790|LOC113664790,0,183,178,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,68,0,54,0,0,0,0,0,0,103,103,0,0,142,288,277,0,0,0,294,290,131,0,0,0,0,0,0,74,0,204,199,0,0,0,0,0,0,0,0
gene-LOC113671957|LOC113671957,0,106,89,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,106,69,0,0,59,114,85,0,0,0,152,103,95,0,0,0,0,0,0,0,0,65,42,0,0,0,0,0,0,0,0
gene-LOC113670696|LOC113670696,0,244,221,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,79,0,95,0,0,0,0,0,0,102,105,0,0,129,223,196,0,0,0,271,242,116,0,0,0,0,0,0,62,0,175,162,0,0,0,0,0,0,0,0
gene-LOC113686399|LOC113686399,0,160,133,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,55,0,45,0,0,0,0,0,0,70,152,0,0,81,138,121,0,0,0,164,144,76,0,0,0,0,0,0,56,0,152,138,0,0,0,0,0,0,0,0
gene-LOC113673927|LOC113673927,4,205,186,2,0,0,2,2,0,1,2,0,2,79,2,0,1,1,0,0,0,0,0,2,58,0,39,0,0,0,0,0,0,93,90,0,0,73,172,165,0,0,2,167,159,81,0,0,1,0,0,1,75,2,154,145,0,0,0,0,0,0,0,0
gene-LOC113674192|LOC113674192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC113679944|LOC113679944,0,69,58,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,9,0,0,0,0,0,0,8,13,0,0,4,26,21,0,0,0,30,25,13,0,0,0,0,0,0,14,0,16,15,0,0,0,0,0,0,0,0
gene-LOC113670635|LOC113670635,0,678,672,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,92,0,98,0,0,0,0,0,0,283,259,0,0,190,430,404,0,0,0,627,600,221,0,0,0,0,0,0,147,0,396,393,0,0,0,0,0,0,0,0
gene-LOC113681992|LOC113681992,0,77,72,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,23,0,27,0,0,0,0,0,0,41,39,0,0,54,96,99,0,0,0,106,95,45,0,0,0,0,0,0,39,0,77,74,0,0,0,0,0,0,0,0
