"","gene_id","Orthogroup"
"35","Montipora_capitata_PredGene_g21181","OG0000623"
"36","Montipora_capitata_PredGene_g21615","OG0001196"
"37","Montipora_capitata_PredGene_g22253","OG0007919"
"38","Montipora_capitata_PredGene_g22334","OG0016857"
"39","Montipora_capitata_PredGene_g22616","OG0006367"
"40","Montipora_capitata_PredGene_g22617","OG0015094"
"41","Montipora_capitata_PredGene_g22815","OG0002467"
"42","Montipora_capitata_PredGene_g23101","OG0010475"
"43","Montipora_capitata_PredGene_g23310","OG0009131"
"44","Montipora_capitata_PredGene_g24884","OG0011830"
"45","Montipora_capitata_PredGene_g24972","OG0001291"
"46","Montipora_capitata_PredGene_g25159","OG0000194"
"47","Montipora_capitata_PredGene_g2532","OG0011243"
"48","Montipora_capitata_PredGene_g25681","OG0010326"
"49","Montipora_capitata_PredGene_g26572","OG0000806"
"50","Montipora_capitata_PredGene_g26775","OG0002524"
"51","Montipora_capitata_PredGene_g27065","OG0002039"
"52","Montipora_capitata_PredGene_g27090","OG0014041"
"53","Montipora_capitata_PredGene_g27724","OG0000177"
"54","Montipora_capitata_PredGene_g27898","OG0001049"
"55","Montipora_capitata_PredGene_g28211","OG0014489"
"56","Montipora_capitata_PredGene_g28510","OG0000923"
"57","Montipora_capitata_PredGene_g29444","OG0000265"
"58","Montipora_capitata_PredGene_g29986","OG0000213"
"59","Montipora_capitata_PredGene_g30681","OG0001081"
"60","Montipora_capitata_PredGene_g3095","OG0005779"
"61","Montipora_capitata_PredGene_g3118","OG0009143"
"62","Montipora_capitata_PredGene_g31904","OG0002575"
"63","Montipora_capitata_PredGene_g32152","OG0000392"
"64","Montipora_capitata_PredGene_g32748","OG0011091"
"65","Montipora_capitata_PredGene_g32819","OG0000106"
"66","Montipora_capitata_PredGene_g33208","OG0014300"
"67","Montipora_capitata_PredGene_g33747","OG0011949"
"68","Montipora_capitata_PredGene_g35468","OG0000048"
"69","Montipora_capitata_PredGene_g3562","OG0000608"
"70","Montipora_capitata_PredGene_g36333","OG0000487"
"71","Montipora_capitata_PredGene_g36664","OG0004661"
"72","Montipora_capitata_PredGene_g36718","OG0017722"
"73","Montipora_capitata_PredGene_g3686","OG0000744"
"74","Montipora_capitata_PredGene_g38249","OG0006770"
"75","Montipora_capitata_PredGene_g39266","OG0007229"
"76","Montipora_capitata_PredGene_g40719","OG0000106"
"77","Montipora_capitata_PredGene_g41405","OG0002422"
"78","Montipora_capitata_PredGene_g41407","OG0007132"
"79","Montipora_capitata_PredGene_g41994","OG0019282"
"80","Montipora_capitata_PredGene_g42570","OG0016339"
"81","Montipora_capitata_PredGene_g43418","OG0011124"
"82","Montipora_capitata_PredGene_g43717","OG0006382"
"83","Montipora_capitata_PredGene_g43774","OG0002444"
"84","Montipora_capitata_PredGene_g44164","OG0006811"
"85","Montipora_capitata_PredGene_g45462","OG0020989"
"86","Montipora_capitata_PredGene_g45560","OG0007403"
"87","Montipora_capitata_PredGene_g47151","OG0014099"
"88","Montipora_capitata_PredGene_g47600","OG0011115"
"89","Montipora_capitata_PredGene_g48085","OG0008166"
"90","Montipora_capitata_PredGene_g48239","OG0000221"
"91","Montipora_capitata_PredGene_g50913","OG0015559"
"92","Montipora_capitata_PredGene_g51186","OG0006755"
"93","Montipora_capitata_PredGene_g51187","OG0006755"
"94","Montipora_capitata_PredGene_g53226","OG0001910"
"95","Montipora_capitata_PredGene_g546","OG0002737"
"96","Montipora_capitata_PredGene_g54997","OG0000469"
"97","Montipora_capitata_PredGene_g55802","OG0005547"
"98","Montipora_capitata_PredGene_g56282","OG0001295"
"99","Montipora_capitata_PredGene_g56911","OG0001070"
"100","Montipora_capitata_PredGene_g57753","OG0011284"
"101","Montipora_capitata_PredGene_g59067","OG0004155"
"102","Montipora_capitata_PredGene_g59546","OG0006603"
"103","Montipora_capitata_PredGene_g6064","OG0004156"
"104","Montipora_capitata_PredGene_g60874","OG0004166"
"105","Montipora_capitata_PredGene_g61660","OG0000424"
"106","Montipora_capitata_PredGene_g61994","OG0013535"
"107","Montipora_capitata_PredGene_g62662","OG0013300"
"108","Montipora_capitata_PredGene_g63093","OG0002305"
"109","Montipora_capitata_PredGene_g63102","OG0003152"
"110","Montipora_capitata_PredGene_g6322","OG0010623"
"111","Montipora_capitata_PredGene_g64596","OG0009453"
"112","Montipora_capitata_PredGene_g64908","OG0001287"
"113","Montipora_capitata_PredGene_g65430","OG0001287"
"114","Montipora_capitata_PredGene_g67062","OG0000003"
"115","Montipora_capitata_PredGene_g67655","OG0016008"
"116","Montipora_capitata_PredGene_g69559","OG0011354"
"117","Montipora_capitata_PredGene_g70475","OG0009134"
"118","Montipora_capitata_PredGene_g9676","OG0006597"
