"","gene_id","Orthogroup"
"77","Acerv_evm.TU.Segkk2611_pilon.2","OG0000015"
"78","Acerv_evm.TU.Segkk2634_pilon.14","OG0000135"
"79","Acerv_evm.TU.Segkk2634_pilon.20","OG0000135"
"80","Acerv_evm.TU.Segkk2701_pilon.2","OG0006352"
"81","Acerv_evm.TU.Segkk2725_pilon.8","OG0000000"
"82","Acerv_evm.TU.Segkk2763_pilon.1","OG0001859"
"83","Acerv_evm.TU.Segkk2772_pilon.8","OG0012391"
"84","Acerv_evm.TU.Segkk2779_pilon.12","OG0012393"
"85","Acerv_evm.TU.Segkk2782_pilon.21","OG0006386"
"86","Acerv_evm.TU.Segkk2788_pilon.3","OG0001570"
"87","Acerv_evm.TU.Segkk2792_pilon.2","OG0011464"
"88","Acerv_evm.TU.Segkk2795_pilon.15","OG0012424"
"89","Acerv_evm.TU.Segkk2811_pilon.9","OG0003794"
"90","Acerv_evm.TU.Segkk2834_pilon.11","OG0004834"
"91","Acerv_evm.TU.Segkk2838_pilon.7","OG0008302"
"92","Acerv_evm.TU.Segkk2909_pilon.1","OG0006445"
"93","Acerv_evm.TU.Segkk2970_pilon.1","OG0000557"
"94","Acerv_evm.TU.Segkk30_pilon.11","OG0002101"
"95","Acerv_evm.TU.Segkk3047_pilon.14","OG0008921"
"96","Acerv_evm.TU.Segkk3052_pilon.15","OG0002904"
"97","Acerv_evm.TU.Segkk3059_pilon.1","OG0002830"
"98","Acerv_evm.TU.Segkk3087_pilon.2","OG0000000"
"99","Acerv_evm.TU.Segkk3091_pilon.8","OG0000221"
"100","Acerv_evm.TU.Segkk3092_pilon.14","OG0008945"
"101","Acerv_evm.TU.Segkk3095_pilon.35","OG0001298"
"102","Acerv_evm.TU.Segkk3096_pilon.7","OG0000000"
"103","Acerv_evm.TU.Segkk3105_pilon.1","OG0002180"
"104","Acerv_evm.TU.Segkk315_pilon.1","OG0000150"
"105","Acerv_evm.TU.Segkk3158_pilon.3","OG0011235"
"106","Acerv_evm.TU.Segkk3159_pilon.11","OG0000990"
"107","Acerv_evm.TU.Segkk318_pilon.5","OG0000826"
"108","Acerv_evm.TU.Segkk3192_pilon.40","OG0002315"
"109","Acerv_evm.TU.Segkk3209_pilon.11","OG0012731"
"110","Acerv_evm.TU.Segkk3209_pilon.7","OG0000011"
"111","Acerv_evm.TU.Segkk3264_pilon.11","OG0012773"
"112","Acerv_evm.TU.Segkk3306_pilon.14","OG0004944"
"113","Acerv_evm.TU.Segkk3317_pilon.1","OG0002408"
"114","Acerv_evm.TU.Segkk3327_pilon.18","OG0006571"
"115","Acerv_evm.TU.Segkk3363_pilon.30","OG0000124"
"116","Acerv_evm.TU.Segkk338_pilon.10","OG0000487"
"117","Acerv_evm.TU.Segkk3381_pilon.2","OG0012911"
"118","Acerv_evm.TU.Segkk3387_pilon.12","OG0000000"
"119","Acerv_evm.TU.Segkk3394_pilon.16","OG0000882"
"120","Acerv_evm.TU.Segkk3397_pilon.3","OG0000850"
"121","Acerv_evm.TU.Segkk3405_pilon.7","OG0002408"
"122","Acerv_evm.TU.Segkk3412_pilon.6","OG0004978"
"123","Acerv_evm.TU.Segkk3417_pilon.5","OG0000333"
"124","Acerv_evm.TU.Segkk3419_pilon.10","OG0002034"
"125","Acerv_evm.TU.Segkk3422_pilon.23","OG0000469"
"126","Acerv_evm.TU.Segkk3450_pilon.3","OG0012969"
"127","Acerv_evm.TU.Segkk3453_pilon.14","OG0020090"
"128","Acerv_evm.TU.Segkk3453_pilon.19","OG0000008"
"129","Acerv_evm.TU.Segkk3463_pilon.1","OG0000491"
"130","Acerv_evm.TU.Segkk3493_pilon.1","OG0000767"
"131","Acerv_evm.TU.Segkk3538_pilon.3","OG0000138"
"132","Acerv_evm.TU.Segkk3540_pilon.3","OG0000355"
"133","Acerv_evm.TU.Segkk358_pilon.2","OG0010296"
"134","Acerv_evm.TU.Segkk36_pilon.2","OG0005343"
"135","Acerv_evm.TU.Segkk3618_pilon.7","OG0000000"
"136","Acerv_evm.TU.Segkk3637_pilon.63","OG0018195"
"137","Acerv_evm.TU.Segkk3644_pilon.3","OG0013114"
"138","Acerv_evm.TU.Segkk3655_pilon.19","OG0007101"
"139","Acerv_evm.TU.Segkk3655_pilon.33","OG0000469"
"140","Acerv_evm.TU.Segkk3750_pilon.2","OG0018208"
"141","Acerv_evm.TU.Segkk384_pilon.7","OG0004255"
"142","Acerv_evm.TU.Segkk3844_pilon.1","OG0007349"
"143","Acerv_evm.TU.Segkk3858_pilon.8","OG0000882"
"144","Acerv_evm.TU.Segkk3903_pilon.2","OG0006755"
"145","Acerv_evm.TU.Segkk3937_pilon.25","OG0009461"
"146","Acerv_evm.TU.Segkk3940_pilon.21","OG0000850"
"147","Acerv_evm.TU.Segkk3996_pilon.1","OG0000000"
"148","Acerv_evm.TU.Segkk4025_pilon.2","OG0013433"
"149","Acerv_evm.TU.Segkk4047_pilon.16","OG0000127"
"150","Acerv_evm.TU.Segkk4113_pilon.15","OG0001808"
"151","Acerv_evm.TU.Segkk4124_pilon.10","OG0001073"
"152","Acerv_evm.TU.Segkk4124_pilon.11","OG0001073"
"153","Acerv_evm.TU.Segkk4124_pilon.2","OG0000272"
"154","Acerv_evm.TU.Segkk4124_pilon.3","OG0000272"
"155","Acerv_evm.TU.Segkk4263_pilon.5","OG0000865"
"156","Acerv_evm.TU.Segkk4265_pilon.3","OG0008220"
"157","Acerv_evm.TU.Segkk4302_pilon.1","OG0020288"
"158","Acerv_evm.TU.Segkk4302_pilon.20","OG0009679"
"159","Acerv_evm.TU.Segkk4318_pilon.2","OG0011306"
"160","Acerv_evm.TU.Segkk4345_pilon.12","OG0001038"
"161","Acerv_evm.TU.Segkk437_pilon.4","OG0000388"
"162","Acerv_evm.TU.Segkk451_pilon.2","OG0007378"
"163","Acerv_evm.TU.Segkk539_pilon.1","OG0002149"
"164","Acerv_evm.TU.Segkk551_pilon.2","OG0000001"
"165","Acerv_evm.TU.Segkk575_pilon.2","OG0003466"
"166","Acerv_evm.TU.Segkk580_pilon.3","OG0010480"
"167","Acerv_evm.TU.Segkk642_pilon.43","OG0004326"
"168","Acerv_evm.TU.Segkk657_pilon.10","OG0007498"
"169","Acerv_evm.TU.Segkk669_pilon.5","OG0005597"
"170","Acerv_evm.TU.Segkk671_pilon.1","OG0005604"
"171","Acerv_evm.TU.Segkk68_pilon.68","OG0007132"
"172","Acerv_evm.TU.Segkk826_pilon.10","OG0000136"
"173","Acerv_evm.TU.Segkk893_pilon.2","OG0002171"
"174","Acerv_evm.TU.Segkk905_pilon.19","OG0007569"
"175","Acerv_evm.TU.Segkk925_pilon.1","OG0002527"
"176","Acerv_evm.TU.Segkk966_pilon.1","OG0001504"
"177","Acerv_evm.TU.Segkk978_pilon.3","OG0014559"
"178","Acerv_evm.TU.Segkk984_pilon.10","OG0000030"
"179","Acerv_evm.TU.Segkk999_pilon.5","OG0005579"
