gene_id,length
Mcavernosa04441-RA,528
Mcavernosa04445-RA,2016
Mcavernosa04439-RA,2696
Mcavernosa04443-RA,1237
Mcavernosa04442-RA,1213
Mcavernosa04444-RA,225
Mcavernosa04451-RA,1566
Mcavernosa04450-RA,310
Mcavernosa04456-RA,2225
Mcavernosa04460-RA,573
Mcavernosa04448-RA,1231
Mcavernosa04453-RA,947
Mcavernosa04459-RA,412
Mcavernosa04454-RA,414
Mcavernosa04452-RA,5552
Mcavernosa04455-RA,962
Mcavernosa04449-RA,438
Mcavernosa04472-RA,1844
Mcavernosa04467-RA,1215
Mcavernosa04470-RA,2009
Mcavernosa04469-RA,1998
Mcavernosa04464-RA,1020
Mcavernosa04457-RA,2783
Mcavernosa04468-RA,1673
Mcavernosa04473-RA,1353
Mcavernosa04461-RA,700
Mcavernosa04471-RA,437
Mcavernosa04462-RA,2516
Mcavernosa04465-RA,1065
Mcavernosa04479-RA,2241
Mcavernosa04475-RA,640
Mcavernosa04480-RA,1940
Mcavernosa04476-RA,1504
Mcavernosa04474-RA,3715
Mcavernosa04482-RA,495
Mcavernosa04477-RA,3797
Mcavernosa04481-RA,3801
Mcavernosa04478-RA,339
Mcavernosa04490-RA,1218
Mcavernosa04491-RA,3122
Mcavernosa04485-RA,3892
Mcavernosa04483-RA,2069
Mcavernosa04488-RA,1159
Mcavernosa04497-RA,965
Mcavernosa04499-RA,1176
Mcavernosa04496-RA,1894
Mcavernosa04495-RA,1713
Mcavernosa04498-RA,2297
Mcavernosa04492-RA,1919
Mcavernosa04501-RA,639
Mcavernosa04504-RA,790
Mcavernosa04500-RA,330
Mcavernosa04507-RA,303
Mcavernosa04509-RA,471
Mcavernosa04510-RA,445
Mcavernosa04508-RA,258
Mcavernosa04515-RA,636
Mcavernosa04514-RA,1073
Mcavernosa04511-RA,252
Mcavernosa04512-RA,561
Mcavernosa04523-RA,2184
Mcavernosa04519-RA,4481
Mcavernosa04518-RA,1401
Mcavernosa04516-RA,1768
Mcavernosa04517-RA,1499
Mcavernosa04531-RA,1056
Mcavernosa04527-RA,600
Mcavernosa04534-RA,183
Mcavernosa04532-RA,459
Mcavernosa04526-RA,1479
Mcavernosa04524-RA,1410
Mcavernosa04525-RA,549
Mcavernosa04541-RA,864
Mcavernosa04542-RA,2587
Mcavernosa04545-RA,731
Mcavernosa04544-RA,2184
Mcavernosa04543-RA,683
Mcavernosa04546-RA,2724
Mcavernosa04548-RA,1741
Mcavernosa04547-RA,1056
Mcavernosa04549-RA,477
Mcavernosa04551-RA,1329
Mcavernosa04556-RA,3230
Mcavernosa04552-RA,1618
Mcavernosa04550-RA,1066
Mcavernosa04553-RA,678
Mcavernosa04557-RA,671
Mcavernosa04567-RA,468
Mcavernosa04564-RA,548
Mcavernosa04559-RA,1376
Mcavernosa04560-RA,516
Mcavernosa04561-RA,2859
Mcavernosa04568-RA,495
Mcavernosa04558-RA,1615
Mcavernosa04563-RA,1764
Mcavernosa04565-RA,774
Mcavernosa04562-RA,545
Mcavernosa04566-RA,243
Mcavernosa04569-RA,2015
Mcavernosa04574-RA,2567
Mcavernosa04572-RA,3827
Mcavernosa04577-RA,655
Mcavernosa04579-RA,6665
Mcavernosa04576-RA,2801
Mcavernosa04575-RA,816
Mcavernosa04570-RA,1255
Mcavernosa04571-RA,672
Mcavernosa04587-RA,585
Mcavernosa04591-RA,495
Mcavernosa04589-RA,372
Mcavernosa04590-RA,456
Mcavernosa04580-RA,3491
Mcavernosa04605-RA,5492
Mcavernosa04597-RA,4729
Mcavernosa04608-RA,1316
Mcavernosa04604-RA,2788
Mcavernosa04593-RA,891
Mcavernosa04595-RA,528
Mcavernosa04602-RA,1575
Mcavernosa04592-RA,2236
Mcavernosa04585-RA,1104
Mcavernosa04586-RA,643
Mcavernosa04594-RA,993
Mcavernosa04588-RA,2170
Mcavernosa04601-RA,423
Mcavernosa04596-RA,342
Mcavernosa04612-RA,521
Mcavernosa04610-RA,1277
Mcavernosa04614-RA,483
Mcavernosa04607-RA,2243
Mcavernosa04609-RA,2602
Mcavernosa04615-RA,399
Mcavernosa04606-RA,483
Mcavernosa04613-RA,357
Mcavernosa04621-RA,897
Mcavernosa04620-RA,525
Mcavernosa04618-RA,369
Mcavernosa04619-RA,1962
Mcavernosa04617-RA,1341
Mcavernosa04625-RA,1038
Mcavernosa04623-RA,909
Mcavernosa04633-RA,1773
Mcavernosa04634-RA,1881
Mcavernosa04635-RA,606
Mcavernosa04631-RA,1014
Mcavernosa04629-RA,804
Mcavernosa04632-RA,1085
Mcavernosa04626-RA,2158
Mcavernosa04644-RA,2822
Mcavernosa04639-RA,1551
Mcavernosa04649-RA,1107
Mcavernosa04636-RA,6950
Mcavernosa04645-RA,3276
Mcavernosa04643-RA,426
Mcavernosa04642-RA,580
Mcavernosa04646-RA,345
Mcavernosa04647-RA,225
Mcavernosa04648-RA,201
Mcavernosa04655-RA,441
Mcavernosa04652-RA,1013
Mcavernosa04651-RA,423
Mcavernosa04654-RA,937
Mcavernosa04653-RA,792
Mcavernosa04650-RA,234
Mcavernosa04656-RA,3810
Mcavernosa04657-RA,507
Mcavernosa04658-RA,720
Mcavernosa04661-RA,699
Mcavernosa04662-RA,102
Mcavernosa04659-RA,276
Mcavernosa04660-RA,291
Mcavernosa04663-RA,432
Mcavernosa04667-RA,561
Mcavernosa04665-RA,249
Mcavernosa04664-RA,2114
Mcavernosa04669-RA,648
Mcavernosa04672-RA,2301
Mcavernosa04671-RA,1904
Mcavernosa04675-RA,360
Mcavernosa04673-RA,1761
Mcavernosa04674-RA,1290
Mcavernosa04686-RA,1614
Mcavernosa04683-RA,2712
Mcavernosa04691-RA,390
Mcavernosa04693-RA,761
Mcavernosa04687-RA,6377
Mcavernosa04690-RA,432
Mcavernosa04688-RA,1031
Mcavernosa04692-RA,870
Mcavernosa04701-RA,946
Mcavernosa04695-RA,4565
Mcavernosa04698-RA,4403
Mcavernosa04697-RA,755
Mcavernosa04700-RA,966
Mcavernosa04696-RA,2674
Mcavernosa04694-RA,905
Mcavernosa04715-RA,1515
Mcavernosa04710-RA,371
Mcavernosa04704-RA,1690
Mcavernosa04711-RA,2195
Mcavernosa04712-RA,2722
Mcavernosa04708-RA,1512
Mcavernosa04703-RA,366
Mcavernosa04707-RA,865
Mcavernosa04709-RA,4943
Mcavernosa04702-RA,1622
Mcavernosa04706-RA,369
Mcavernosa04718-RA,471
Mcavernosa04716-RA,444
Mcavernosa04719-RA,2504
Mcavernosa04724-RA,779
Mcavernosa04725-RA,642
Mcavernosa04735-RA,2109
Mcavernosa04736-RA,1273
Mcavernosa04721-RA,2623
Mcavernosa04728-RA,906
Mcavernosa04726-RA,2971
Mcavernosa04733-RA,3077
Mcavernosa04729-RA,522
Mcavernosa04730-RA,527
Mcavernosa04731-RA,225
Mcavernosa04738-RA,2000
Mcavernosa04743-RA,330
Mcavernosa04741-RA,828
Mcavernosa04737-RA,1547
Mcavernosa04740-RA,669
Mcavernosa04745-RA,775
Mcavernosa04742-RA,4420
Mcavernosa04747-RA,1243
Mcavernosa04744-RA,240
Mcavernosa04746-RA,378
Mcavernosa04770-RA,1644
Mcavernosa04748-RA,2073
Mcavernosa04756-RA,444
Mcavernosa04769-RA,252
Mcavernosa04772-RA,396
Mcavernosa04749-RA,1993
Mcavernosa04768-RA,2292
Mcavernosa04750-RA,7362
Mcavernosa04755-RA,204
Mcavernosa04762-RA,525
Mcavernosa04757-RA,1029
Mcavernosa04759-RA,366
Mcavernosa04758-RA,642
Mcavernosa04771-RA,573
Mcavernosa04773-RA,987
Mcavernosa04778-RA,1041
Mcavernosa04780-RA,1239
Mcavernosa04774-RA,606
Mcavernosa04781-RA,1779
Mcavernosa04775-RA,963
Mcavernosa04779-RA,1215
Mcavernosa04777-RA,1083
Mcavernosa04776-RA,492
Mcavernosa04784-RA,306
Mcavernosa04783-RA,1626
Mcavernosa04785-RA,723
Mcavernosa04787-RA,1642
Mcavernosa04788-RA,1090
Mcavernosa04790-RA,792
Mcavernosa04789-RA,426
Mcavernosa04791-RA,735
Mcavernosa04795-RA,282
Mcavernosa04792-RA,834
Mcavernosa04793-RA,989
Mcavernosa04797-RA,2247
Mcavernosa04794-RA,300
Mcavernosa04798-RA,1833
Mcavernosa04802-RA,699
Mcavernosa04800-RA,1531
Mcavernosa04799-RA,2149
Mcavernosa04810-RA,1693
Mcavernosa04806-RA,1428
Mcavernosa04807-RA,1875
Mcavernosa04811-RA,2359
Mcavernosa04809-RA,465
Mcavernosa04816-RA,1424
Mcavernosa04818-RA,561
Mcavernosa04817-RA,498
Mcavernosa04815-RA,3126
Mcavernosa04819-RA,651
Mcavernosa04814-RA,348
Mcavernosa04840-RA,1804
Mcavernosa04832-RA,2643
Mcavernosa04833-RA,4002
Mcavernosa04824-RA,1026
Mcavernosa04838-RA,1769
Mcavernosa04823-RA,682
Mcavernosa04827-RA,2937
Mcavernosa04822-RA,330
Mcavernosa04821-RA,786
Mcavernosa04820-RA,497
Mcavernosa04842-RA,2092
Mcavernosa04839-RA,1705
Mcavernosa04834-RA,663
Mcavernosa04825-RA,777
Mcavernosa04829-RA,3003
Mcavernosa04826-RA,327
Mcavernosa04837-RA,504
Mcavernosa04836-RA,447
Mcavernosa04845-RA,3719
Mcavernosa04843-RA,1689
Mcavernosa04848-RA,3746
Mcavernosa04846-RA,2151
Mcavernosa04849-RA,749
Mcavernosa04853-RA,799
Mcavernosa04851-RA,886
Mcavernosa04852-RA,477
Mcavernosa04855-RA,543
Mcavernosa04856-RA,1503
Mcavernosa04854-RA,4227
Mcavernosa04858-RA,1363
Mcavernosa04857-RA,1146
Mcavernosa04867-RA,1031
Mcavernosa04863-RA,1077
Mcavernosa04862-RA,888
Mcavernosa04869-RA,579
Mcavernosa04868-RA,564
Mcavernosa04866-RA,385
Mcavernosa04865-RA,2941
Mcavernosa04859-RA,1828
Mcavernosa04877-RA,1213
Mcavernosa04878-RA,2880
Mcavernosa04874-RA,687
Mcavernosa04873-RA,741
Mcavernosa04875-RA,2113
Mcavernosa04871-RA,1834
Mcavernosa04879-RA,201
Mcavernosa04888-RA,1480
Mcavernosa04885-RA,1551
Mcavernosa04882-RA,186
Mcavernosa04883-RA,867
Mcavernosa04887-RA,2387
Mcavernosa04886-RA,1949
Mcavernosa04880-RA,270
Mcavernosa04889-RA,480
Mcavernosa04884-RA,336
Mcavernosa04881-RA,456
Mcavernosa04890-RA,294
Mcavernosa04895-RA,1050
Mcavernosa04893-RA,429
Mcavernosa04894-RA,1269
Mcavernosa04891-RA,222
Mcavernosa04892-RA,369
Mcavernosa04900-RA,2647
Mcavernosa04906-RA,354
Mcavernosa04901-RA,486
Mcavernosa04898-RA,666
Mcavernosa04897-RA,537
Mcavernosa04902-RA,1684
Mcavernosa04899-RA,993
Mcavernosa04896-RA,3057
Mcavernosa04903-RA,3408
Mcavernosa04905-RA,429
Mcavernosa04910-RA,1341
Mcavernosa04914-RA,2352
Mcavernosa04908-RA,2643
Mcavernosa04926-RA,3291
Mcavernosa04918-RA,1356
Mcavernosa04924-RA,1996
Mcavernosa04916-RA,2300
Mcavernosa04917-RA,1143
Mcavernosa04921-RA,1486
Mcavernosa04919-RA,1992
Mcavernosa04915-RA,972
Mcavernosa04932-RA,721
Mcavernosa04927-RA,1755
Mcavernosa04928-RA,420
Mcavernosa04929-RA,252
Mcavernosa04933-RA,3170
Mcavernosa04935-RA,760
Mcavernosa04940-RA,992
Mcavernosa04934-RA,658
Mcavernosa04941-RA,1207
Mcavernosa04938-RA,792
Mcavernosa04936-RA,2295
Mcavernosa04943-RA,981
Mcavernosa04945-RA,774
Mcavernosa04947-RA,2186
Mcavernosa04944-RA,4666
Mcavernosa04950-RA,3751
Mcavernosa04949-RA,348
Mcavernosa04948-RA,342
Mcavernosa04955-RA,6314
Mcavernosa04959-RA,489
Mcavernosa04958-RA,519
Mcavernosa04953-RA,543
Mcavernosa04952-RA,4439
Mcavernosa04951-RA,509
Mcavernosa04954-RA,400
Mcavernosa04962-RA,1919
Mcavernosa04960-RA,856
Mcavernosa04961-RA,828
Mcavernosa04964-RA,1894
Mcavernosa04963-RA,1974
Mcavernosa04965-RA,972
Mcavernosa04966-RA,471
Mcavernosa04971-RA,666
Mcavernosa04967-RA,627
Mcavernosa04970-RA,513
Mcavernosa04969-RA,543
Mcavernosa04968-RA,264
Mcavernosa04975-RA,393
Mcavernosa04974-RA,546
Mcavernosa04976-RA,1011
Mcavernosa04987-RA,2484
Mcavernosa04984-RA,2011
Mcavernosa04981-RA,2325
Mcavernosa04978-RA,879
Mcavernosa04982-RA,997
Mcavernosa04985-RA,1665
Mcavernosa04983-RA,1437
Mcavernosa04977-RA,567
Mcavernosa04979-RA,453
Mcavernosa04986-RA,1014
Mcavernosa04980-RA,627
Mcavernosa04992-RA,2419
Mcavernosa04989-RA,282
Mcavernosa04993-RA,1344
Mcavernosa04991-RA,714
Mcavernosa04994-RA,747
Mcavernosa04988-RA,1172
Mcavernosa04990-RA,210
Mcavernosa05003-RA,1463
Mcavernosa04995-RA,1005
Mcavernosa04999-RA,261
Mcavernosa05005-RA,474
Mcavernosa05001-RA,1008
Mcavernosa04996-RA,939
Mcavernosa05004-RA,2818
Mcavernosa05002-RA,957
Mcavernosa05000-RA,258
Mcavernosa05010-RA,2280
Mcavernosa05011-RA,600
Mcavernosa05006-RA,1184
Mcavernosa05007-RA,6231
Mcavernosa05013-RA,1314
Mcavernosa05014-RA,1301
Mcavernosa05071-RA,841
Mcavernosa05081-RA,1767
Mcavernosa05080-RA,1689
Mcavernosa05078-RA,3089
Mcavernosa05076-RA,1746
Mcavernosa05077-RA,4388
Mcavernosa05073-RA,4699
Mcavernosa05084-RA,5540
Mcavernosa05082-RA,3335
Mcavernosa05083-RA,1173
Mcavernosa05090-RA,2272
Mcavernosa05088-RA,1517
Mcavernosa05096-RA,9186
Mcavernosa05092-RA,534
Mcavernosa05095-RA,2200
Mcavernosa05094-RA,555
Mcavernosa05091-RA,1258
Mcavernosa05093-RA,423
Mcavernosa05085-RA,2091
Mcavernosa05089-RA,432
Mcavernosa05105-RA,3767
Mcavernosa05103-RA,396
Mcavernosa05106-RA,1020
Mcavernosa05108-RA,1044
Mcavernosa05098-RA,910
Mcavernosa05100-RA,501
Mcavernosa05099-RA,387
Mcavernosa05101-RA,2366
Mcavernosa05104-RA,549
Mcavernosa05118-RA,1002
Mcavernosa05112-RA,1014
Mcavernosa05114-RA,877
Mcavernosa05110-RA,1287
Mcavernosa05117-RA,1977
Mcavernosa05109-RA,412
Mcavernosa05115-RA,262
Mcavernosa05113-RA,3155
Mcavernosa05116-RA,741
Mcavernosa05111-RA,1555
Mcavernosa05125-RA,1332
Mcavernosa05122-RA,1830
Mcavernosa05121-RA,695
Mcavernosa05127-RA,711
Mcavernosa05124-RA,5340
Mcavernosa05128-RA,531
Mcavernosa05123-RA,728
Mcavernosa05126-RA,1707
Mcavernosa05140-RA,1023
Mcavernosa05134-RA,1268
Mcavernosa05143-RA,947
Mcavernosa05136-RA,1486
Mcavernosa05135-RA,1710
Mcavernosa05142-RA,780
Mcavernosa05141-RA,1050
Mcavernosa05139-RA,737
Mcavernosa05138-RA,978
Mcavernosa05137-RA,582
Mcavernosa05129-RA,417
Mcavernosa05131-RA,1518
Mcavernosa05148-RA,1926
Mcavernosa05145-RA,12327
Mcavernosa05150-RA,11784
Mcavernosa05146-RA,7074
Mcavernosa05147-RA,1407
Mcavernosa05152-RA,2173
Mcavernosa05153-RA,1668
Mcavernosa05154-RA,2643
Mcavernosa05151-RA,2180
Mcavernosa05155-RA,1961
Mcavernosa05156-RA,765
Mcavernosa05158-RA,4129
Mcavernosa05160-RA,5387
Mcavernosa05163-RA,886
Mcavernosa05159-RA,4043
Mcavernosa05157-RA,471
Mcavernosa05175-RA,1125
Mcavernosa05171-RA,2545
Mcavernosa05169-RA,2449
Mcavernosa05167-RA,919
Mcavernosa05172-RA,1775
Mcavernosa05166-RA,1623
Mcavernosa05168-RA,2932
Mcavernosa05164-RA,1746
Mcavernosa05170-RA,354
Mcavernosa05165-RA,1101
Mcavernosa05174-RA,384
Mcavernosa05177-RA,2533
Mcavernosa05176-RA,1427
Mcavernosa05179-RA,4457
Mcavernosa05178-RA,959
Mcavernosa05180-RA,4698
Mcavernosa05191-RA,3373
Mcavernosa05182-RA,5155
Mcavernosa05184-RA,2843
Mcavernosa05189-RA,1095
Mcavernosa05181-RA,939
Mcavernosa05195-RA,387
Mcavernosa05187-RA,1017
Mcavernosa05190-RA,1101
Mcavernosa05188-RA,411
Mcavernosa05185-RA,4427
Mcavernosa05183-RA,741
Mcavernosa05192-RA,822
Mcavernosa05194-RA,1482
Mcavernosa05196-RA,1098
Mcavernosa05199-RA,1961
Mcavernosa05203-RA,762
Mcavernosa05202-RA,492
Mcavernosa05205-RA,1477
Mcavernosa05207-RA,1253
Mcavernosa05201-RA,3140
Mcavernosa05197-RA,3238
Mcavernosa05208-RA,837
Mcavernosa05204-RA,471
Mcavernosa05214-RA,633
Mcavernosa05210-RA,880
Mcavernosa05220-RA,1092
Mcavernosa05215-RA,1379
Mcavernosa05213-RA,1052
Mcavernosa05212-RA,3320
Mcavernosa05211-RA,663
Mcavernosa05226-RA,1796
Mcavernosa05229-RA,2945
Mcavernosa05224-RA,520
Mcavernosa05232-RA,840
Mcavernosa05231-RA,873
Mcavernosa05217-RA,2202
Mcavernosa05223-RA,1727
Mcavernosa05218-RA,405
Mcavernosa05219-RA,313
Mcavernosa05227-RA,1257
Mcavernosa05222-RA,1050
Mcavernosa05230-RA,537
Mcavernosa05242-RA,555
Mcavernosa05233-RA,920
Mcavernosa05239-RA,672
Mcavernosa05241-RA,402
Mcavernosa05238-RA,903
Mcavernosa05237-RA,1188
Mcavernosa05240-RA,576
Mcavernosa05243-RA,918
Mcavernosa05234-RA,1137
Mcavernosa05236-RA,285
Mcavernosa05235-RA,1062
Mcavernosa05257-RA,1335
Mcavernosa05256-RA,732
Mcavernosa05249-RA,2965
Mcavernosa05247-RA,2691
Mcavernosa05260-RA,2477
Mcavernosa05253-RA,791
Mcavernosa05251-RA,594
Mcavernosa05245-RA,1152
Mcavernosa05246-RA,855
Mcavernosa05259-RA,2232
Mcavernosa05248-RA,4537
Mcavernosa05269-RA,1059
Mcavernosa05263-RA,3502
Mcavernosa05268-RA,833
Mcavernosa05265-RA,1192
Mcavernosa05273-RA,1243
Mcavernosa05261-RA,1699
Mcavernosa05276-RA,2073
Mcavernosa05275-RA,1930
Mcavernosa05272-RA,1577
Mcavernosa05266-RA,1457
Mcavernosa05262-RA,1805
Mcavernosa05264-RA,2146
Mcavernosa05270-RA,600
Mcavernosa05267-RA,278
Mcavernosa05278-RA,918
Mcavernosa05277-RA,1032
Mcavernosa05282-RA,3180
Mcavernosa05279-RA,1578
Mcavernosa05281-RA,273
Mcavernosa05280-RA,258
Mcavernosa05286-RA,504
Mcavernosa05287-RA,11209
Mcavernosa05285-RA,3204
Mcavernosa05284-RA,651
Mcavernosa05283-RA,696
Mcavernosa05290-RA,786
Mcavernosa05289-RA,839
Mcavernosa05291-RA,987
Mcavernosa05294-RA,638
Mcavernosa05295-RA,4853
Mcavernosa05292-RA,636
Mcavernosa05293-RA,1743
Mcavernosa05298-RA,1020
Mcavernosa05301-RA,4880
Mcavernosa05309-RA,3471
Mcavernosa05304-RA,845
Mcavernosa05296-RA,5244
Mcavernosa05300-RA,3836
Mcavernosa05305-RA,594
Mcavernosa05302-RA,2003
Mcavernosa05307-RA,1908
Mcavernosa05308-RA,318
Mcavernosa05311-RA,1976
Mcavernosa05314-RA,1482
Mcavernosa05313-RA,984
Mcavernosa05318-RA,649
Mcavernosa05312-RA,1993
Mcavernosa05316-RA,959
Mcavernosa05315-RA,915
Mcavernosa05321-RA,882
Mcavernosa05319-RA,927
Mcavernosa05322-RA,444
Mcavernosa05323-RA,681
Mcavernosa05329-RA,1700
Mcavernosa05328-RA,1779
Mcavernosa05333-RA,9398
Mcavernosa05330-RA,2442
Mcavernosa05332-RA,510
Mcavernosa05331-RA,4500
Mcavernosa05337-RA,333
Mcavernosa05338-RA,2944
Mcavernosa05335-RA,990
Mcavernosa05340-RA,1076
Mcavernosa05336-RA,2726
Mcavernosa05339-RA,602
Mcavernosa05341-RA,2187
Mcavernosa05353-RA,1832
Mcavernosa05343-RA,871
Mcavernosa05345-RA,3507
Mcavernosa05350-RA,1398
Mcavernosa05344-RA,1798
Mcavernosa05361-RA,423
Mcavernosa05359-RA,1403
Mcavernosa05357-RA,1305
Mcavernosa05354-RA,2244
Mcavernosa05356-RA,849
Mcavernosa05358-RA,2358
Mcavernosa05362-RA,276
Mcavernosa05377-RA,4678
Mcavernosa05380-RA,2128
Mcavernosa05376-RA,1008
Mcavernosa05375-RA,674
Mcavernosa05368-RA,9989
Mcavernosa05366-RA,1295
Mcavernosa05374-RA,180
Mcavernosa05381-RA,1896
Mcavernosa05367-RA,438
Mcavernosa05384-RA,294
Mcavernosa05385-RA,684
Mcavernosa05386-RA,1128
Mcavernosa05389-RA,572
Mcavernosa05388-RA,678
Mcavernosa05383-RA,846
Mcavernosa05382-RA,462
Mcavernosa05387-RA,207
Mcavernosa05393-RA,684
Mcavernosa05390-RA,396
Mcavernosa05399-RA,1038
Mcavernosa05397-RA,723
Mcavernosa05402-RA,747
Mcavernosa05401-RA,1737
Mcavernosa05395-RA,366
Mcavernosa05396-RA,972
Mcavernosa05398-RA,1859
Mcavernosa05394-RA,1917
Mcavernosa05400-RA,761
Mcavernosa05403-RA,2652
Mcavernosa05407-RA,8070
Mcavernosa05404-RA,3455
Mcavernosa05410-RA,417
Mcavernosa05412-RA,3055
Mcavernosa05409-RA,1785
Mcavernosa05413-RA,414
Mcavernosa05406-RA,993
Mcavernosa05408-RA,6896
Mcavernosa05405-RA,1704
Mcavernosa05411-RA,1398
Mcavernosa05415-RA,426
Mcavernosa05417-RA,402
Mcavernosa05421-RA,315
Mcavernosa05422-RA,444
Mcavernosa05420-RA,3865
Mcavernosa05414-RA,5001
Mcavernosa05419-RA,684
Mcavernosa05416-RA,2856
Mcavernosa05423-RA,2416
Mcavernosa05433-RA,1068
Mcavernosa05424-RA,201
Mcavernosa05426-RA,702
Mcavernosa05431-RA,853
Mcavernosa05428-RA,366
Mcavernosa05425-RA,750
Mcavernosa05432-RA,738
Mcavernosa05429-RA,1191
Mcavernosa05430-RA,996
Mcavernosa05427-RA,375
Mcavernosa05434-RA,3687
Mcavernosa05439-RA,1779
Mcavernosa05437-RA,1791
Mcavernosa05443-RA,2605
Mcavernosa05444-RA,3421
Mcavernosa05446-RA,540
Mcavernosa05448-RA,1557
Mcavernosa05450-RA,948
Mcavernosa05440-RA,1005
Mcavernosa05447-RA,931
Mcavernosa05442-RA,1857
Mcavernosa05441-RA,2055
Mcavernosa05449-RA,255
Mcavernosa05458-RA,1473
