"","GO.IDs","gene_id","term","ontology","over_represented_pvalue","log2FoldChange","padj","Treatment_Compare","Species","Site","GO.Term","GO.Slim.Term","Cat"
"75","GO:0000083",NA,NA,NA,NA,NA,NA,NA,NA,NA,"regulation of transcription of G1/S-phase of mitotic cell cycle","cell cycle and proliferation","P"
"76","GO:0000083",NA,NA,NA,NA,NA,NA,NA,NA,NA,"regulation of transcription of G1/S-phase of mitotic cell cycle","RNA metabolism","P"
"77","GO:0000084",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S phase of mitotic cell cycle","cell cycle and proliferation","P"
"78","GO:0000085",NA,NA,NA,NA,NA,NA,NA,NA,NA,"G2 phase of mitotic cell cycle","cell cycle and proliferation","P"
"79","GO:0000086",NA,NA,NA,NA,NA,NA,NA,NA,NA,"G2/M transition of mitotic cell cycle","cell cycle and proliferation","P"
"80","GO:0000087",NA,NA,NA,NA,NA,NA,NA,NA,NA,"M phase of mitotic cell cycle","cell cycle and proliferation","P"
"81","GO:0000088",NA,NA,NA,NA,NA,NA,NA,NA,NA,"mitotic prophase","cell cycle and proliferation","P"
"82","GO:0000088",NA,NA,NA,NA,NA,NA,NA,NA,NA,"mitotic prophase","cell organization and biogenesis","P"
"83","GO:0000089",NA,NA,NA,NA,NA,NA,NA,NA,NA,"mitotic metaphase","cell cycle and proliferation","P"
"84","GO:0000089",NA,NA,NA,NA,NA,NA,NA,NA,NA,"mitotic metaphase","cell organization and biogenesis","P"
"85","GO:0000090",NA,NA,NA,NA,NA,NA,NA,NA,NA,"mitotic anaphase","cell cycle and proliferation","P"
"86","GO:0000090",NA,NA,NA,NA,NA,NA,NA,NA,NA,"mitotic anaphase","cell organization and biogenesis","P"
"87","GO:0000091",NA,NA,NA,NA,NA,NA,NA,NA,NA,"mitotic anaphase A","cell cycle and proliferation","P"
"88","GO:0000091",NA,NA,NA,NA,NA,NA,NA,NA,NA,"mitotic anaphase A","cell organization and biogenesis","P"
"89","GO:0000092",NA,NA,NA,NA,NA,NA,NA,NA,NA,"mitotic anaphase B","cell cycle and proliferation","P"
"90","GO:0000092",NA,NA,NA,NA,NA,NA,NA,NA,NA,"mitotic anaphase B","cell organization and biogenesis","P"
"91","GO:0000093",NA,NA,NA,NA,NA,NA,NA,NA,NA,"mitotic telophase","cell cycle and proliferation","P"
"92","GO:0000093",NA,NA,NA,NA,NA,NA,NA,NA,NA,"mitotic telophase","cell organization and biogenesis","P"
"93","GO:0000095",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S-adenosylmethionine transmembrane transporter activity","transporter activity","F"
"94","GO:0000096",NA,NA,NA,NA,NA,NA,NA,NA,NA,"sulfur amino acid metabolic process","other metabolic processes","P"
"95","GO:0000097",NA,NA,NA,NA,NA,NA,NA,NA,NA,"sulfur amino acid biosynthetic process","other metabolic processes","P"
"96","GO:0000098",NA,NA,NA,NA,NA,NA,NA,NA,NA,"sulfur amino acid catabolic process","other metabolic processes","P"
"97","GO:0000099",NA,NA,NA,NA,NA,NA,NA,NA,NA,"sulfur amino acid transmembrane transporter activity","transporter activity","F"
"98","GO:0000100",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S-methylmethionine transmembrane transporter activity","transporter activity","F"
"99","GO:0000101",NA,NA,NA,NA,NA,NA,NA,NA,NA,"sulfur amino acid transport","transport","P"
"100","GO:0000102",NA,NA,NA,NA,NA,NA,NA,NA,NA,"L-methionine secondary active transmembrane transporter activity","transporter activity","F"
"101","GO:0000103",NA,NA,NA,NA,NA,NA,NA,NA,NA,"sulfate assimilation","other metabolic processes","P"
"102","GO:0000104",NA,NA,NA,NA,NA,NA,NA,NA,NA,"succinate dehydrogenase activity","other molecular function","F"
"103","GO:0000105",NA,NA,NA,NA,NA,NA,NA,NA,NA,"histidine biosynthetic process","other metabolic processes","P"
"104","GO:0000107",NA,NA,NA,NA,NA,NA,NA,NA,NA,"imidazoleglycerol-phosphate synthase activity","other molecular function","F"
"105","GO:0000108",NA,NA,NA,NA,NA,NA,NA,NA,NA,"repairosome","nucleus","C"
"106","GO:0000109",NA,NA,NA,NA,NA,NA,NA,NA,NA,"nucleotide-excision repair complex","nucleus","C"
"107","GO:0000110",NA,NA,NA,NA,NA,NA,NA,NA,NA,"nucleotide-excision repair factor 1 complex","nucleus","C"
"108","GO:0000111",NA,NA,NA,NA,NA,NA,NA,NA,NA,"nucleotide-excision repair factor 2 complex","nucleus","C"
"109","GO:0000112",NA,NA,NA,NA,NA,NA,NA,NA,NA,"nucleotide-excision repair factor 3 complex","nucleus","C"
"110","GO:0000113",NA,NA,NA,NA,NA,NA,NA,NA,NA,"nucleotide-excision repair factor 4 complex","nucleus","C"
"111","GO:0000114",NA,NA,NA,NA,NA,NA,NA,NA,NA,"regulation of transcription during G1 phase of mitotic cell cycle","cell cycle and proliferation","P"
"112","GO:0000114",NA,NA,NA,NA,NA,NA,NA,NA,NA,"regulation of transcription during G1 phase of mitotic cell cycle","RNA metabolism","P"
"113","GO:0000115",NA,NA,NA,NA,NA,NA,NA,NA,NA,"regulation of transcription during S-phase of mitotic cell cycle","cell cycle and proliferation","P"
"114","GO:0000115",NA,NA,NA,NA,NA,NA,NA,NA,NA,"regulation of transcription during S-phase of mitotic cell cycle","RNA metabolism","P"
"115","GO:0000116",NA,NA,NA,NA,NA,NA,NA,NA,NA,"regulation of transcription during G2-phase of mitotic cell cycle","cell cycle and proliferation","P"
"116","GO:0000116",NA,NA,NA,NA,NA,NA,NA,NA,NA,"regulation of transcription during G2-phase of mitotic cell cycle","RNA metabolism","P"
"117","GO:0000117",NA,NA,NA,NA,NA,NA,NA,NA,NA,"regulation of transcription during G2/M-phase of mitotic cell cycle","cell cycle and proliferation","P"
"118","GO:0000117",NA,NA,NA,NA,NA,NA,NA,NA,NA,"regulation of transcription during G2/M-phase of mitotic cell cycle","RNA metabolism","P"
"119","GO:0000118",NA,NA,NA,NA,NA,NA,NA,NA,NA,"histone deacetylase complex","nucleus","C"
"120","GO:0000119",NA,NA,NA,NA,NA,NA,NA,NA,NA,"mediator complex","nucleus","C"
"121","GO:0000120",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RNA polymerase I transcription factor complex","nucleus","C"
"122","GO:0000121",NA,NA,NA,NA,NA,NA,NA,NA,NA,"glycerol-1-phosphatase activity","other molecular function","F"
"123","GO:0000122",NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative regulation of transcription from RNA polymerase II promoter","RNA metabolism","P"
"124","GO:0000123",NA,NA,NA,NA,NA,NA,NA,NA,NA,"histone acetyltransferase complex","nucleus","C"
"125","GO:0000124",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAGA complex","nucleus","C"
"126","GO:0000125",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PCAF complex","nucleus","C"
"127","GO:0000126",NA,NA,NA,NA,NA,NA,NA,NA,NA,"transcription factor TFIIIB complex","nucleus","C"
"128","GO:0000127",NA,NA,NA,NA,NA,NA,NA,NA,NA,"transcription factor TFIIIC complex","nucleus","C"
"129","GO:0000128",NA,NA,NA,NA,NA,NA,NA,NA,NA,"flocculation","other biological processes","P"
"130","GO:0000131",NA,NA,NA,NA,NA,NA,NA,NA,NA,"incipient cellular bud site","other cellular component","C"
"131","GO:0000132",NA,NA,NA,NA,NA,NA,NA,NA,NA,"establishment of mitotic spindle orientation","cell cycle and proliferation","P"
"132","GO:0000132",NA,NA,NA,NA,NA,NA,NA,NA,NA,"establishment of mitotic spindle orientation","cell organization and biogenesis","P"
"133","GO:0000133",NA,NA,NA,NA,NA,NA,NA,NA,NA,"polarisome","other cellular component","C"
"134","GO:0000135",NA,NA,NA,NA,NA,NA,NA,NA,NA,"septin checkpoint","cell cycle and proliferation","P"
"135","GO:0000136",NA,NA,NA,NA,NA,NA,NA,NA,NA,"alpha-1,6-mannosyltransferase complex","ER/Golgi","C"
"136","GO:0000137",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Golgi cis cisterna","ER/Golgi","C"
"137","GO:0000138",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Golgi trans cisterna","ER/Golgi","C"
"138","GO:0000139",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Golgi membrane","ER/Golgi","C"
"139","GO:0000139",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Golgi membrane","other membranes","C"
"140","GO:0000140",NA,NA,NA,NA,NA,NA,NA,NA,NA,"acylglycerone-phosphate reductase activity","other molecular function","F"
"141","GO:0000142",NA,NA,NA,NA,NA,NA,NA,NA,NA,"cellular bud neck contractile ring","cytoskeleton","C"
"142","GO:0000144",NA,NA,NA,NA,NA,NA,NA,NA,NA,"cellular bud neck septin ring","cytoskeleton","C"
"143","GO:0000145",NA,NA,NA,NA,NA,NA,NA,NA,NA,"exocyst","other cellular component","C"
"144","GO:0000146",NA,NA,NA,NA,NA,NA,NA,NA,NA,"microfilament motor activity","cytoskeletal activity","F"
"145","GO:0000147",NA,NA,NA,NA,NA,NA,NA,NA,NA,"actin cortical patch assembly","cell organization and biogenesis","P"
"146","GO:0000148",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,3-beta-glucan synthase complex","plasma membrane","C"
"147","GO:0000148",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,3-beta-glucan synthase complex","other membranes","C"
"148","GO:0000149",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SNARE binding","other molecular function","F"
"149","GO:0000150",NA,NA,NA,NA,NA,NA,NA,NA,NA,"recombinase activity","other molecular function","F"
"150","GO:0000151",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ubiquitin ligase complex","other cellular component","C"
"151","GO:0000152",NA,NA,NA,NA,NA,NA,NA,NA,NA,"nuclear ubiquitin ligase complex","nucleus","C"
"152","GO:0000153",NA,NA,NA,NA,NA,NA,NA,NA,NA,"cytoplasmic ubiquitin ligase complex","other cellular component","C"
"153","GO:0000154",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rRNA modification","RNA metabolism","P"
"154","GO:0000155",NA,NA,NA,NA,NA,NA,NA,NA,NA,"two-component sensor activity","signal transduction activity","F"
"155","GO:0000155",NA,NA,NA,NA,NA,NA,NA,NA,NA,"two-component sensor activity","kinase activity","F"
"156","GO:0000156",NA,NA,NA,NA,NA,NA,NA,NA,NA,"two-component response regulator activity","transcription regulatory activity","F"
"157","GO:0000156",NA,NA,NA,NA,NA,NA,NA,NA,NA,"two-component response regulator activity","signal transduction activity","F"
"158","GO:0000159",NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein phosphatase type 2A complex","other cellular component","C"
"159","GO:0000160",NA,NA,NA,NA,NA,NA,NA,NA,NA,"two-component signal transduction system (phosphorelay)","signal transduction","P"
"160","GO:0000161",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MAPKKK cascade involved in osmosensory signaling pathway","signal transduction","P"
"161","GO:0000161",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MAPKKK cascade involved in osmosensory signaling pathway","stress response","P"
"162","GO:0000162",NA,NA,NA,NA,NA,NA,NA,NA,NA,"tryptophan biosynthetic process","other metabolic processes","P"
"163","GO:0000164",NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein phosphatase type 1 complex","other cellular component","C"
"164","GO:0000165",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MAPKKK cascade","signal transduction","P"
"165","GO:0000166",NA,NA,NA,NA,NA,NA,NA,NA,NA,"nucleotide binding","other molecular function","F"
"166","GO:0000167",NA,NA,NA,NA,NA,NA,NA,NA,NA,"activation of MAPKKK activity involved in osmosensory signaling pathway","signal transduction","P"
"167","GO:0000167",NA,NA,NA,NA,NA,NA,NA,NA,NA,"activation of MAPKKK activity involved in osmosensory signaling pathway","stress response","P"
"168","GO:0000167",NA,NA,NA,NA,NA,NA,NA,NA,NA,"activation of MAPKKK activity involved in osmosensory signaling pathway","other metabolic processes","P"
"169","GO:0000168",NA,NA,NA,NA,NA,NA,NA,NA,NA,"activation of MAPKK activity involved in osmosensory signaling pathway","signal transduction","P"
"170","GO:0000168",NA,NA,NA,NA,NA,NA,NA,NA,NA,"activation of MAPKK activity involved in osmosensory signaling pathway","stress response","P"
"171","GO:0000168",NA,NA,NA,NA,NA,NA,NA,NA,NA,"activation of MAPKK activity involved in osmosensory signaling pathway","protein metabolism","P"
"172","GO:0000169",NA,NA,NA,NA,NA,NA,NA,NA,NA,"activation of MAPK activity involved in osmosensory signaling pathway","signal transduction","P"
"173","GO:0000169",NA,NA,NA,NA,NA,NA,NA,NA,NA,"activation of MAPK activity involved in osmosensory signaling pathway","stress response","P"
"174","GO:0000169",NA,NA,NA,NA,NA,NA,NA,NA,NA,"activation of MAPK activity involved in osmosensory signaling pathway","protein metabolism","P"
"175","GO:0000170",NA,NA,NA,NA,NA,NA,NA,NA,NA,"sphingosine hydroxylase activity","other molecular function","F"
"176","GO:0000171",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ribonuclease MRP activity","other molecular function","F"
"177","GO:0000172",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ribonuclease MRP complex","other cellular component","C"
"178","GO:0000173",NA,NA,NA,NA,NA,NA,NA,NA,NA,"inactivation of MAPK activity involved in osmosensory signaling pathway","signal transduction","P"
"179","GO:0000173",NA,NA,NA,NA,NA,NA,NA,NA,NA,"inactivation of MAPK activity involved in osmosensory signaling pathway","stress response","P"
"180","GO:0000173",NA,NA,NA,NA,NA,NA,NA,NA,NA,"inactivation of MAPK activity involved in osmosensory signaling pathway","other metabolic processes","P"
"181","GO:0000175",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3'-5'-exoribonuclease activity","other molecular function","F"
"182","GO:0000176",NA,NA,NA,NA,NA,NA,NA,NA,NA,"nuclear exosome (RNase complex)","nucleus","C"
"183","GO:0000177",NA,NA,NA,NA,NA,NA,NA,NA,NA,"cytoplasmic exosome (RNase complex)","other cytoplasmic organelle","C"
"184","GO:0000178",NA,NA,NA,NA,NA,NA,NA,NA,NA,"exosome (RNase complex)","other cellular component","C"
"185","GO:0000179",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rRNA (adenine-N6,N6-)-dimethyltransferase activity","other molecular function","F"
"186","GO:0000182",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rDNA binding","nucleic acid binding activity","F"
"187","GO:0000183",NA,NA,NA,NA,NA,NA,NA,NA,NA,"chromatin silencing at rDNA","RNA metabolism","P"
"188","GO:0000184",NA,NA,NA,NA,NA,NA,NA,NA,NA,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","RNA metabolism","P"
"189","GO:0000185",NA,NA,NA,NA,NA,NA,NA,NA,NA,"activation of MAPKKK activity","signal transduction","P"
"190","GO:0000185",NA,NA,NA,NA,NA,NA,NA,NA,NA,"activation of MAPKKK activity","other metabolic processes","P"
"191","GO:0000186",NA,NA,NA,NA,NA,NA,NA,NA,NA,"activation of MAPKK activity","signal transduction","P"
"192","GO:0000186",NA,NA,NA,NA,NA,NA,NA,NA,NA,"activation of MAPKK activity","protein metabolism","P"
"193","GO:0000187",NA,NA,NA,NA,NA,NA,NA,NA,NA,"activation of MAPK activity","signal transduction","P"
"194","GO:0000187",NA,NA,NA,NA,NA,NA,NA,NA,NA,"activation of MAPK activity","protein metabolism","P"
"195","GO:0000188",NA,NA,NA,NA,NA,NA,NA,NA,NA,"inactivation of MAPK activity","signal transduction","P"
"196","GO:0000188",NA,NA,NA,NA,NA,NA,NA,NA,NA,"inactivation of MAPK activity","other metabolic processes","P"
"197","GO:0000189",NA,NA,NA,NA,NA,NA,NA,NA,NA,"nuclear translocation of MAPK","signal transduction","P"
"198","GO:0000189",NA,NA,NA,NA,NA,NA,NA,NA,NA,"nuclear translocation of MAPK","transport","P"
"199","GO:0000196",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MAPKKK cascade during cell wall biogenesis","signal transduction","P"
"200","GO:0000197",NA,NA,NA,NA,NA,NA,NA,NA,NA,"activation of MAPKKK activity during cell wall biogenesis","signal transduction","P"
"201","GO:0000197",NA,NA,NA,NA,NA,NA,NA,NA,NA,"activation of MAPKKK activity during cell wall biogenesis","other metabolic processes","P"
"202","GO:0000198",NA,NA,NA,NA,NA,NA,NA,NA,NA,"activation of MAPKK activity during cell wall biogenesis","signal transduction","P"
"203","GO:0000198",NA,NA,NA,NA,NA,NA,NA,NA,NA,"activation of MAPKK activity during cell wall biogenesis","protein metabolism","P"
"204","GO:0000199",NA,NA,NA,NA,NA,NA,NA,NA,NA,"activation of MAPK activity during cell wall biogenesis","signal transduction","P"
"205","GO:0000199",NA,NA,NA,NA,NA,NA,NA,NA,NA,"activation of MAPK activity during cell wall biogenesis","protein metabolism","P"
"206","GO:0000200",NA,NA,NA,NA,NA,NA,NA,NA,NA,"inactivation of MAPK activity during cell wall biogenesis","signal transduction","P"
"207","GO:0000200",NA,NA,NA,NA,NA,NA,NA,NA,NA,"inactivation of MAPK activity during cell wall biogenesis","other metabolic processes","P"
"208","GO:0000201",NA,NA,NA,NA,NA,NA,NA,NA,NA,"nuclear translocation of MAPK during cell wall biogenesis","signal transduction","P"
"209","GO:0000201",NA,NA,NA,NA,NA,NA,NA,NA,NA,"nuclear translocation of MAPK during cell wall biogenesis","transport","P"
"210","GO:0000208",NA,NA,NA,NA,NA,NA,NA,NA,NA,"nuclear translocation of MAPK involved in osmosensory signaling pathway","signal transduction","P"
"211","GO:0000208",NA,NA,NA,NA,NA,NA,NA,NA,NA,"nuclear translocation of MAPK involved in osmosensory signaling pathway","transport","P"
"212","GO:0000208",NA,NA,NA,NA,NA,NA,NA,NA,NA,"nuclear translocation of MAPK involved in osmosensory signaling pathway","stress response","P"
"213","GO:0000209",NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein polyubiquitination","protein metabolism","P"
"214","GO:0000210",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAD+ diphosphatase activity","other molecular function","F"
"215","GO:0000212",NA,NA,NA,NA,NA,NA,NA,NA,NA,"meiotic spindle organization","cell cycle and proliferation","P"
"216","GO:0000212",NA,NA,NA,NA,NA,NA,NA,NA,NA,"meiotic spindle organization","cell organization and biogenesis","P"
"217","GO:0000213",NA,NA,NA,NA,NA,NA,NA,NA,NA,"tRNA-intron endonuclease activity","other molecular function","F"
"218","GO:0000214",NA,NA,NA,NA,NA,NA,NA,NA,NA,"tRNA-intron endonuclease complex","nucleus","C"
"219","GO:0000215",NA,NA,NA,NA,NA,NA,NA,NA,NA,"tRNA 2'-phosphotransferase activity","other molecular function","F"
