"","gene_id","GO.ID"
"24","Mcavernosa00067-RA","GO:0003824;GO:0009058;GO:0030170;GO:0009058,GO:0030170"
"25","Mcavernosa00068-RA","GO:0009058;GO:0030170;GO:0003824;GO:0009058,GO:0030170"
"26","Mcavernosa00069-RA","GO:0003824;GO:0009058;GO:0030170;GO:0009058,GO:0030170"
"27","Mcavernosa00070-RA","GO:0003714"
"28","Mcavernosa00072-RA","GO:0008270"
"29","Mcavernosa00075-RA","GO:0016021"
"30","Mcavernosa00077-RA","GO:0016616;GO:0051287;GO:0055114;GO:0051287;GO:0055114;GO:0016616,GO:0051287,GO:0055114;GO:0051287,GO:0055114"
"31","Mcavernosa00078-RA","GO:0016311;GO:0016791;GO:0008138;GO:0016311;GO:0006470;GO:0008138;GO:0016311,GO:0016791;GO:0008138,GO:0016311;GO:0006470,GO:0008138"
"32","Mcavernosa00079-RA","GO:0005515"
"33","Mcavernosa00081-RA","GO:0008168"
"34","Mcavernosa00083-RA","GO:0022857;GO:0055085;GO:0022857;GO:0022857,GO:0055085"
"35","Mcavernosa00089-RA","GO:0022857;GO:0022857;GO:0055085;GO:0022857,GO:0055085"
"36","Mcavernosa00090-RA","GO:0003824;GO:0008484"
"37","Mcavernosa00091-RA","GO:0005509"
"38","Mcavernosa00092-RA","GO:0005509"
"39","Mcavernosa00097-RA","GO:0003723;GO:0003676"
"40","Mcavernosa00098-RA","GO:0003723"
"41","Mcavernosa00099-RA","GO:0007030"
"42","Mcavernosa00101-RA","GO:0007154;GO:0016021;GO:0005432;GO:0006816;GO:0016020;GO:0016021;GO:0055085;GO:0007154,GO:0016021;GO:0005432,GO:0006816,GO:0016020;GO:0016021,GO:0055085"
"43","Mcavernosa00102-RA","GO:0005515;GO:0006886"
"44","Mcavernosa00107-RA","GO:0004019;GO:0005525;GO:0006164;GO:0004019,GO:0005525,GO:0006164"
"45","Mcavernosa00110-RA","GO:0006355;GO:0043565;GO:0006355,GO:0043565"
"46","Mcavernosa00111-RA","GO:0006355;GO:0043565;GO:0005515;GO:0006355,GO:0043565"
"47","Mcavernosa00120-RA","GO:0003677"
"48","Mcavernosa00121-RA","GO:0003676"
"49","Mcavernosa00132-RA","GO:0009190;GO:0035556;GO:0004383;GO:0006182;GO:0009190,GO:0035556;GO:0004383,GO:0006182"
"50","Mcavernosa00134-RA","GO:0004514;GO:0009435;GO:0016763;GO:0003824;GO:0004514,GO:0009435"
"51","Mcavernosa00136-RA","GO:0005854"
"52","Mcavernosa00137-RA","GO:0016020;GO:0055085;GO:0006811;GO:0016020;GO:0022857;GO:0016020,GO:0055085;GO:0006811,GO:0016020,GO:0022857"
"53","Mcavernosa00138-RA","GO:0005874;GO:0007017;GO:0003924;GO:0005874,GO:0007017"
"54","Mcavernosa00140-RA","GO:0004672;GO:0005524;GO:0006468;GO:0004672,GO:0005524,GO:0006468"
"55","Mcavernosa00144-RA","GO:0004672;GO:0005524;GO:0006468;GO:0004672;GO:0006468;GO:0005524;GO:0004713;GO:0006468;GO:0005515;GO:0004672,GO:0005524,GO:0006468;GO:0004672,GO:0006468;GO:0004713,GO:0006468"
"56","Mcavernosa00150-RA","GO:0005515"
"57","Mcavernosa00152-RA","GO:0005515"
"58","Mcavernosa00156-RA","GO:0005515"
"59","Mcavernosa00157-RA","GO:0005525"
"60","Mcavernosa00160-RA","GO:0016533;GO:0061575;GO:0016533,GO:0061575"
"61","Mcavernosa00161-RA","GO:0003774;GO:0005524;GO:0016459;GO:0003774,GO:0005524,GO:0016459"
"62","Mcavernosa00163-RA","GO:0005515"
"63","Mcavernosa00164-RA","GO:0005515"
"64","Mcavernosa00169-RA","GO:0016021;GO:0004930;GO:0007186;GO:0016021;GO:0004930,GO:0007186,GO:0016021"
"65","Mcavernosa00170-RA","GO:0008033;GO:0017150;GO:0050660;GO:0055114;GO:0003824;GO:0008033,GO:0017150,GO:0050660,GO:0055114"
"66","Mcavernosa00173-RA","GO:0046872"
"67","Mcavernosa00174-RA","GO:0003824;GO:0046872;GO:0008033;GO:0017150;GO:0050660;GO:0055114;GO:0008033,GO:0017150,GO:0050660,GO:0055114"
"68","Mcavernosa00175-RA","GO:0004672;GO:0005524;GO:0006468;GO:0004672;GO:0006468;GO:0004672,GO:0005524,GO:0006468;GO:0004672,GO:0006468"
"69","Mcavernosa00178-RA","GO:0005515"
"70","Mcavernosa00184-RA","GO:0005515"
"71","Mcavernosa00185-RA","GO:0004930;GO:0007186;GO:0016021;GO:0016021;GO:0004930,GO:0007186,GO:0016021"
"72","Mcavernosa00187-RA","GO:0008270;GO:0005515"
"73","Mcavernosa00199-RA","GO:0003676;GO:0008270;GO:0003676,GO:0008270"
"74","Mcavernosa00200-RA","GO:0005515"
"75","Mcavernosa00212-RA","GO:0005515"
"76","Mcavernosa00215-RA","GO:0005515"
"77","Mcavernosa00217-RA","GO:0005515"
"78","Mcavernosa00227-RA","GO:0030246"
"79","Mcavernosa00231-RA","GO:0003924;GO:0005525;GO:0005525;GO:0003924,GO:0005525"
"80","Mcavernosa00240-RA","GO:0004386;GO:0003676;GO:0005524;GO:0003676,GO:0005524"
"81","Mcavernosa00243-RA","GO:0007155;GO:0008305;GO:0007155,GO:0008305"
"82","Mcavernosa00245-RA","GO:0007155;GO:0008305;GO:0007155,GO:0008305"
"83","Mcavernosa00250-RA","GO:0005515"
"84","Mcavernosa00253-RA","GO:0007155;GO:0008305;GO:0007155,GO:0008305"
"85","Mcavernosa00258-RA","GO:0005515;GO:0007155;GO:0008305;GO:0007155,GO:0008305"
"86","Mcavernosa00259-RA","GO:0005509"
"87","Mcavernosa00261-RA","GO:0035556"
"88","Mcavernosa00262-RA","GO:0005509"
"89","Mcavernosa00264-RA","GO:0035556"
"90","Mcavernosa00265-RA","GO:0003735;GO:0005840;GO:0006412;GO:0003735,GO:0005840,GO:0006412"
"91","Mcavernosa00270-RA","GO:0004376;GO:0006506;GO:0016021;GO:0051751;GO:0004376,GO:0006506,GO:0016021,GO:0051751"
"92","Mcavernosa00274-RA","GO:0016020;GO:0022857;GO:0055085;GO:0016020,GO:0022857,GO:0055085"
"93","Mcavernosa00276-RA","GO:0016020;GO:0022857;GO:0055085;GO:0016020,GO:0022857,GO:0055085"
"94","Mcavernosa00277-RA","GO:0016020;GO:0022857;GO:0055085;GO:0016020,GO:0022857,GO:0055085"
"95","Mcavernosa00278-RA","GO:0016020;GO:0022857;GO:0055085;GO:0016020,GO:0022857,GO:0055085"
"96","Mcavernosa00279-RA","GO:0016020;GO:0016192;GO:0016020,GO:0016192"
"97","Mcavernosa00281-RA","GO:0001522;GO:0030515;GO:0042254;GO:0001522,GO:0030515,GO:0042254"
"98","Mcavernosa00283-RA","GO:0008641"
"99","Mcavernosa00285-RA","GO:0005515"
"100","Mcavernosa00287-RA","GO:0016409"
"101","Mcavernosa00292-RA","GO:0015074;GO:0003676"
"102","Mcavernosa00313-RA","GO:0005515"
"103","Mcavernosa00314-RA","GO:0005515;GO:0005216;GO:0006811;GO:0016020;GO:0055085;GO:0005216,GO:0006811,GO:0016020,GO:0055085"
"104","Mcavernosa00317-RA","GO:0005216;GO:0006811;GO:0016020;GO:0055085;GO:0005216,GO:0006811,GO:0016020,GO:0055085"
"105","Mcavernosa00318-RA","GO:0005515"
"106","Mcavernosa00321-RA","GO:0005515"
"107","Mcavernosa00327-RA","GO:0016021"
"108","Mcavernosa00330-RA","GO:0016021"
"109","Mcavernosa00334-RA","GO:0005730;GO:0042254;GO:0006396;GO:0003824;GO:0005730,GO:0042254"
"110","Mcavernosa00335-RA","GO:0003677;GO:0003899;GO:0006351;GO:0003677,GO:0003899,GO:0006351"
"111","Mcavernosa00336-RA","GO:0016021"
"112","Mcavernosa00338-RA","GO:0016021"
"113","Mcavernosa00339-RA","GO:0016021"
"114","Mcavernosa00343-RA","GO:0004672;GO:0005524;GO:0006468;GO:0005524;GO:0004672,GO:0005524,GO:0006468"
"115","Mcavernosa00346-RA","GO:0005515"
"116","Mcavernosa00347-RA","GO:0008270;GO:0046872"
"117","Mcavernosa00348-RA","GO:0005525;GO:0007165;GO:0016020;GO:0005525;GO:0003924;GO:0005525;GO:0005525,GO:0007165,GO:0016020;GO:0003924,GO:0005525"
"118","Mcavernosa00350-RA","GO:0004930;GO:0007186;GO:0016021;GO:0004930,GO:0007186,GO:0016021"
"119","Mcavernosa00352-RA","GO:0004930;GO:0007186;GO:0016021;GO:0004930,GO:0007186,GO:0016021"
"120","Mcavernosa00356-RA","GO:0004930;GO:0007186;GO:0016021;GO:0004930,GO:0007186,GO:0016021"
"121","Mcavernosa00358-RA","GO:0006486;GO:0016020;GO:0006486,GO:0016020"
"122","Mcavernosa00359-RA","GO:0004601;GO:0020037;GO:0055114;GO:0004601,GO:0020037,GO:0055114"
"123","Mcavernosa00360-RA","GO:0003824"
"124","Mcavernosa00361-RA","GO:0004888;GO:0005216;GO:0016021;GO:0034220;GO:0005230;GO:0006811;GO:0016021;GO:0004888,GO:0005216,GO:0016021,GO:0034220;GO:0005230,GO:0006811,GO:0016021"
"125","Mcavernosa00370-RA","GO:0003676;GO:0008270;GO:0004386;GO:0003676;GO:0005524;GO:0003676,GO:0008270;GO:0003676,GO:0005524"
"126","Mcavernosa00371-RA","GO:0005198;GO:0051536;GO:0097428;GO:0005198,GO:0051536,GO:0097428"
"127","Mcavernosa00373-RA","GO:0004602;GO:0006979;GO:0055114;GO:0004602,GO:0006979,GO:0055114"
"128","Mcavernosa00374-RA","GO:0008270"
"129","Mcavernosa00375-RA","GO:0003677;GO:0003899;GO:0006351;GO:0003677,GO:0003899,GO:0006351"
"130","Mcavernosa00377-RA","GO:0016020;GO:0022857;GO:0071705;GO:0016020,GO:0022857,GO:0071705"
"131","Mcavernosa00378-RA","GO:0051260;GO:0005515;GO:0005249;GO:0006813;GO:0008076;GO:0005249,GO:0006813,GO:0008076"
"132","Mcavernosa00380-RA","GO:0005524;GO:0016021;GO:0005524;GO:0016021;GO:0042626;GO:0055085;GO:0005524,GO:0016021;GO:0005524,GO:0016021,GO:0042626,GO:0055085"
"133","Mcavernosa00381-RA","GO:0005216;GO:0006811;GO:0016020;GO:0055085;GO:0005249;GO:0006813;GO:0008076;GO:0005515;GO:0051260;GO:0005216,GO:0006811,GO:0016020,GO:0055085;GO:0005249,GO:0006813,GO:0008076"
"134","Mcavernosa00382-RA","GO:0005515;GO:0005249;GO:0006813;GO:0008076;GO:0051260;GO:0005249,GO:0006813,GO:0008076"
"135","Mcavernosa00385-RA","GO:0051260;GO:0005216;GO:0006811;GO:0016020;GO:0055085;GO:0005249;GO:0006813;GO:0008076;GO:0005515;GO:0005216,GO:0006811,GO:0016020,GO:0055085;GO:0005249,GO:0006813,GO:0008076"
"136","Mcavernosa00387-RA","GO:0090307"
"137","Mcavernosa00388-RA","GO:0006614;GO:0008312;GO:0048500;GO:0006614,GO:0008312,GO:0048500"
"138","Mcavernosa00389-RA","GO:0005515"
"139","Mcavernosa00397-RA","GO:0016301"
"140","Mcavernosa00402-RA","GO:0016301"
"141","Mcavernosa00405-RA","GO:0006355;GO:0043565;GO:0006355,GO:0043565"
"142","Mcavernosa00412-RA","GO:0004514;GO:0009435;GO:0003824;GO:0004514,GO:0009435"
"143","Mcavernosa00414-RA","GO:0005509"
"144","Mcavernosa00415-RA","GO:0004514;GO:0009435;GO:0003824;GO:0004514,GO:0009435"
"145","Mcavernosa00418-RA","GO:0005509;GO:0007156;GO:0016020;GO:0005886;GO:0007155;GO:0005509;GO:0016020;GO:0005509,GO:0007156,GO:0016020;GO:0005886,GO:0007155;GO:0005509,GO:0016020"
"146","Mcavernosa00420-RA","GO:0005509;GO:0016020;GO:0005886;GO:0007155;GO:0005509;GO:0007156;GO:0016020;GO:0005509,GO:0016020;GO:0005886,GO:0007155;GO:0005509,GO:0007156,GO:0016020"
"147","Mcavernosa00424-RA","GO:0006812;GO:0008324;GO:0016021;GO:0055085;GO:0006812,GO:0008324,GO:0016021,GO:0055085"
"148","Mcavernosa00425-RA","GO:0015267;GO:0016020;GO:0055085;GO:0015267,GO:0016020,GO:0055085"
"149","Mcavernosa00429-RA","GO:0005515;GO:0007165;GO:0005515,GO:0007165"
"150","Mcavernosa00430-RA","GO:0005515;GO:0007165;GO:0005515,GO:0007165"
"151","Mcavernosa00431-RA","GO:0016787;GO:0003993;GO:0046872;GO:0003993,GO:0046872"
"152","Mcavernosa00435-RA","GO:0005634;GO:0006355;GO:0008270;GO:0005634,GO:0006355,GO:0008270"
"153","Mcavernosa00444-RA","GO:0030705;GO:0005515;GO:0008017;GO:0031122;GO:0008017,GO:0031122"
"154","Mcavernosa00449-RA","GO:0005515;GO:0005524;GO:0005694;GO:0051276;GO:0005515,GO:0005524,GO:0005694,GO:0051276"
"155","Mcavernosa00451-RA","GO:0003924;GO:0005525;GO:0005525;GO:0003924,GO:0005525"
"156","Mcavernosa00452-RA","GO:0016021;GO:0004930;GO:0007186;GO:0016021;GO:0004930,GO:0007186,GO:0016021"
"157","Mcavernosa00455-RA","GO:0003712;GO:0006357;GO:0016592;GO:0003712,GO:0006357,GO:0016592"
"158","Mcavernosa00456-RA","GO:0004930;GO:0007186;GO:0016021;GO:0004930,GO:0007186,GO:0016021"
"159","Mcavernosa00464-RA","GO:0005515;GO:0005509"
"160","Mcavernosa00466-RA","GO:0009976"
"161","Mcavernosa00472-RA","GO:0016614;GO:0050660;GO:0055114;GO:0016614,GO:0050660,GO:0055114"
"162","Mcavernosa00477-RA","GO:0005515"
"163","Mcavernosa00483-RA","GO:0005515"
"164","Mcavernosa00488-RA","GO:0004930;GO:0007186;GO:0016021;GO:0016021;GO:0004930,GO:0007186,GO:0016021"
"165","Mcavernosa00489-RA","GO:0019491;GO:0033990;GO:0019491,GO:0033990"
"166","Mcavernosa00496-RA","GO:0003676;GO:0008270;GO:0003676;GO:0005524;GO:0003676,GO:0008270;GO:0003676,GO:0005524"
"167","Mcavernosa00500-RA","GO:0030246"
"168","Mcavernosa00506-RA","GO:0005515"
"169","Mcavernosa00507-RA","GO:0016491;GO:0055114;GO:0016491,GO:0055114"
"170","Mcavernosa00510-RA","GO:0005576"
"171","Mcavernosa00512-RA","GO:0005509;GO:0016020;GO:0005509;GO:0007156;GO:0016020;GO:0005886;GO:0007155;GO:0005509,GO:0016020;GO:0005509,GO:0007156,GO:0016020;GO:0005886,GO:0007155"
"172","Mcavernosa00513-RA","GO:0005509;GO:0007156;GO:0005509,GO:0007156"
"173","Mcavernosa00514-RA","GO:0005509;GO:0007156;GO:0016020;GO:0005886;GO:0007155;GO:0005509;GO:0016020;GO:0005509,GO:0007156,GO:0016020;GO:0005886,GO:0007155;GO:0005509,GO:0016020"
"174","Mcavernosa00515-RA","GO:0016255;GO:0042765;GO:0016255,GO:0042765"
"175","Mcavernosa00516-RA","GO:0016255;GO:0042765;GO:0016255,GO:0042765"
"176","Mcavernosa00519-RA","GO:0005515"
"177","Mcavernosa00527-RA","GO:0004842"
"178","Mcavernosa00528-RA","GO:0007034"
"179","Mcavernosa00529-RA","GO:0009058;GO:0030170;GO:0003824;GO:0003824;GO:0009058;GO:0030170;GO:0006520;GO:0008483;GO:0009058,GO:0030170;GO:0003824,GO:0009058,GO:0030170;GO:0006520,GO:0008483"
"180","Mcavernosa00535-RA","GO:0005515"
"181","Mcavernosa00536-RA","GO:0005515"
"182","Mcavernosa00538-RA","GO:0005515"
"183","Mcavernosa00539-RA","GO:0005515"
"184","Mcavernosa00540-RA","GO:0008289"
"185","Mcavernosa00545-RA","GO:0005515;GO:0000159;GO:0019888;GO:0000159,GO:0019888"
"186","Mcavernosa00547-RA","GO:0005515;GO:0000159;GO:0019888;GO:0000159,GO:0019888"
"187","Mcavernosa00551-RA","GO:0006508;GO:0070006;GO:0005737;GO:0019538;GO:0030145;GO:0070006;GO:0006508,GO:0070006;GO:0005737,GO:0019538,GO:0030145,GO:0070006"
"188","Mcavernosa00553-RA","GO:0005509;GO:0003824"
"189","Mcavernosa00557-RA","GO:0016020"
"190","Mcavernosa00560-RA","GO:0005506;GO:0016705;GO:0020037;GO:0055114;GO:0005506,GO:0016705,GO:0020037,GO:0055114"
"191","Mcavernosa00564-RA","GO:0016021;GO:0004930;GO:0007186;GO:0016021;GO:0004930,GO:0007186,GO:0016021"
"192","Mcavernosa00565-RA","GO:0005515"
"193","Mcavernosa00568-RA","GO:0004674;GO:0005524;GO:0006468;GO:0004674,GO:0005524,GO:0006468"
"194","Mcavernosa00572-RA","GO:0005515"
"195","Mcavernosa00574-RA","GO:0005509"
"196","Mcavernosa00576-RA","GO:0016020;GO:0030001;GO:0046873;GO:0055085;GO:0016020,GO:0030001,GO:0046873,GO:0055085"
"197","Mcavernosa00580-RA","GO:0005524"
"198","Mcavernosa00581-RA","GO:0003676;GO:0008270;GO:0003676,GO:0008270"
"199","Mcavernosa00583-RA","GO:0005515"
"200","Mcavernosa00589-RA","GO:0008168"
"201","Mcavernosa00590-RA","GO:0008289"
"202","Mcavernosa00594-RA","GO:0005515;GO:0030414"
"203","Mcavernosa00595-RA","GO:0005634;GO:0006302;GO:0005634,GO:0006302"
"204","Mcavernosa00597-RA","GO:0016539;GO:0007267;GO:0016540;GO:0007267;GO:0007275;GO:0007267,GO:0007275"
"205","Mcavernosa00605-RA","GO:0004784;GO:0006801;GO:0046872;GO:0055114;GO:0004784,GO:0006801,GO:0046872,GO:0055114"
"206","Mcavernosa00606-RA","GO:0003860"
"207","Mcavernosa00632-RA","GO:0005085;GO:0005085;GO:0035556;GO:0005085,GO:0035556"
"208","Mcavernosa00636-RA","GO:0005813;GO:0007098;GO:0005813,GO:0007098"
"209","Mcavernosa00646-RA","GO:0005524;GO:0016887;GO:0005524,GO:0016887"
"210","Mcavernosa00664-RA","GO:0004252;GO:0006508;GO:0005515;GO:0016020;GO:0004252,GO:0006508"
"211","Mcavernosa00666-RA","GO:0005515;GO:0007165;GO:0008270;GO:0042981;GO:0008270;GO:0007165,GO:0008270,GO:0042981"
"212","Mcavernosa00671-RA","GO:0004659;GO:0016021;GO:0016765;GO:0016021,GO:0016765"
"213","Mcavernosa00672-RA","GO:0005216;GO:0006811;GO:0016020;GO:0055085;GO:0051260;GO:0005249;GO:0006813;GO:0008076;GO:0005216,GO:0006811,GO:0016020,GO:0055085;GO:0005249,GO:0006813,GO:0008076"
"214","Mcavernosa00674-RA","GO:0005515;GO:0035556"
"215","Mcavernosa00678-RA","GO:0005515"
"216","Mcavernosa00681-RA","GO:0005509;GO:0007154;GO:0016021;GO:0007154,GO:0016021"
"217","Mcavernosa00683-RA","GO:0007154;GO:0016021;GO:0007154,GO:0016021"
"218","Mcavernosa00695-RA","GO:0016021;GO:0022857;GO:0055085;GO:0016020;GO:0022857;GO:0055085;GO:0022857;GO:0016021,GO:0022857,GO:0055085;GO:0016020,GO:0022857,GO:0055085"
"219","Mcavernosa00696-RA","GO:0004222;GO:0006508;GO:0006508;GO:0008237;GO:0004222,GO:0006508"
"220","Mcavernosa00704-RA","GO:0008237;GO:0004222;GO:0006508;GO:0004222,GO:0006508"
"221","Mcavernosa00708-RA","GO:0003676;GO:0004527;GO:0003676,GO:0004527"
"222","Mcavernosa00722-RA","GO:0005524;GO:0016021;GO:0042626;GO:0055085;GO:0005524;GO:0016021;GO:0005524,GO:0016021,GO:0042626,GO:0055085;GO:0005524,GO:0016021"
"223","Mcavernosa00724-RA","GO:0005524;GO:0005524;GO:0016021;GO:0042626;GO:0055085;GO:0005524;GO:0016021;GO:0005524,GO:0016021,GO:0042626,GO:0055085;GO:0005524,GO:0016021"
"224","Mcavernosa00726-RA","GO:0005272;GO:0006814;GO:0016020;GO:0005272,GO:0006814,GO:0016020"
"225","Mcavernosa00728-RA","GO:0003712;GO:0006357;GO:0016592;GO:0003712,GO:0006357,GO:0016592"
"226","Mcavernosa00731-RA","GO:0008237"
"227","Mcavernosa00733-RA","GO:0003993;GO:0046872;GO:0016787;GO:0003993,GO:0046872"
"228","Mcavernosa00734-RA","GO:0016787"
"229","Mcavernosa00737-RA","GO:0003993;GO:0046872;GO:0016787;GO:0003993,GO:0046872"
"230","Mcavernosa00744-RA","GO:0016787"
"231","Mcavernosa00746-RA","GO:0005525"
"232","Mcavernosa00747-RA","GO:0005525;GO:0016020;GO:0005525,GO:0016020"
"233","Mcavernosa00756-RA","GO:0005525"
"234","Mcavernosa00773-RA","GO:0005515"
"235","Mcavernosa00784-RA","GO:0005515"
"236","Mcavernosa00785-RA","GO:0005509"
"237","Mcavernosa00788-RA","GO:0008237"
"238","Mcavernosa00790-RA","GO:0008237"
"239","Mcavernosa00791-RA","GO:0003676;GO:0008270;GO:0003676,GO:0008270"
"240","Mcavernosa00794-RA","GO:0006351"
"241","Mcavernosa00795-RA","GO:0005634;GO:0042254;GO:0005634,GO:0042254"
"242","Mcavernosa00798-RA","GO:0008237"
"243","Mcavernosa00799-RA","GO:0005515"
"244","Mcavernosa00800-RA","GO:0005634"
"245","Mcavernosa00804-RA","GO:0004565;GO:0004553;GO:0005975;GO:0004553,GO:0005975"
"246","Mcavernosa00805-RA","GO:0004553;GO:0005975;GO:0004553,GO:0005975"
"247","Mcavernosa00807-RA","GO:0005515"
"248","Mcavernosa00809-RA","GO:0016020;GO:0022857;GO:0055085;GO:0016020,GO:0022857,GO:0055085"
"249","Mcavernosa00810-RA","GO:0003755"
"250","Mcavernosa00812-RA","GO:0007165;GO:0035556;GO:0043087"
"251","Mcavernosa00817-RA","GO:0005515"
"252","Mcavernosa00819-RA","GO:0005634;GO:0051726;GO:0005634,GO:0051726"
"253","Mcavernosa00820-RA","GO:0005634;GO:0051726;GO:0005634,GO:0051726"
"254","Mcavernosa00823-RA","GO:0006367"
"255","Mcavernosa00825-RA","GO:0004550;GO:0006165;GO:0006183;GO:0006228;GO:0006241;GO:0004550,GO:0006165,GO:0006183,GO:0006228,GO:0006241"
"256","Mcavernosa00833-RA","GO:0003924;GO:0005525;GO:0005525;GO:0003924,GO:0005525"
"257","Mcavernosa00841-RA","GO:0003779"
"258","Mcavernosa00842-RA","GO:0003677;GO:0006260;GO:0003677,GO:0006260"
"259","Mcavernosa00845-RA","GO:0005515"
"260","Mcavernosa00849-RA","GO:0005515"
"261","Mcavernosa00850-RA","GO:0005515"
"262","Mcavernosa00851-RA","GO:0005515"
"263","Mcavernosa00852-RA","GO:0005515"
"264","Mcavernosa00853-RA","GO:0005515"
"265","Mcavernosa00854-RA","GO:0005515"
"266","Mcavernosa00855-RA","GO:0005515"
"267","Mcavernosa00856-RA","GO:0005515"
"268","Mcavernosa00857-RA","GO:0005515"
"269","Mcavernosa00858-RA","GO:0005515"
"270","Mcavernosa00859-RA","GO:0008080"
"271","Mcavernosa00860-RA","GO:0003677;GO:0005524;GO:0032508;GO:0003677;GO:0003678;GO:0005524;GO:0006270;GO:0042555;GO:0003677;GO:0005524;GO:0006260;GO:0003677,GO:0005524,GO:0032508;GO:0003677,GO:0003678,GO:0005524,GO:0006270,GO:0042555;GO:0003677,GO:0005524,GO:0006260"
"272","Mcavernosa00861-RA","GO:0005515"
"273","Mcavernosa00863-RA","GO:0009055;GO:0020037;GO:0009055,GO:0020037"
"274","Mcavernosa00865-RA","GO:0000398;GO:0005681;GO:0000398,GO:0005681"
"275","Mcavernosa00866-RA","GO:0035091"
"276","Mcavernosa00867-RA","GO:0005515"
"277","Mcavernosa00869-RA","GO:0008270"
"278","Mcavernosa00870-RA","GO:0017121;GO:0017128;GO:0017121,GO:0017128"
"279","Mcavernosa00872-RA","GO:0005164;GO:0006955;GO:0016020;GO:0005515;GO:0005164,GO:0006955,GO:0016020"
"280","Mcavernosa00873-RA","GO:0005164;GO:0006955;GO:0016020;GO:0005515;GO:0005164,GO:0006955,GO:0016020"
"281","Mcavernosa00874-RA","GO:0005515;GO:0005164;GO:0006955;GO:0016020;GO:0005164,GO:0006955,GO:0016020"
"282","Mcavernosa00875-RA","GO:0005164;GO:0006955;GO:0016020;GO:0005515;GO:0005164,GO:0006955,GO:0016020"
"283","Mcavernosa00876-RA","GO:0005164;GO:0006955;GO:0016020;GO:0005515;GO:0005164,GO:0006955,GO:0016020"
"284","Mcavernosa00877-RA","GO:0005164;GO:0006955;GO:0016020;GO:0005515;GO:0005164,GO:0006955,GO:0016020"
"285","Mcavernosa00879-RA","GO:0005515;GO:0005164;GO:0006955;GO:0016020;GO:0005164,GO:0006955,GO:0016020"
"286","Mcavernosa00880-RA","GO:0005164;GO:0006955;GO:0016020;GO:0005515;GO:0005164,GO:0006955,GO:0016020"
"287","Mcavernosa00882-RA","GO:0008484;GO:0003824"
"288","Mcavernosa00883-RA","GO:0046872"
"289","Mcavernosa00884-RA","GO:0016491;GO:0055114;GO:0016491,GO:0055114"
"290","Mcavernosa00887-RA","GO:0043565"
"291","Mcavernosa00888-RA","GO:0051225;GO:0070652;GO:0051225,GO:0070652"
"292","Mcavernosa00889-RA","GO:0003700;GO:0006355;GO:0043565;GO:0043565;GO:0003700,GO:0006355,GO:0043565"
"293","Mcavernosa00890-RA","GO:0005634"
"294","Mcavernosa00893-RA","GO:0005515"
"295","Mcavernosa00900-RA","GO:0005509"
"296","Mcavernosa00906-RA","GO:0016787"
"297","Mcavernosa00908-RA","GO:0005515"
"298","Mcavernosa00920-RA","GO:0016627;GO:0055114;GO:0003995;GO:0055114;GO:0016627;GO:0050660;GO:0055114;GO:0016627,GO:0055114;GO:0003995,GO:0055114;GO:0016627,GO:0050660,GO:0055114"
