"","gene_id","GO.ID"
"319","Mcavernosa00279","GO:0016020"
"320","Mcavernosa00283","GO:0008641"
"322","Mcavernosa00285","GO:0005515"
"326","Mcavernosa00287","GO:0016409"
"327","Mcavernosa00313","GO:0005515"
"331","Mcavernosa00314","GO:0006811"
"332","Mcavernosa00314","GO:0055085"
"333","Mcavernosa00314","GO:0005216"
"334","Mcavernosa00314","GO:0005515"
"335","Mcavernosa00314","GO:0016020"
"337","Mcavernosa00327","GO:0016021"
"338","Mcavernosa00330","GO:0016021"
"339","Mcavernosa00334","GO:0006396"
"340","Mcavernosa00334","GO:0005730"
"341","Mcavernosa00334","GO:0003824"
"342","Mcavernosa00334","GO:0042254"
"345","Mcavernosa00335","GO:0006351"
"347","Mcavernosa00335","GO:0003677"
"350","Mcavernosa00335","GO:0003899"
"354","Mcavernosa00338","GO:0016021"
"355","Mcavernosa00339","GO:0016021"
"356","Mcavernosa00343","GO:0006468"
"358","Mcavernosa00343","GO:0004672"
"359","Mcavernosa00343","GO:0005524"
"366","Mcavernosa00348","GO:0007165"
"367","Mcavernosa00348","GO:0005525"
"368","Mcavernosa00348","GO:0016020"
"369","Mcavernosa00348","GO:0003924"
"372","Mcavernosa00350","GO:0016021"
"374","Mcavernosa00350","GO:0007186"
"375","Mcavernosa00350","GO:0004930"
"378","Mcavernosa00358","GO:0006486"
"379","Mcavernosa00358","GO:0016020"
"380","Mcavernosa00359","GO:0055114"
"381","Mcavernosa00359","GO:0020037"
"382","Mcavernosa00359","GO:0004601"
"383","Mcavernosa00370","GO:0008270"
"385","Mcavernosa00370","GO:0004386"
"386","Mcavernosa00370","GO:0003676"
"388","Mcavernosa00370","GO:0005524"
"394","Mcavernosa00371","GO:0097428"
"395","Mcavernosa00371","GO:0051536"
"396","Mcavernosa00371","GO:0005198"
"397","Mcavernosa00373","GO:0055114"
"398","Mcavernosa00373","GO:0004602"
"399","Mcavernosa00373","GO:0006979"
"406","Mcavernosa00374","GO:0008270"
"407","Mcavernosa00375","GO:0006351"
"408","Mcavernosa00375","GO:0003899"
"409","Mcavernosa00375","GO:0003677"
"416","Mcavernosa00377","GO:0022857"
"418","Mcavernosa00377","GO:0071705"
"419","Mcavernosa00377","GO:0016020"
"422","Mcavernosa00378","GO:0006813"
"423","Mcavernosa00378","GO:0005249"
"424","Mcavernosa00378","GO:0051260"
"425","Mcavernosa00378","GO:0008076"
"426","Mcavernosa00378","GO:0005515"
"427","Mcavernosa00381","GO:0005216"
"428","Mcavernosa00381","GO:0006811"
"429","Mcavernosa00381","GO:0016020"
"430","Mcavernosa00381","GO:0008076"
"431","Mcavernosa00381","GO:0051260"
"432","Mcavernosa00381","GO:0005249"
"433","Mcavernosa00381","GO:0006813"
"434","Mcavernosa00381","GO:0005515"
"435","Mcavernosa00381","GO:0055085"
"436","Mcavernosa00382","GO:0051260"
"437","Mcavernosa00382","GO:0008076"
"438","Mcavernosa00382","GO:0005249"
"439","Mcavernosa00382","GO:0006813"
"440","Mcavernosa00382","GO:0005515"
"441","Mcavernosa00385","GO:0005515"
"442","Mcavernosa00385","GO:0016020"
"443","Mcavernosa00385","GO:0005216"
"444","Mcavernosa00385","GO:0005249"
"445","Mcavernosa00385","GO:0051260"
"446","Mcavernosa00385","GO:0055085"
"447","Mcavernosa00385","GO:0006811"
"448","Mcavernosa00385","GO:0006813"
"449","Mcavernosa00385","GO:0008076"
"450","Mcavernosa00387","GO:0090307"
"451","Mcavernosa00389","GO:0005515"
"452","Mcavernosa00397","GO:0016301"
"454","Mcavernosa00405","GO:0043565"
"455","Mcavernosa00405","GO:0006355"
"466","Mcavernosa00412","GO:0004514"
"467","Mcavernosa00412","GO:0003824"
"468","Mcavernosa00412","GO:0009435"
"469","Mcavernosa00415","GO:0003824"
"470","Mcavernosa00415","GO:0004514"
"471","Mcavernosa00415","GO:0009435"
"472","Mcavernosa00418","GO:0007156"
"473","Mcavernosa00418","GO:0016020"
"474","Mcavernosa00418","GO:0005509"
"475","Mcavernosa00418","GO:0007155"
"479","Mcavernosa00418","GO:0005886"
"488","Mcavernosa00420","GO:0005509"
"489","Mcavernosa00420","GO:0016020"
"494","Mcavernosa00420","GO:0007156"
"495","Mcavernosa00420","GO:0005886"
"496","Mcavernosa00420","GO:0007155"
"504","Mcavernosa00425","GO:0016020"
"505","Mcavernosa00425","GO:0055085"
"507","Mcavernosa00425","GO:0015267"
"510","Mcavernosa00429","GO:0005515"
"511","Mcavernosa00429","GO:0007165"
"516","Mcavernosa00430","GO:0005515"
"519","Mcavernosa00430","GO:0007165"
"522","Mcavernosa00431","GO:0003993"
"525","Mcavernosa00431","GO:0046872"
"526","Mcavernosa00431","GO:0016787"
"529","Mcavernosa00435","GO:0008270"
"530","Mcavernosa00435","GO:0006355"
"531","Mcavernosa00435","GO:0005634"
"532","Mcavernosa00444","GO:0031122"
"533","Mcavernosa00444","GO:0005515"
"534","Mcavernosa00444","GO:0008017"
"535","Mcavernosa00444","GO:0030705"
"536","Mcavernosa00451","GO:0003924"
"537","Mcavernosa00451","GO:0005525"
"539","Mcavernosa00455","GO:0006357"
"540","Mcavernosa00455","GO:0016592"
"541","Mcavernosa00455","GO:0003712"
"542","Mcavernosa00456","GO:0016021"
"543","Mcavernosa00456","GO:0004930"
"546","Mcavernosa00456","GO:0007186"
"551","Mcavernosa00466","GO:0009976"
"552","Mcavernosa00472","GO:0055114"
"553","Mcavernosa00472","GO:0016614"
"554","Mcavernosa00472","GO:0050660"
"555","Mcavernosa00477","GO:0005515"
"556","Mcavernosa00483","GO:0005515"
"560","Mcavernosa00488","GO:0004930"
"561","Mcavernosa00488","GO:0007186"
"562","Mcavernosa00488","GO:0016021"
"571","Mcavernosa00489","GO:0019491"
"572","Mcavernosa00489","GO:0033990"
"573","Mcavernosa00496","GO:0003676"
"574","Mcavernosa00496","GO:0008270"
"580","Mcavernosa00496","GO:0005524"
"583","Mcavernosa00500","GO:0030246"
"585","Mcavernosa00506","GO:0005515"
"586","Mcavernosa00510","GO:0005576"
"587","Mcavernosa00513","GO:0007156"
"588","Mcavernosa00513","GO:0005509"
"589","Mcavernosa00514","GO:0016020"
"590","Mcavernosa00514","GO:0005886"
"593","Mcavernosa00514","GO:0007156"
"594","Mcavernosa00514","GO:0005509"
"604","Mcavernosa00514","GO:0007155"
"605","Mcavernosa00515","GO:0042765"
"606","Mcavernosa00515","GO:0016255"
"607","Mcavernosa00516","GO:0016255"
"608","Mcavernosa00516","GO:0042765"
"609","Mcavernosa00527","GO:0004842"
"614","Mcavernosa00528","GO:0007034"
"615","Mcavernosa00529","GO:0003824"
"616","Mcavernosa00529","GO:0009058"
"617","Mcavernosa00529","GO:0006520"
"618","Mcavernosa00529","GO:0008483"
"620","Mcavernosa00529","GO:0030170"
"623","Mcavernosa00535","GO:0005515"
"625","Mcavernosa00536","GO:0005515"
"627","Mcavernosa00538","GO:0005515"
"630","Mcavernosa00539","GO:0005515"
"633","Mcavernosa00540","GO:0008289"
"634","Mcavernosa00545","GO:0019888"
"635","Mcavernosa00545","GO:0005515"
"637","Mcavernosa00545","GO:0000159"
"638","Mcavernosa00547","GO:0000159"
"639","Mcavernosa00547","GO:0005515"
"641","Mcavernosa00547","GO:0019888"
"645","Mcavernosa00551","GO:0070006"
"646","Mcavernosa00551","GO:0030145"
"648","Mcavernosa00551","GO:0006508"
"649","Mcavernosa00551","GO:0005737"
"654","Mcavernosa00551","GO:0019538"
"657","Mcavernosa00553","GO:0005509"
"658","Mcavernosa00553","GO:0003824"
"659","Mcavernosa00557","GO:0016020"
"660","Mcavernosa00560","GO:0016705"
"661","Mcavernosa00560","GO:0005506"
"662","Mcavernosa00560","GO:0055114"
"663","Mcavernosa00560","GO:0020037"
"672","Mcavernosa00564","GO:0016021"
"676","Mcavernosa00564","GO:0004930"
"678","Mcavernosa00564","GO:0007186"
"683","Mcavernosa00576","GO:0016020"
"684","Mcavernosa00576","GO:0046873"
"685","Mcavernosa00576","GO:0055085"
"686","Mcavernosa00576","GO:0030001"
"687","Mcavernosa00581","GO:0008270"
"688","Mcavernosa00581","GO:0003676"
"689","Mcavernosa00583","GO:0005515"
"692","Mcavernosa00590","GO:0008289"
"696","Mcavernosa00594","GO:0005515"
"701","Mcavernosa00594","GO:0030414"
"702","Mcavernosa00597","GO:0016540"
"703","Mcavernosa00597","GO:0007267"
"704","Mcavernosa00597","GO:0016539"
"705","Mcavernosa00597","GO:0007275"
"707","Mcavernosa00605","GO:0046872"
"709","Mcavernosa00605","GO:0004784"
"710","Mcavernosa00605","GO:0055114"
"712","Mcavernosa00605","GO:0006801"
"723","Mcavernosa00606","GO:0003860"
"724","Mcavernosa00632","GO:0005085"
"727","Mcavernosa00632","GO:0035556"
"730","Mcavernosa00636","GO:0007098"
"731","Mcavernosa00636","GO:0005813"
"732","Mcavernosa00646","GO:0005524"
"734","Mcavernosa00646","GO:0016887"
"736","Mcavernosa00666","GO:0005515"
"737","Mcavernosa00666","GO:0008270"
"739","Mcavernosa00666","GO:0042981"
"741","Mcavernosa00666","GO:0007165"
"745","Mcavernosa00671","GO:0016765"
"746","Mcavernosa00671","GO:0004659"
"747","Mcavernosa00671","GO:0016021"
"748","Mcavernosa00672","GO:0006813"
"749","Mcavernosa00672","GO:0008076"
"750","Mcavernosa00672","GO:0016020"
"751","Mcavernosa00672","GO:0051260"
"752","Mcavernosa00672","GO:0006811"
"753","Mcavernosa00672","GO:0005216"
"754","Mcavernosa00672","GO:0005249"
"755","Mcavernosa00672","GO:0055085"
"756","Mcavernosa00674","GO:0005515"
"758","Mcavernosa00674","GO:0035556"
"759","Mcavernosa00678","GO:0005515"
"764","Mcavernosa00681","GO:0016021"
"765","Mcavernosa00681","GO:0005509"
"766","Mcavernosa00681","GO:0007154"
"770","Mcavernosa00695","GO:0016020"
"771","Mcavernosa00695","GO:0055085"
"772","Mcavernosa00695","GO:0016021"
"773","Mcavernosa00695","GO:0022857"
"783","Mcavernosa00696","GO:0004222"
"785","Mcavernosa00696","GO:0006508"
"792","Mcavernosa00696","GO:0008237"
"793","Mcavernosa00704","GO:0006508"
"795","Mcavernosa00704","GO:0008237"
"796","Mcavernosa00704","GO:0004222"
"800","Mcavernosa00728","GO:0016592"
"801","Mcavernosa00728","GO:0003712"
"802","Mcavernosa00728","GO:0006357"
"803","Mcavernosa00733","GO:0003993"
"804","Mcavernosa00733","GO:0046872"
"809","Mcavernosa00733","GO:0016787"
"810","Mcavernosa00734","GO:0016787"
"811","Mcavernosa00737","GO:0003993"
"814","Mcavernosa00737","GO:0016787"
"815","Mcavernosa00737","GO:0046872"
"818","Mcavernosa00744","GO:0016787"
"819","Mcavernosa00784","GO:0005515"
"820","Mcavernosa00785","GO:0005509"
"821","Mcavernosa00790","GO:0008237"
"822","Mcavernosa00794","GO:0006351"
"825","Mcavernosa00795","GO:0005634"
"826","Mcavernosa00795","GO:0042254"
"829","Mcavernosa00799","GO:0005515"
"832","Mcavernosa00804","GO:0005975"
"833","Mcavernosa00804","GO:0004553"
"834","Mcavernosa00804","GO:0004565"
"835","Mcavernosa00805","GO:0004553"
"836","Mcavernosa00805","GO:0005975"
"837","Mcavernosa00807","GO:0005515"
"842","Mcavernosa00809","GO:0022857"
"843","Mcavernosa00809","GO:0016020"
"845","Mcavernosa00809","GO:0055085"
"848","Mcavernosa00810","GO:0003755"
"849","Mcavernosa00812","GO:0035556"
"850","Mcavernosa00812","GO:0043087"
"856","Mcavernosa00812","GO:0007165"
"857","Mcavernosa00817","GO:0005515"
"862","Mcavernosa00819","GO:0051726"
"863","Mcavernosa00819","GO:0005634"
"864","Mcavernosa00823","GO:0006367"
"865","Mcavernosa00833","GO:0005525"
"866","Mcavernosa00833","GO:0003924"
"868","Mcavernosa00841","GO:0003779"
"872","Mcavernosa00842","GO:0003677"
"873","Mcavernosa00842","GO:0006260"
"874","Mcavernosa00845","GO:0005515"
"879","Mcavernosa00850","GO:0005515"
"884","Mcavernosa00851","GO:0005515"
"887","Mcavernosa00852","GO:0005515"
"891","Mcavernosa00855","GO:0005515"
"895","Mcavernosa00856","GO:0005515"
"899","Mcavernosa00857","GO:0005515"
"903","Mcavernosa00858","GO:0005515"
"907","Mcavernosa00859","GO:0008080"
"909","Mcavernosa00860","GO:0032508"
"910","Mcavernosa00860","GO:0003677"
"911","Mcavernosa00860","GO:0006260"
"914","Mcavernosa00860","GO:0042555"
"915","Mcavernosa00860","GO:0005524"
"917","Mcavernosa00860","GO:0006270"
"928","Mcavernosa00860","GO:0003678"
"929","Mcavernosa00861","GO:0005515"
"930","Mcavernosa00863","GO:0020037"
"931","Mcavernosa00863","GO:0009055"
"932","Mcavernosa00866","GO:0035091"
"937","Mcavernosa00867","GO:0005515"
"938","Mcavernosa00869","GO:0008270"
"939","Mcavernosa00872","GO:0006955"
"940","Mcavernosa00872","GO:0005164"
"941","Mcavernosa00872","GO:0016020"
"943","Mcavernosa00872","GO:0005515"
"950","Mcavernosa00875","GO:0006955"
"951","Mcavernosa00875","GO:0005515"
"952","Mcavernosa00875","GO:0005164"
"956","Mcavernosa00875","GO:0016020"
"958","Mcavernosa00876","GO:0006955"
"960","Mcavernosa00876","GO:0016020"
"962","Mcavernosa00876","GO:0005164"
"964","Mcavernosa00876","GO:0005515"
"966","Mcavernosa00877","GO:0006955"
"968","Mcavernosa00877","GO:0016020"
"970","Mcavernosa00877","GO:0005164"
"973","Mcavernosa00877","GO:0005515"
"977","Mcavernosa00879","GO:0006955"
"978","Mcavernosa00879","GO:0005515"
"979","Mcavernosa00879","GO:0005164"
"981","Mcavernosa00879","GO:0016020"
"985","Mcavernosa00880","GO:0016020"
"986","Mcavernosa00880","GO:0005164"
"987","Mcavernosa00880","GO:0005515"
"991","Mcavernosa00880","GO:0006955"
"996","Mcavernosa00882","GO:0003824"
"998","Mcavernosa00882","GO:0008484"
"999","Mcavernosa00883","GO:0046872"
"1001","Mcavernosa00884","GO:0055114"
"1002","Mcavernosa00884","GO:0016491"
"1003","Mcavernosa00887","GO:0043565"
"1006","Mcavernosa00888","GO:0051225"
"1007","Mcavernosa00888","GO:0070652"
"1008","Mcavernosa00889","GO:0003700"
"1009","Mcavernosa00889","GO:0043565"
"1011","Mcavernosa00889","GO:0006355"
"1026","Mcavernosa00890","GO:0005634"
"1029","Mcavernosa00893","GO:0005515"
"1032","Mcavernosa00900","GO:0005509"
"1035","Mcavernosa00906","GO:0016787"
"1036","Mcavernosa00908","GO:0005515"
"1037","Mcavernosa00920","GO:0050660"
"1038","Mcavernosa00920","GO:0055114"
"1039","Mcavernosa00920","GO:0016627"
"1046","Mcavernosa00920","GO:0003995"
"1049","Mcavernosa00923","GO:0022857"
"1050","Mcavernosa00923","GO:0055085"
"1051","Mcavernosa00924","GO:0005509"
"1054","Mcavernosa00925","GO:0006396"
"1055","Mcavernosa00925","GO:0005515"
"1057","Mcavernosa00927","GO:0046982"
"1059","Mcavernosa00928","GO:0005956"
"1060","Mcavernosa00928","GO:0019887"
"1069","Mcavernosa00930","GO:0004298"
"1070","Mcavernosa00930","GO:0051603"
"1071","Mcavernosa00930","GO:0005839"
"1074","Mcavernosa00931","GO:0006744"
"1076","Mcavernosa00931","GO:0005743"
"1077","Mcavernosa00932","GO:0008612"
"1079","Mcavernosa00935","GO:0071949"
"1080","Mcavernosa00943","GO:0005737"
"1081","Mcavernosa00943","GO:0006914"
"1082","Mcavernosa00947","GO:0008053"
"1083","Mcavernosa00952","GO:0005507"
"1085","Mcavernosa00952","GO:0016491"
"1086","Mcavernosa00952","GO:0055114"
"1088","Mcavernosa00961","GO:0005515"
"1092","Mcavernosa00965","GO:0005515"
"1097","Mcavernosa00967","GO:0016021"
"1100","Mcavernosa00972","GO:0003723"
"1101","Mcavernosa00972","GO:0015935"
"1102","Mcavernosa00972","GO:0006412"
"1103","Mcavernosa00972","GO:0003735"
"1110","Mcavernosa00973","GO:0005515"
"1115","Mcavernosa00974","GO:0009055"
"1116","Mcavernosa00974","GO:0020037"
"1125","Mcavernosa00975","GO:0005885"
"1126","Mcavernosa00975","GO:0034314"
"1128","Mcavernosa00975","GO:0030833"
"1129","Mcavernosa00975","GO:0015629"
"1141","Mcavernosa00978","GO:0000981"
"1142","Mcavernosa00978","GO:0006355"
"1143","Mcavernosa00978","GO:0003677"
"1148","Mcavernosa00979","GO:0000981"
"1149","Mcavernosa00979","GO:0003677"
"1154","Mcavernosa00979","GO:0006355"
"1155","Mcavernosa00981","GO:0000981"
"1156","Mcavernosa00981","GO:0003677"
"1158","Mcavernosa00981","GO:0006355"
"1162","Mcavernosa00987","GO:0004364"
"1163","Mcavernosa00987","GO:0005515"
"1165","Mcavernosa00988","GO:0016887"
"1166","Mcavernosa00988","GO:0005524"
"1167","Mcavernosa00993","GO:0005515"
"1171","Mcavernosa00997","GO:0005515"
"1175","Mcavernosa00998","GO:0005515"
"1179","Mcavernosa01003","GO:0016627"
"1180","Mcavernosa01003","GO:0055114"
"1184","Mcavernosa01003","GO:0016787"
"1187","Mcavernosa01003","GO:0050660"
"1191","Mcavernosa01006","GO:0055085"
"1192","Mcavernosa01006","GO:0016020"
"1193","Mcavernosa01008","GO:0005761"
"1194","Mcavernosa01009","GO:0006396"
"1195","Mcavernosa01009","GO:0004525"
"1206","Mcavernosa01019","GO:0006468"
"1207","Mcavernosa01019","GO:0004672"
"1208","Mcavernosa01019","GO:0005524"
"1218","Mcavernosa01022","GO:0005515"
"1219","Mcavernosa01024","GO:0005515"
"1223","Mcavernosa01027","GO:0004045"
"1226","Mcavernosa01030","GO:0022857"
"1227","Mcavernosa01030","GO:0055085"
"1229","Mcavernosa01031","GO:0045145"
"1230","Mcavernosa01038","GO:0016301"
"1231","Mcavernosa01038","GO:0005524"
"1232","Mcavernosa01045","GO:0055085"
"1233","Mcavernosa01045","GO:0016020"
"1234","Mcavernosa01045","GO:0022857"
"1236","Mcavernosa01045","GO:0006857"
"1238","Mcavernosa01047","GO:0006629"
"1239","Mcavernosa01047","GO:0030729"
"1240","Mcavernosa01049","GO:0006807"
"1242","Mcavernosa01051","GO:0005525"
"1243","Mcavernosa01051","GO:0006913"
"1244","Mcavernosa01051","GO:0003924"
"1251","Mcavernosa01054","GO:0003824"
"1252","Mcavernosa01055","GO:0016791"
"1254","Mcavernosa01055","GO:0043169"
"1257","Mcavernosa01056","GO:0016791"
"1260","Mcavernosa01057","GO:0016021"
"1261","Mcavernosa01057","GO:0005388"
"1262","Mcavernosa01057","GO:0006816"
"1263","Mcavernosa01057","GO:0000166"
"1266","Mcavernosa01058","GO:0003735"
"1267","Mcavernosa01058","GO:0006412"
"1268","Mcavernosa01058","GO:0005840"
"1270","Mcavernosa01058","GO:0015935"
"1275","Mcavernosa01061","GO:0005515"
"1279","Mcavernosa01065","GO:0005515"
"1281","Mcavernosa01066","GO:0046872"
"1284","Mcavernosa01073","GO:0005515"
"1289","Mcavernosa01076","GO:0050290"
"1290","Mcavernosa01077","GO:0005515"
"1294","Mcavernosa01079","GO:0005524"
"1295","Mcavernosa01089","GO:0016757"
"1296","Mcavernosa01092","GO:0005515"
"1301","Mcavernosa01093","GO:0005515"
"1303","Mcavernosa01093","GO:0003755"
"1306","Mcavernosa01096","GO:0031011"
"1308","Mcavernosa01097","GO:0006508"
"1309","Mcavernosa01097","GO:0004181"
"1313","Mcavernosa01097","GO:0008270"
"1317","Mcavernosa01100","GO:0030246"
"1319","Mcavernosa01101","GO:0030246"
"1321","Mcavernosa01115","GO:0035556"
"1323","Mcavernosa01115","GO:0005515"
"1326","Mcavernosa01116","GO:0051287"
"1328","Mcavernosa01116","GO:0055114"
"1330","Mcavernosa01116","GO:0016616"
"1331","Mcavernosa01118","GO:0016020"
"1332","Mcavernosa01118","GO:0005216"
"1333","Mcavernosa01118","GO:0055085"
"1334","Mcavernosa01118","GO:0006811"
"1335","Mcavernosa01124","GO:0003755"
"1336","Mcavernosa01124","GO:0016567"
"1337","Mcavernosa01124","GO:0000413"
"1338","Mcavernosa01124","GO:0006457"
"1341","Mcavernosa01124","GO:0004842"
"1345","Mcavernosa01126","GO:0005515"
"1350","Mcavernosa01131","GO:0016020"
"1351","Mcavernosa01131","GO:0016021"
"1352","Mcavernosa01141","GO:0005515"
"1354","Mcavernosa01142","GO:0016021"
"1355","Mcavernosa01143","GO:0031110"
"1357","Mcavernosa01144","GO:0016020"
"1358","Mcavernosa01144","GO:0016192"
"1359","Mcavernosa01159","GO:0015031"
"1360","Mcavernosa01159","GO:0016021"
"1361","Mcavernosa01164","GO:0008270"
"1362","Mcavernosa01164","GO:0003676"
"1363","Mcavernosa01166","GO:0048487"
"1364","Mcavernosa01166","GO:0007023"
"1365","Mcavernosa01166","GO:0007021"
"1369","Mcavernosa01168","GO:0016021"
"1370","Mcavernosa01168","GO:0015031"
"1371","Mcavernosa01170","GO:0003677"
"1372","Mcavernosa01170","GO:0006355"
"1374","Mcavernosa01170","GO:0000981"
"1377","Mcavernosa01185","GO:0005515"
"1378","Mcavernosa01188","GO:0016787"
"1379","Mcavernosa01188","GO:0000184"
