"","gene_id","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Treatment_Compare","X20_T12_Mc_PWC","X21_T33_Mc_EOU","X22_ctl2_Mc_TWF_1","X28_ctl1_Mc_GBM_1","X29_T23_Mc_PND","X33_T43_Mc_RFV","X34_T22_Mc_SVS","X39_T13_Mc_FJE","X42_ctl3_Mc_MGR_1","X46_T41_Mc_QYH_1","X49_T31_Mc_SWQ","X55_T32_Mc_TWP","X56_T42_Mc_JAW","X58_T21_Mc_EAH","X61_T11_Mc_RAP","scaffold.y","gene.start.y","gene.stop.y","length","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"32","Mcavernosa10311",49,461.0292515652,-0.590039990950675,0.141124343011612,-4.18099371348092,2.90237889443592e-05,0.0134433890569687,"CvsT2",493,327,506,1072,415,456,394,402,563,319,344,473,407,604,444,"Sc0000420",233260,247462,14202,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF"
"33","Mcavernosa10311",49,461.0292515652,-0.590039990950675,0.141124343011612,-4.18099371348092,2.90237889443592e-05,0.0134433890569687,"CvsT2",493,327,506,1072,415,456,394,402,563,319,344,473,407,604,444,"Sc0000420",233260,247462,14202,"GO:0038023",0.0212308358194467,0.999808372603324,1,7,"signaling receptor activity","MF"
"34","Mcavernosa10311",49,461.0292515652,-0.590039990950675,0.141124343011612,-4.18099371348092,2.90237889443592e-05,0.0134433890569687,"CvsT2",493,327,506,1072,415,456,394,402,563,319,344,473,407,604,444,"Sc0000420",233260,247462,14202,"GO:0043235",0.0077699665006041,0.999980132206609,1,3,"receptor complex","CC"
"35","Mcavernosa10311",49,461.0292515652,-0.590039990950675,0.141124343011612,-4.18099371348092,2.90237889443592e-05,0.0134433890569687,"CvsT2",493,327,506,1072,415,456,394,402,563,319,344,473,407,604,444,"Sc0000420",233260,247462,14202,"GO:0007178",0.01397590675301,0.999927509963858,1,4,"transmembrane receptor protein serine/threonine kinase signaling pathway","BP"
"36","Mcavernosa10311",49,461.0292515652,-0.590039990950675,0.141124343011612,-4.18099371348092,2.90237889443592e-05,0.0134433890569687,"CvsT2",493,327,506,1072,415,456,394,402,563,319,344,473,407,604,444,"Sc0000420",233260,247462,14202,"GO:0004675",0.01397590675301,0.999927509963858,1,4,"transmembrane receptor protein serine/threonine kinase activity","MF"
"40","Mcavernosa11839",38,3062.58193234697,-0.665926975948865,0.159159774723495,-4.18401557243824,2.86404478696488e-05,0.0134433890569687,"CvsT2",3382,2263,2683,6319,2526,3300,2411,2986,4458,2242,2207,3191,2109,4740,3084,"Sc0000253",264423,266470,2047,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF"
"59","Mcavernosa16456",54,59.1886745752613,-1.4993229588615,0.378217225494184,-3.96418475362265,7.36471995763008e-05,0.0263151965114634,"CvsT2",67,32,38,119,125,40,72,36,82,33,33,57,41,76,35,"Sc0000060",81160,90244,9084,"GO:0070588",0.0408983807746931,0.999234211591375,1,12,"calcium ion transmembrane transport","BP"
"60","Mcavernosa16456",54,59.1886745752613,-1.4993229588615,0.378217225494184,-3.96418475362265,7.36471995763008e-05,0.0263151965114634,"CvsT2",67,32,38,119,125,40,72,36,82,33,33,57,41,76,35,"Sc0000060",81160,90244,9084,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC"
"61","Mcavernosa16456",54,59.1886745752613,-1.4993229588615,0.378217225494184,-3.96418475362265,7.36471995763008e-05,0.0263151965114634,"CvsT2",67,32,38,119,125,40,72,36,82,33,33,57,41,76,35,"Sc0000060",81160,90244,9084,"GO:0005262",0.0367119626021935,0.999395009042397,1,10,"calcium channel activity","MF"
"62","Mcavernosa18273",37,285.445739358436,1.02497753920841,0.257850352975805,3.97508681830112,7.03535868166623e-05,0.0261073003350014,"CvsT2",331,216,573,874,112,400,135,137,596,280,278,330,176,222,221,"Sc0000295",91700,103175,11475,"GO:0003714",0.0257434047668552,0.999725537282452,1,6,"transcription corepressor activity","MF"
"63","Mcavernosa18489",88,18.3986087081639,-2.21705037558269,0.520136386142232,-4.2624404572543,2.02206387283183e-05,0.0140070393688954,"CvsT3",23,15,6,21,5,24,13,22,9,6,33,27,20,26,19,"Sc0000299",72878,74925,2047,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC"
"71","Mcavernosa22344",105,180.791274146135,-4.00828950847396,0.938384448146441,-4.27147904719798,1.94180774624072e-05,0.0173458911960617,"CvsT4",526,73,27,18,54,345,31,97,77,102,65,17,605,496,108,"Sc0000369",117234,124116,6882,"GO:0020037",0.000103342408030468,0.999992936360293,5,102,"heme binding","MF"
"72","Mcavernosa22344",105,180.791274146135,-4.00828950847396,0.938384448146441,-4.27147904719798,1.94180774624072e-05,0.0173458911960617,"CvsT4",526,73,27,18,54,345,31,97,77,102,65,17,605,496,108,"Sc0000369",117234,124116,6882,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP"
"73","Mcavernosa22344",105,180.791274146135,-4.00828950847396,0.938384448146441,-4.27147904719798,1.94180774624072e-05,0.0173458911960617,"CvsT4",526,73,27,18,54,345,31,97,77,102,65,17,605,496,108,"Sc0000369",117234,124116,6882,"GO:0004601",1.61439677351114e-05,0.999999851243674,3,12,"peroxidase activity","MF"
"74","Mcavernosa22344",105,180.791274146135,-4.00828950847396,0.938384448146441,-4.27147904719798,1.94180774624072e-05,0.0173458911960617,"CvsT4",526,73,27,18,54,345,31,97,77,102,65,17,605,496,108,"Sc0000369",117234,124116,6882,"GO:0006979",0.000117961933897199,0.999997675979609,3,20,"response to oxidative stress","BP"
"75","Mcavernosa22347",104,230.140105098117,-4.00107603755759,0.888388663196814,-4.50374504235563,6.67663010618746e-06,0.00834979361079804,"CvsT4",639,121,47,42,85,544,47,145,71,119,49,12,700,569,169,"Sc0000369",133014,141135,8121,"GO:0004601",1.61439677351114e-05,0.999999851243674,3,12,"peroxidase activity","MF"
"76","Mcavernosa22347",104,230.140105098117,-4.00107603755759,0.888388663196814,-4.50374504235563,6.67663010618746e-06,0.00834979361079804,"CvsT4",639,121,47,42,85,544,47,145,71,119,49,12,700,569,169,"Sc0000369",133014,141135,8121,"GO:0020037",0.000103342408030468,0.999992936360293,5,102,"heme binding","MF"
"77","Mcavernosa22347",104,230.140105098117,-4.00107603755759,0.888388663196814,-4.50374504235563,6.67663010618746e-06,0.00834979361079804,"CvsT4",639,121,47,42,85,544,47,145,71,119,49,12,700,569,169,"Sc0000369",133014,141135,8121,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP"
"78","Mcavernosa22347",104,230.140105098117,-4.00107603755759,0.888388663196814,-4.50374504235563,6.67663010618746e-06,0.00834979361079804,"CvsT4",639,121,47,42,85,544,47,145,71,119,49,12,700,569,169,"Sc0000369",133014,141135,8121,"GO:0006979",0.000117961933897199,0.999997675979609,3,20,"response to oxidative stress","BP"
"80","Mcavernosa24709",10,328.905102243987,-2.1903986648109,0.489426589964622,-4.47543862496158,7.62546022416995e-06,0.00676931171089288,"CvsT1",422,347,137,206,310,521,219,320,124,60,560,390,281,353,368,"Sc0000050",673517,676231,2714,"GO:0031683",0.0428436947539198,0.999184161915961,1,9,"G-protein beta/gamma-subunit complex binding","MF"
"81","Mcavernosa24709",10,328.905102243987,-2.1903986648109,0.489426589964622,-4.47543862496158,7.62546022416995e-06,0.00676931171089288,"CvsT1",422,347,137,206,310,521,219,320,124,60,560,390,281,353,368,"Sc0000050",673517,676231,2714,"GO:0019001",0.0428436947539198,0.999184161915961,1,9,"guanyl nucleotide binding","MF"
"82","Mcavernosa24709",73,328.905102243987,-2.55560671649893,0.489115330101454,-5.22495730397335,1.74195299830923e-07,0.000246892804960362,"CvsT3",422,347,137,206,310,521,219,320,124,60,560,390,281,353,368,"Sc0000050",673517,676231,2714,"GO:0031683",0.0428436947539198,0.999184161915961,1,9,"G-protein beta/gamma-subunit complex binding","MF"
"83","Mcavernosa24709",73,328.905102243987,-2.55560671649893,0.489115330101454,-5.22495730397335,1.74195299830923e-07,0.000246892804960362,"CvsT3",422,347,137,206,310,521,219,320,124,60,560,390,281,353,368,"Sc0000050",673517,676231,2714,"GO:0019001",0.0428436947539198,0.999184161915961,1,9,"guanyl nucleotide binding","MF"
"84","Mcavernosa24709",33,328.905102243987,-2.0685228159768,0.489967052949055,-4.22175900099118,2.42403208538774e-05,0.0126312271916079,"CvsT2",422,347,137,206,310,521,219,320,124,60,560,390,281,353,368,"Sc0000050",673517,676231,2714,"GO:0031683",0.0428436947539198,0.999184161915961,1,9,"G-protein beta/gamma-subunit complex binding","MF"
"85","Mcavernosa24709",33,328.905102243987,-2.0685228159768,0.489967052949055,-4.22175900099118,2.42403208538774e-05,0.0126312271916079,"CvsT2",422,347,137,206,310,521,219,320,124,60,560,390,281,353,368,"Sc0000050",673517,676231,2714,"GO:0019001",0.0428436947539198,0.999184161915961,1,9,"guanyl nucleotide binding","MF"
"95","Mcavernosa29012",77,244.617249293395,-1.17065910941312,0.282911843152839,-4.13789361508167,3.50508811742102e-05,0.019439523489488,"CvsT3",334,215,201,411,99,286,197,196,211,157,346,291,261,280,220,"Sc0001393",4315,6507,2192,"GO:0000786",0.0387485950479062,0.999344014221586,1,8,"nucleosome","CC"
"96","Mcavernosa30410",101,67.8741326419284,-4.84003825886524,1.17793336745475,-4.10892363913885,3.9750747474336e-05,0.0310701779946279,"CvsT4",169,47,12,7,32,166,11,50,6,14,7,0,215,170,69,"xfSc0000248",29403,36323,6920,"GO:0004601",1.61439677351114e-05,0.999999851243674,3,12,"peroxidase activity","MF"
"97","Mcavernosa30410",101,67.8741326419284,-4.84003825886524,1.17793336745475,-4.10892363913885,3.9750747474336e-05,0.0310701779946279,"CvsT4",169,47,12,7,32,166,11,50,6,14,7,0,215,170,69,"xfSc0000248",29403,36323,6920,"GO:0006979",0.000117961933897199,0.999997675979609,3,20,"response to oxidative stress","BP"
"98","Mcavernosa30410",101,67.8741326419284,-4.84003825886524,1.17793336745475,-4.10892363913885,3.9750747474336e-05,0.0310701779946279,"CvsT4",169,47,12,7,32,166,11,50,6,14,7,0,215,170,69,"xfSc0000248",29403,36323,6920,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP"
"99","Mcavernosa30410",101,67.8741326419284,-4.84003825886524,1.17793336745475,-4.10892363913885,3.9750747474336e-05,0.0310701779946279,"CvsT4",169,47,12,7,32,166,11,50,6,14,7,0,215,170,69,"xfSc0000248",29403,36323,6920,"GO:0020037",0.000103342408030468,0.999992936360293,5,102,"heme binding","MF"
"100","Mcavernosa30570",98,54.0972095167914,2.91923818592881,0.539884326561985,5.40715490764233,6.40337586055992e-08,0.000160161237024325,"CvsT4",12,12,127,404,14,26,8,11,558,32,10,16,10,26,17,"xfSc0000281",1451,4139,2688,"GO:0045263",8.57978224259206e-05,0.999999849976218,2,3,"proton-transporting ATP synthase complex, coupling factor F(o)","CC"
"101","Mcavernosa30570",98,54.0972095167914,2.91923818592881,0.539884326561985,5.40715490764233,6.40337586055992e-08,0.000160161237024325,"CvsT4",12,12,127,404,14,26,8,11,558,32,10,16,10,26,17,"xfSc0000281",1451,4139,2688,"GO:0015986",0.00118038385018125,0.999984384775385,2,9,"ATP synthesis coupled proton transport","BP"
"102","Mcavernosa30570",98,54.0972095167914,2.91923818592881,0.539884326561985,5.40715490764233,6.40337586055992e-08,0.000160161237024325,"CvsT4",12,12,127,404,14,26,8,11,558,32,10,16,10,26,17,"xfSc0000281",1451,4139,2688,"GO:0015078",0.000961853279794035,0.999988278447883,2,10,"proton transmembrane transporter activity","MF"
"103","Mcavernosa30570",45,54.0972095167914,3.41965168876641,0.554761631324963,6.16418204806108,7.08483979263803e-10,4.43015032233656e-06,"CvsT2",12,12,127,404,14,26,8,11,558,32,10,16,10,26,17,"xfSc0000281",1451,4139,2688,"GO:0045263",8.57978224259206e-05,0.999999849976218,2,3,"proton-transporting ATP synthase complex, coupling factor F(o)","CC"
"104","Mcavernosa30570",45,54.0972095167914,3.41965168876641,0.554761631324963,6.16418204806108,7.08483979263803e-10,4.43015032233656e-06,"CvsT2",12,12,127,404,14,26,8,11,558,32,10,16,10,26,17,"xfSc0000281",1451,4139,2688,"GO:0015986",0.00118038385018125,0.999984384775385,2,9,"ATP synthesis coupled proton transport","BP"
"105","Mcavernosa30570",45,54.0972095167914,3.41965168876641,0.554761631324963,6.16418204806108,7.08483979263803e-10,4.43015032233656e-06,"CvsT2",12,12,127,404,14,26,8,11,558,32,10,16,10,26,17,"xfSc0000281",1451,4139,2688,"GO:0015078",0.000961853279794035,0.999988278447883,2,10,"proton transmembrane transporter activity","MF"
"106","Mcavernosa30570",14,54.0972095167914,3.78671249559694,0.559207440532592,6.77157029954834,1.27392032804921e-11,4.06253192614892e-08,"CvsT1",12,12,127,404,14,26,8,11,558,32,10,16,10,26,17,"xfSc0000281",1451,4139,2688,"GO:0045263",8.57978224259206e-05,0.999999849976218,2,3,"proton-transporting ATP synthase complex, coupling factor F(o)","CC"
"107","Mcavernosa30570",14,54.0972095167914,3.78671249559694,0.559207440532592,6.77157029954834,1.27392032804921e-11,4.06253192614892e-08,"CvsT1",12,12,127,404,14,26,8,11,558,32,10,16,10,26,17,"xfSc0000281",1451,4139,2688,"GO:0015986",0.00118038385018125,0.999984384775385,2,9,"ATP synthesis coupled proton transport","BP"
"108","Mcavernosa30570",14,54.0972095167914,3.78671249559694,0.559207440532592,6.77157029954834,1.27392032804921e-11,4.06253192614892e-08,"CvsT1",12,12,127,404,14,26,8,11,558,32,10,16,10,26,17,"xfSc0000281",1451,4139,2688,"GO:0015078",0.000961853279794035,0.999988278447883,2,10,"proton transmembrane transporter activity","MF"
"109","Mcavernosa30570",79,54.0972095167914,3.77075515097059,0.562532124761953,6.70318188950768,2.0392936011428e-11,8.6710763920592e-08,"CvsT3",12,12,127,404,14,26,8,11,558,32,10,16,10,26,17,"xfSc0000281",1451,4139,2688,"GO:0045263",8.57978224259206e-05,0.999999849976218,2,3,"proton-transporting ATP synthase complex, coupling factor F(o)","CC"
"110","Mcavernosa30570",79,54.0972095167914,3.77075515097059,0.562532124761953,6.70318188950768,2.0392936011428e-11,8.6710763920592e-08,"CvsT3",12,12,127,404,14,26,8,11,558,32,10,16,10,26,17,"xfSc0000281",1451,4139,2688,"GO:0015986",0.00118038385018125,0.999984384775385,2,9,"ATP synthesis coupled proton transport","BP"
"111","Mcavernosa30570",79,54.0972095167914,3.77075515097059,0.562532124761953,6.70318188950768,2.0392936011428e-11,8.6710763920592e-08,"CvsT3",12,12,127,404,14,26,8,11,558,32,10,16,10,26,17,"xfSc0000281",1451,4139,2688,"GO:0015078",0.000961853279794035,0.999988278447883,2,10,"proton transmembrane transporter activity","MF"
"112","Mcavernosa30571",13,48.8311865525838,4.51229020930242,0.623908042428111,7.23230011868671,4.74881291238108e-13,2.01919525034443e-09,"CvsT1",8,10,112,405,16,31,8,3,509,22,6,15,8,24,12,"xfSc0000281",4225,7545,3320,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP"
"113","Mcavernosa30571",13,48.8311865525838,4.51229020930242,0.623908042428111,7.23230011868671,4.74881291238108e-13,2.01919525034443e-09,"CvsT1",8,10,112,405,16,31,8,3,509,22,6,15,8,24,12,"xfSc0000281",4225,7545,3320,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC"
"114","Mcavernosa30571",44,48.8311865525838,3.29257335410616,0.586079945157256,5.61795942910605,1.93225854344396e-08,3.45211790633002e-05,"CvsT2",8,10,112,405,16,31,8,3,509,22,6,15,8,24,12,"xfSc0000281",4225,7545,3320,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP"
"115","Mcavernosa30571",44,48.8311865525838,3.29257335410616,0.586079945157256,5.61795942910605,1.93225854344396e-08,3.45211790633002e-05,"CvsT2",8,10,112,405,16,31,8,3,509,22,6,15,8,24,12,"xfSc0000281",4225,7545,3320,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC"
"116","Mcavernosa30571",78,48.8311865525838,3.97506730396992,0.605057226848627,6.56973774972264,5.04039553707136e-11,1.60738213677206e-07,"CvsT3",8,10,112,405,16,31,8,3,509,22,6,15,8,24,12,"xfSc0000281",4225,7545,3320,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP"
"117","Mcavernosa30571",78,48.8311865525838,3.97506730396992,0.605057226848627,6.56973774972264,5.04039553707136e-11,1.60738213677206e-07,"CvsT3",8,10,112,405,16,31,8,3,509,22,6,15,8,24,12,"xfSc0000281",4225,7545,3320,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC"
"118","Mcavernosa30571",97,48.8311865525838,3.0243615096101,0.576772448058852,5.2435956672145,1.57477097338784e-07,0.000328234763219806,"CvsT4",8,10,112,405,16,31,8,3,509,22,6,15,8,24,12,"xfSc0000281",4225,7545,3320,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP"
"119","Mcavernosa30571",97,48.8311865525838,3.0243615096101,0.576772448058852,5.2435956672145,1.57477097338784e-07,0.000328234763219806,"CvsT4",8,10,112,405,16,31,8,3,509,22,6,15,8,24,12,"xfSc0000281",4225,7545,3320,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC"
"120","Mcavernosa30572",91,80.8354241079748,2.53692152780238,0.426786257639898,5.944243710731,2.77736131917406e-09,2.29765008228639e-05,"CvsT4",23,21,285,435,28,46,26,40,546,39,39,43,24,52,55,"xfSc0000281",7576,12957,5381,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC"
"121","Mcavernosa30572",91,80.8354241079748,2.53692152780238,0.426786257639898,5.944243710731,2.77736131917406e-09,2.29765008228639e-05,"CvsT4",23,21,285,435,28,46,26,40,546,39,39,43,24,52,55,"xfSc0000281",7576,12957,5381,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP"
"122","Mcavernosa30572",91,80.8354241079748,2.53692152780238,0.426786257639898,5.944243710731,2.77736131917406e-09,2.29765008228639e-05,"CvsT4",23,21,285,435,28,46,26,40,546,39,39,43,24,52,55,"xfSc0000281",7576,12957,5381,"GO:0009060",3.66693191249015e-05,1,2,2,"aerobic respiration","BP"
"123","Mcavernosa30572",91,80.8354241079748,2.53692152780238,0.426786257639898,5.944243710731,2.77736131917406e-09,2.29765008228639e-05,"CvsT4",23,21,285,435,28,46,26,40,546,39,39,43,24,52,55,"xfSc0000281",7576,12957,5381,"GO:0020037",0.000103342408030468,0.999992936360293,5,102,"heme binding","MF"
"124","Mcavernosa30572",91,80.8354241079748,2.53692152780238,0.426786257639898,5.944243710731,2.77736131917406e-09,2.29765008228639e-05,"CvsT4",23,21,285,435,28,46,26,40,546,39,39,43,24,52,55,"xfSc0000281",7576,12957,5381,"GO:0004129",0.00055307423711861,0.999995583518457,2,6,"cytochrome-c oxidase activity","MF"
"125","Mcavernosa30572",23,80.8354241079748,2.52336795044712,0.428497658263626,5.88887220684567,3.88839968420303e-09,1.34432103053482e-05,"CvsT2",23,21,285,435,28,46,26,40,546,39,39,43,24,52,55,"xfSc0000281",7576,12957,5381,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC"
"126","Mcavernosa30572",23,80.8354241079748,2.52336795044712,0.428497658263626,5.88887220684567,3.88839968420303e-09,1.34432103053482e-05,"CvsT2",23,21,285,435,28,46,26,40,546,39,39,43,24,52,55,"xfSc0000281",7576,12957,5381,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP"
"127","Mcavernosa30572",23,80.8354241079748,2.52336795044712,0.428497658263626,5.88887220684567,3.88839968420303e-09,1.34432103053482e-05,"CvsT2",23,21,285,435,28,46,26,40,546,39,39,43,24,52,55,"xfSc0000281",7576,12957,5381,"GO:0009060",3.66693191249015e-05,1,2,2,"aerobic respiration","BP"
"128","Mcavernosa30572",23,80.8354241079748,2.52336795044712,0.428497658263626,5.88887220684567,3.88839968420303e-09,1.34432103053482e-05,"CvsT2",23,21,285,435,28,46,26,40,546,39,39,43,24,52,55,"xfSc0000281",7576,12957,5381,"GO:0020037",0.000103342408030468,0.999992936360293,5,102,"heme binding","MF"
"129","Mcavernosa30572",23,80.8354241079748,2.52336795044712,0.428497658263626,5.88887220684567,3.88839968420303e-09,1.34432103053482e-05,"CvsT2",23,21,285,435,28,46,26,40,546,39,39,43,24,52,55,"xfSc0000281",7576,12957,5381,"GO:0004129",0.00055307423711861,0.999995583518457,2,6,"cytochrome-c oxidase activity","MF"
"130","Mcavernosa30572",3,80.8354241079748,2.45473416846363,0.424001941201887,5.78944087261813,7.0621110826352e-09,1.50140481616824e-05,"CvsT1",23,21,285,435,28,46,26,40,546,39,39,43,24,52,55,"xfSc0000281",7576,12957,5381,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC"
"131","Mcavernosa30572",3,80.8354241079748,2.45473416846363,0.424001941201887,5.78944087261813,7.0621110826352e-09,1.50140481616824e-05,"CvsT1",23,21,285,435,28,46,26,40,546,39,39,43,24,52,55,"xfSc0000281",7576,12957,5381,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP"
"132","Mcavernosa30572",3,80.8354241079748,2.45473416846363,0.424001941201887,5.78944087261813,7.0621110826352e-09,1.50140481616824e-05,"CvsT1",23,21,285,435,28,46,26,40,546,39,39,43,24,52,55,"xfSc0000281",7576,12957,5381,"GO:0009060",3.66693191249015e-05,1,2,2,"aerobic respiration","BP"
"133","Mcavernosa30572",3,80.8354241079748,2.45473416846363,0.424001941201887,5.78944087261813,7.0621110826352e-09,1.50140481616824e-05,"CvsT1",23,21,285,435,28,46,26,40,546,39,39,43,24,52,55,"xfSc0000281",7576,12957,5381,"GO:0020037",0.000103342408030468,0.999992936360293,5,102,"heme binding","MF"
"134","Mcavernosa30572",3,80.8354241079748,2.45473416846363,0.424001941201887,5.78944087261813,7.0621110826352e-09,1.50140481616824e-05,"CvsT1",23,21,285,435,28,46,26,40,546,39,39,43,24,52,55,"xfSc0000281",7576,12957,5381,"GO:0004129",0.00055307423711861,0.999995583518457,2,6,"cytochrome-c oxidase activity","MF"
"135","Mcavernosa30572",66,80.8354241079748,2.62108484345424,0.428316869575686,6.11949943986757,9.3869760369927e-10,1.71057523325541e-06,"CvsT3",23,21,285,435,28,46,26,40,546,39,39,43,24,52,55,"xfSc0000281",7576,12957,5381,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC"
"136","Mcavernosa30572",66,80.8354241079748,2.62108484345424,0.428316869575686,6.11949943986757,9.3869760369927e-10,1.71057523325541e-06,"CvsT3",23,21,285,435,28,46,26,40,546,39,39,43,24,52,55,"xfSc0000281",7576,12957,5381,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP"
"137","Mcavernosa30572",66,80.8354241079748,2.62108484345424,0.428316869575686,6.11949943986757,9.3869760369927e-10,1.71057523325541e-06,"CvsT3",23,21,285,435,28,46,26,40,546,39,39,43,24,52,55,"xfSc0000281",7576,12957,5381,"GO:0009060",3.66693191249015e-05,1,2,2,"aerobic respiration","BP"
"138","Mcavernosa30572",66,80.8354241079748,2.62108484345424,0.428316869575686,6.11949943986757,9.3869760369927e-10,1.71057523325541e-06,"CvsT3",23,21,285,435,28,46,26,40,546,39,39,43,24,52,55,"xfSc0000281",7576,12957,5381,"GO:0020037",0.000103342408030468,0.999992936360293,5,102,"heme binding","MF"
