"","gene_id","scaffold","gene.start","gene.stop","length","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","Treatment_Compare"
"26","Mcavernosa00373","Sc0000009",766428,774393,7965,"GO:0006979",0.000117961933897199,0.999997675979609,3,20,"response to oxidative stress","BP",NA
"27","Mcavernosa00373","Sc0000009",766428,774393,7965,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP",NA
"28","Mcavernosa00377","Sc0000009",814228,824360,10132,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"29","Mcavernosa00381","Sc0000009",854831,858756,3925,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"30","Mcavernosa00385","Sc0000009",903681,909286,5605,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"31","Mcavernosa00418","Sc0000009",1170491,1176565,6074,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"32","Mcavernosa00420","Sc0000009",1176321,1188962,12641,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"33","Mcavernosa00425","Sc0000009",1220982,1225969,4987,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"34","Mcavernosa00431","Sc0000009",1284974,1308422,23448,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"35","Mcavernosa00472","Sc0000010",306152,332498,26346,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP",NA
"36","Mcavernosa00514","Sc0000010",702525,708015,5490,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"37","Mcavernosa00557","Sc0000010",1347520,1350608,3088,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"38","Mcavernosa00560","Sc0000011",77454,78161,707,"GO:0020037",0.000103342408030468,0.999992936360293,5,102,"heme binding","MF",NA
"39","Mcavernosa00560","Sc0000011",77454,78161,707,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP",NA
"40","Mcavernosa00576","Sc0000011",241744,248957,7213,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"41","Mcavernosa00605","Sc0000011",570516,577744,7228,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP",NA
"42","Mcavernosa00605","Sc0000011",570516,577744,7228,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"43","Mcavernosa00672","Sc0000012",7133,12885,5752,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"44","Mcavernosa00681","Sc0000012",124797,135620,10823,"GO:0007154",0.0354246941214408,0.999431344828769,1,11,"cell communication","BP",NA
"45","Mcavernosa00695","Sc0000012",220347,257275,36928,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"46","Mcavernosa00733","Sc0000012",776859,784506,7647,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"47","Mcavernosa00737","Sc0000012",799394,812642,13248,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"48","Mcavernosa00809","Sc0000013",514133,523374,9241,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"49","Mcavernosa00863","Sc0000013",1096782,1103292,6510,"GO:0020037",0.000103342408030468,0.999992936360293,5,102,"heme binding","MF",NA
"50","Mcavernosa00872","Sc0000013",1150332,1152664,2332,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"51","Mcavernosa00875","Sc0000013",1170000,1176951,6951,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"52","Mcavernosa00876","Sc0000013",1177134,1178116,982,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"53","Mcavernosa00877","Sc0000013",1185733,1190093,4360,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"54","Mcavernosa00879","Sc0000013",1199013,1200951,1938,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"55","Mcavernosa00880","Sc0000013",1202690,1210480,7790,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"56","Mcavernosa00883","Sc0000013",1241995,1251843,9848,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"57","Mcavernosa00884","Sc0000013",1259103,1263171,4068,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP",NA
"58","Mcavernosa00920","Sc0000014",317971,328395,10424,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP",NA
"59","Mcavernosa00952","Sc0000014",659495,668415,8920,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP",NA
"60","Mcavernosa00974","Sc0000014",981159,984953,3794,"GO:0020037",0.000103342408030468,0.999992936360293,5,102,"heme binding","MF",NA
"61","Mcavernosa01003","Sc0000015",24189,39700,15511,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP",NA
"62","Mcavernosa01006","Sc0000015",40891,66479,25588,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"63","Mcavernosa01045","Sc0000015",388912,393355,4443,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"64","Mcavernosa01066","Sc0000015",565060,565680,620,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"65","Mcavernosa01116","Sc0000015",913902,917692,3790,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP",NA
"66","Mcavernosa01118","Sc0000015",924338,947848,23510,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"67","Mcavernosa01131","Sc0000015",1111529,1113585,2056,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"68","Mcavernosa01144","Sc0000015",1251451,1260264,8813,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"69","Mcavernosa01346","Sc0000017",263118,264710,1592,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"70","Mcavernosa01353","Sc0000017",306466,319064,12598,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"71","Mcavernosa01384","Sc0000017",760461,768177,7716,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"72","Mcavernosa01426","Sc0000017",1227771,1233497,5726,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP",NA
"73","Mcavernosa01431","Sc0000018",23958,46414,22456,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP",NA
"74","Mcavernosa01491","Sc0000018",666594,674292,7698,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP",NA
"75","Mcavernosa01491","Sc0000018",666594,674292,7698,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"76","Mcavernosa01492","Sc0000018",671193,675654,4461,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"77","Mcavernosa01492","Sc0000018",671193,675654,4461,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP",NA
"78","Mcavernosa01562","xfSc0000001",98310,111823,13513,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP",NA
"79","Mcavernosa01628","xfSc0000001",613118,617435,4317,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"80","Mcavernosa01649","xfSc0000001",783463,784846,1383,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"81","Mcavernosa01695","xfSc0000001",1186159,1193928,7769,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"82","Mcavernosa01718","Sc0000019",234618,244407,9789,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"83","Mcavernosa01732","Sc0000019",392358,408525,16167,"GO:0009190",0.0446752593323449,0.999073223662384,1,14,"cyclic nucleotide biosynthetic process","BP","CvsT2"
"84","Mcavernosa01732","Sc0000019",392358,408525,16167,"GO:0006182",0.021014032896548,0.999812282293317,1,7,"cGMP biosynthetic process","BP","CvsT2"
"85","Mcavernosa01732","Sc0000019",392358,408525,16167,"GO:0016849",0.028737996393536,0.999634927480844,1,9,"phosphorus-oxygen lyase activity","MF","CvsT2"
"86","Mcavernosa01732","Sc0000019",392358,408525,16167,"GO:0004383",0.021014032896548,0.999812282293317,1,7,"guanylate cyclase activity","MF","CvsT2"
"87","Mcavernosa01760","Sc0000019",860382,862633,2251,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP",NA
"88","Mcavernosa01767","Sc0000019",1028614,1037411,8797,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP",NA
"89","Mcavernosa01769","Sc0000019",1060688,1077632,16944,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"90","Mcavernosa01774","Sc0000019",1100811,1102893,2082,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP",NA
"91","Mcavernosa01774","Sc0000019",1100811,1102893,2082,"GO:0006979",0.000117961933897199,0.999997675979609,3,20,"response to oxidative stress","BP",NA
"92","Mcavernosa01829","Sc0000020",754174,762014,7840,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP",NA
"93","Mcavernosa01829","Sc0000020",754174,762014,7840,"GO:0020037",0.000103342408030468,0.999992936360293,5,102,"heme binding","MF",NA
"94","Mcavernosa01901","Sc0000021",532850,539942,7092,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"95","Mcavernosa01990","Sc0000022",295487,302473,6986,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"96","Mcavernosa02052","Sc0000022",845201,855735,10534,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"97","Mcavernosa02065","Sc0000022",950787,955317,4530,"GO:0020037",0.000103342408030468,0.999992936360293,5,102,"heme binding","MF",NA
"98","Mcavernosa02065","Sc0000022",950787,955317,4530,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP",NA
"99","Mcavernosa02071","Sc0000022",989902,994419,4517,"GO:0020037",0.000103342408030468,0.999992936360293,5,102,"heme binding","MF",NA
"100","Mcavernosa02071","Sc0000022",989902,994419,4517,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP",NA
"101","Mcavernosa02114","Sc0000023",492766,495249,2483,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"102","Mcavernosa02115","Sc0000023",495343,496440,1097,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"103","Mcavernosa02117","Sc0000023",509605,517723,8118,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"104","Mcavernosa02118","Sc0000023",521074,525799,4725,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"105","Mcavernosa02144","Sc0000023",844730,857136,12406,"GO:0020037",0.000103342408030468,0.999992936360293,5,102,"heme binding","MF",NA
"106","Mcavernosa02144","Sc0000023",844730,857136,12406,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"107","Mcavernosa02179","Sc0000072",115287,118610,3323,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"108","Mcavernosa02225","Sc0000072",557900,560738,2838,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"109","Mcavernosa02268","Sc0000073",344520,347466,2946,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP",NA
"110","Mcavernosa02268","Sc0000073",344520,347466,2946,"GO:0020037",0.000103342408030468,0.999992936360293,5,102,"heme binding","MF",NA
"111","Mcavernosa02332","Sc0000074",509899,516705,6806,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"112","Mcavernosa02336","Sc0000074",561173,574532,13359,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"113","Mcavernosa02339","Sc0000074",591030,593979,2949,"GO:0017017",0.0218437694884248,0.999822319847867,1,4,"MAP kinase tyrosine/serine/threonine phosphatase activity","MF","CvsT2"
"114","Mcavernosa02340","Sc0000074",604767,607306,2539,"GO:0017017",0.0218437694884248,0.999822319847867,1,4,"MAP kinase tyrosine/serine/threonine phosphatase activity","MF",NA
"115","Mcavernosa02360","Sc0000074",756987,769461,12474,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"116","Mcavernosa02364","Sc0000075",76153,79739,3586,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP",NA
"117","Mcavernosa02373","Sc0000075",169548,170150,602,"GO:0000105",0.0362354007458493,0.999438482214746,1,7,"histidine biosynthetic process","BP",NA
"118","Mcavernosa02388","Sc0000075",321305,329928,8623,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"119","Mcavernosa02411","Sc0000075",661027,662345,1318,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"120","Mcavernosa02416","Sc0000075",689033,693057,4024,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"121","Mcavernosa02420","Sc0000075",722669,727912,5243,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP",NA
"122","Mcavernosa02420","Sc0000075",722669,727912,5243,"GO:0008137",0.0408253794783819,0.999271220090235,1,8,"NADH dehydrogenase (ubiquinone) activity","MF",NA
"123","Mcavernosa02461","Sc0000076",426293,431781,5488,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"124","Mcavernosa02461","Sc0000076",426293,431781,5488,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP",NA
"125","Mcavernosa02461","Sc0000076",426293,431781,5488,"GO:0020037",0.000103342408030468,0.999992936360293,5,102,"heme binding","MF",NA
"126","Mcavernosa02559","Sc0000078",154172,166093,11921,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"127","Mcavernosa02582","Sc0000078",355483,364515,9032,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"128","Mcavernosa02584","Sc0000078",370804,376308,5504,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"129","Mcavernosa02587","Sc0000078",390479,403241,12762,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"130","Mcavernosa02587","Sc0000078",390479,403241,12762,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP",NA
"131","Mcavernosa02587","Sc0000078",390479,403241,12762,"GO:0020037",0.000103342408030468,0.999992936360293,5,102,"heme binding","MF",NA
"132","Mcavernosa02658","Sc0000079",404142,413091,8949,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"133","Mcavernosa02673","Sc0000079",584654,595424,10770,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP",NA
"134","Mcavernosa02676","Sc0000079",607704,630872,23168,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"135","Mcavernosa02733","xpSc0004671",583012,587889,4877,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"136","Mcavernosa02764","Sc0000080",187816,198580,10764,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"137","Mcavernosa02796","Sc0000080",468292,471403,3111,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP",NA
"138","Mcavernosa02840","Sc0000081",151090,152421,1331,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP",NA
"139","Mcavernosa02840","Sc0000081",151090,152421,1331,"GO:0020037",0.000103342408030468,0.999992936360293,5,102,"heme binding","MF",NA
"140","Mcavernosa02865","Sc0000081",616149,626954,10805,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"141","Mcavernosa02905","Sc0000082",211155,222001,10846,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"142","Mcavernosa02934","Sc0000082",494543,507224,12681,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"143","Mcavernosa02949","Sc0000082",722439,732149,9710,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP",NA
"144","Mcavernosa02958","Sc0000083",105788,111042,5254,"GO:0020037",0.000103342408030468,0.999992936360293,5,102,"heme binding","MF",NA
"145","Mcavernosa02958","Sc0000083",105788,111042,5254,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP",NA
"146","Mcavernosa02977","Sc0000083",213183,220151,6968,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP",NA
"147","Mcavernosa03001","Sc0000083",415281,425197,9916,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"148","Mcavernosa03025","Sc0000083",694470,696718,2248,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"149","Mcavernosa03030","Sc0000084",18519,32668,14149,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP",NA
"150","Mcavernosa03034","Sc0000084",103766,112930,9164,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP",NA
"151","Mcavernosa03035","Sc0000084",114367,115749,1382,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP",NA
"152","Mcavernosa03072","Sc0000084",557876,575073,17197,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"153","Mcavernosa03080","Sc0000084",653711,660153,6442,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"154","Mcavernosa03112","Sc0000085",208425,226898,18473,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"155","Mcavernosa03120","Sc0000085",336573,339574,3001,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"156","Mcavernosa03122","Sc0000085",350046,358888,8842,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP",NA
"157","Mcavernosa03130","Sc0000085",484844,488046,3202,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"158","Mcavernosa03251","Sc0000024",246153,247064,911,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"159","Mcavernosa03256","Sc0000024",273112,274902,1790,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"160","Mcavernosa03288","Sc0000024",620282,626904,6622,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"161","Mcavernosa03303","Sc0000024",786430,797536,11106,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"162","Mcavernosa03308","Sc0000024",862250,869942,7692,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"163","Mcavernosa03452","Sc0000026",207858,214917,7059,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP",NA
"164","Mcavernosa03473","Sc0000026",400692,401162,470,"GO:0003714",0.0257434047668552,0.999725537282452,1,6,"transcription corepressor activity","MF",NA
"165","Mcavernosa03485","Sc0000026",530576,535682,5106,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"166","Mcavernosa03516","Sc0000026",972156,977360,5204,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP",NA
"167","Mcavernosa03548","Sc0000027",289496,291552,2056,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"168","Mcavernosa03562","Sc0000027",465356,468167,2811,"GO:0017017",0.0218437694884248,0.999822319847867,1,4,"MAP kinase tyrosine/serine/threonine phosphatase activity","MF",NA
"169","Mcavernosa03584","Sc0000027",715454,727880,12426,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP",NA
"170","Mcavernosa03610","Sc0000027",1104482,1110809,6327,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"171","Mcavernosa03639","Sc0000028",327712,336254,8542,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP",NA
"172","Mcavernosa03672","Sc0000028",720508,728042,7534,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP",NA
"173","Mcavernosa03680","Sc0000028",793581,795524,1943,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"174","Mcavernosa03687","Sc0000028",859729,863401,3672,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"175","Mcavernosa03712","Sc0000029",138723,141332,2609,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"176","Mcavernosa03718","Sc0000029",243443,246394,2951,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"177","Mcavernosa03740","Sc0000029",482705,489038,6333,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"178","Mcavernosa03745","Sc0000029",503014,513336,10322,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"179","Mcavernosa03804","Sc0000030",301495,306078,4583,"GO:0051920",0.0242976782160325,0.99976535025577,1,5,"peroxiredoxin activity","MF",NA
"180","Mcavernosa03804","Sc0000030",301495,306078,4583,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP",NA
"181","Mcavernosa03805","Sc0000030",310898,326906,16008,"GO:0051920",0.0242976782160325,0.99976535025577,1,5,"peroxiredoxin activity","MF",NA
"182","Mcavernosa03805","Sc0000030",310898,326906,16008,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP",NA
"183","Mcavernosa03810","Sc0000030",365604,370260,4656,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"184","Mcavernosa03814","Sc0000030",393119,399941,6822,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"185","Mcavernosa03856","Sc0000030",829060,837595,8535,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"186","Mcavernosa04042","Sc0000032",739017,744125,5108,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP",NA
"187","Mcavernosa04043","Sc0000032",761885,767367,5482,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"188","Mcavernosa04105","Sc0000033",560093,563157,3064,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"189","Mcavernosa04146","Sc0000033",1037478,1051459,13981,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
