gene_id,length
plut2.m8.20624.m1,3645
plut2.m8.12964.m1,1942
plut2.m8.869.m1,2060
plut2.m8.6326.m1,538
jamg1.model.Sc0000198.32,804
plut2.m8.21083.m1,1179
plut2.m8.23695.m1,840
plut2.m8.25563.m1,486
plut2.m8.24382.m1,4488
plut2.m8.2598.m1,228
plut2.m8.23594.m1,336
plut2.m8.23812.m1,746
plut2.m8.30635.m1,693
plut2.m8.21669.m1,645
plut2.m8.10726.m1,1947
plut2.m8.12087.m1,2750
jamg1.model.xfSc0002945.1,1287
plut2.m8.31148.m1,2190
plut2.m8.17999.m1,1181
plut2.m8.16429.m1,537
plut2.m8.24495.m1,880
plut2.m8.443.m1,2877
plut2.m8.13190.m1,1675
plut2.m8.208.m1,825
plut2.m8.17947.m1,1635
plut2.m8.25803.m1,2465
plut2.m8.10084.m1,2593
plut2.m8.21662.m1,5514
plut2.m8.18428.m1,654
plut2.m8.6737.m1,1004
plut2.m8.20798.m1,2825
plut2.m8.6915.m1,3030
plut2.m8.4112.m1,3171
plut2.m8.25149.m1,10375
plut2.m8.14291.m1,4935
plut2.m8.7311.m1,2619
plut2.m8.32030.m1,483
jamg1.model.xfSc0000482.3,1152
plut2.m8.30013.m1,2535
plut2.m8.7048.m1,1430
plut2.m8.1837.m1,606
plut2.m8.23484.m1,2197
plut2.m8.4851.m1,621
plut2.m8.29508.m1,831
plut2.m8.14484.m1,375
plut2.m8.14437.m1,8295
plut2.m8.31318.m1,1320
plut2.m8.25429.m1,1122
plut2.m8.26107.m1,555
plut2.m8.11878.m1,594
plut2.m8.17814.m1,824
plut2.m8.14754.m1,3552
plut2.m8.12241.m1,2098
plut2.m8.20516.m1,483
plut2.m8.7906.m1,1785
plut2.m8.23672.m1,688
plut2.m8.24127.m1,1980
plut2.m8.13884.m1,522
plut2.m8.4680.m1,1363
plut2.m8.29178.m1,714
plut2.m8.27758.m1,7466
plut2.m8.32756.m1,2443
plut2.m8.21049.m1,876
plut2.m8.12509.m1,2343
plut2.m8.4028.m1,1326
plut2.m8.409.m1,3339
plut2.m8.26039.m1,408
plut2.m8.26551.m1,768
plut2.m8.23014.m1,2469
plut2.m8.129.m1,5229
plut2.m8.17420.m1,1438
plut2.m8.16806.m1,2143
plut2.m8.17523.m1,7421
plut2.m8.3404.m1,1308
jamg1.model.Sc0000061.109,504
plut2.m8.3198.m1,2059
plut2.m8.3374.m1,1677
plut2.m8.16975.m1,2537
jamg1.model.Sc0000038.82,1125
plut2.m8.6568.m1,6195
plut2.m8.24996.m1,438
plut2.m8.22680.m1,3276
plut2.m8.14226.m1,555
plut2.m8.13049.m1,1149
plut2.m8.18695.m1,4266
plut2.m8.20344.m1,810
plut2.m8.14047.m1,1167
plut2.m8.8439.m1,2013
plut2.m8.6924.m1,480
plut2.m8.5564.m1,8088
plut2.m8.26646.m1,1650
plut2.m8.17856.m1,927
plut2.m8.32016.m1,1392
plut2.m8.16237.m1,6370
plut2.m8.3798.m1,552
plut2.m8.23380.m1,875
plut2.m8.25717.m1,815
plut2.m8.29830.m1,1560
plut2.m8.15689.m1,2022
plut2.m8.19697.m1,1908
plut2.m8.21570.m1,513
plut2.m8.21628.m1,8480
plut2.m8.12201.m1,1076
jamg1.model.xpSc0007441.3,1053
plut2.m8.15572.m1,958
plut2.m8.33230.m1,2313
plut2.m8.3158.m1,711
plut2.m8.9940.m1,1348
plut2.m8.17628.m1,249
plut2.m8.27386.m1,8226
plut2.m8.11621.m1,1546
plut2.m8.7360.m1,1086
plut2.m8.17345.m1,1800
plut2.m8.28513.m1,477
plut2.m8.5062.m1,856
plut2.m8.9491.m1,1095
plut2.m8.27457.m1,543
plut2.m8.7877.m1,605
plut2.m8.25018.m1,678
plut2.m8.14475.m1,1874
plut2.m8.21715.m1,914
plut2.m8.31161.m1,273
plut2.m8.10329.m1,930
plut2.m8.7193.m1,1321
plut2.m8.1445.m1,1101
plut2.m8.14843.m1,708
plut2.m8.6586.m1,1351
plut2.m8.14914.m1,2396
plut2.m8.21444.m1,612
plut2.m8.12593.m1,1214
plut2.m8.11316.m1,960
plut2.m8.2040.m1,870
plut2.m8.18142.m1,1224
plut2.m8.25508.m1,3520
plut2.m8.16453.m1,489
jamg1.model.Sc0000059.61,306
plut2.m8.25282.m1,744
plut2.m8.32346.m1,828
plut2.m8.12500.m1,2011
plut2.m8.21334.m1,480
plut2.m8.22297.m1,601
jamg1.model.Sc0000361.8,1101
plut2.m8.19248.m1,13284
plut2.m8.7932.m1,702
plut2.m8.11387.m1,3322
plut2.m8.464.m1,1765
plut2.m8.20828.m1,1938
plut2.m8.6735.m1,2916
plut2.m8.6216.m1,7631
plut2.m8.18403.m1,1822
plut2.m8.31124.m1,1626
plut2.m8.6932.m1,1426
plut2.m8.30024.m1,900
jamg1.model.Sc0000680.4,588
plut2.m8.9386.m1,825
plut2.m8.14011.m1,627
plut2.m8.8820.m1,616
plut2.m8.10611.m1,588
jamg1.model.Sc0000076.44,1161
plut2.m8.26960.m1,519
plut2.m8.10843.m1,7130
plut2.m8.11880.m1,2372
plut2.m8.946.m1,7527
plut2.m8.5537.m1,1251
plut2.m8.26691.m1,3120
plut2.m8.32339.m1,4158
plut2.m8.18227.m1,2742
plut2.m8.2185.m1,456
plut2.m8.22044.m1,1676
plut2.m8.15382.m1,1563
plut2.m8.23834.m1,1113
jamg1.model.Sc0000006.61,807
jamg1.model.Sc0000006.60,1299
plut2.m8.19684.m1,822
jamg1.model.Sc0000069.111,666
jamg1.model.Sc0000069.110,897
plut2.m8.12899.m1,912
plut2.m8.14560.m1,1706
plut2.m8.6073.m1,1665
jamg1.model.Sc0000209.57,609
plut2.m8.11853.m1,2625
plut2.m8.18829.m1,1035
jamg1.model.xfSc0000188.10,987
jamg1.model.Sc0000004.28,1734
plut2.m8.33241.m1,726
plut2.m8.3112.m1,2096
plut2.m8.23160.m1,324
plut2.m8.550.m1,6418
plut2.m8.26440.m1,588
plut2.m8.4996.m1,2731
plut2.m8.7576.m1,4594
plut2.m8.7696.m1,2779
plut2.m8.11944.m1,3450
plut2.m8.32731.m1,210
plut2.m8.31366.m1,786
plut2.m8.14418.m1,1127
jamg1.model.Sc0000061.4,1254
jamg1.model.xpSc0007187.5,1266
plut2.m8.9613.m1,1506
plut2.m8.29681.m1,1098
plut2.m8.1042.m1,1227
jamg1.model.Sc0000768.6,321
plut2.m8.15366.m1,2139
plut2.m8.6030.m1,4638
plut2.m8.426.m1,1217
plut2.m8.32979.m1,1461
plut2.m8.5790.m1,411
jamg1.model.Sc0000467.7,1896
jamg1.model.Sc0000467.1,447
plut2.m8.10104.m1,1458
plut2.m8.18761.m1,1177
plut2.m8.16942.m1,2177
plut2.m8.26196.m1,795
plut2.m8.18911.m1,2061
plut2.m8.21385.m1,3036
plut2.m8.7793.m1,180
plut2.m8.19596.m1,555
plut2.m8.1583.m1,1677
plut2.m8.22416.m1,267
plut2.m8.23030.m1,891
plut2.m8.28311.m1,4670
jamg1.model.Sc0000477.6,342
plut2.m8.15882.m1,3836
plut2.m8.2707.m1,369
plut2.m8.18281.m1,841
plut2.m8.7122.m1,6581
jamg1.model.Sc0000477.9,1602
plut2.m8.19269.m1,1973
jamg1.model.Sc0000796.7,558
jamg1.model.Sc0000796.4,891
plut2.m8.6607.m1,1747
jamg1.model.Sc0000014.79,1959
plut2.m8.4359.m1,1548
plut2.m8.16642.m1,456
plut2.m8.3777.m1,1860
plut2.m8.5005.m1,2622
plut2.m8.19787.m1,1020
plut2.m8.10822.m1,453
plut2.m8.11148.m1,1638
plut2.m8.11906.m1,735
plut2.m8.22994.m1,2208
plut2.m8.11209.m1,549
plut2.m8.8015.m1,2205
plut2.m8.29179.m1,1092
plut2.m8.28534.m1,1254
plut2.m8.10642.m1,1459
plut2.m8.787.m1,444
plut2.m8.2745.m1,1126
plut2.m8.18727.m1,4437
plut2.m8.7858.m1,1499
plut2.m8.4900.m1,1118
plut2.m8.7757.m1,3904
plut2.m8.25662.m1,450
plut2.m8.19389.m1,1438
plut2.m8.8082.m1,852
plut2.m8.21968.m1,2173
plut2.m8.25620.m1,434
plut2.m8.10306.m1,1062
plut2.m8.19144.m1,801
plut2.m8.3668.m1,3827
plut2.m8.22083.m1,381
plut2.m8.16474.m1,6657
plut2.m8.20056.m1,1065
plut2.m8.27694.m1,1156
plut2.m8.6690.m1,246
plut2.m8.25902.m1,1008
plut2.m8.15154.m1,2241
plut2.m8.4427.m1,1821
plut2.m8.21810.m1,4159
plut2.m8.11700.m1,1224
plut2.m8.18908.m1,609
plut2.m8.14459.m1,2434
plut2.m8.26487.m1,1920
plut2.m8.20436.m1,243
plut2.m8.18004.m1,885
plut2.m8.2186.m1,1179
plut2.m8.19905.m1,976
plut2.m8.3494.m1,3896
plut2.m8.23425.m1,1348
plut2.m8.26594.m1,938
plut2.m8.25576.m1,1678
plut2.m8.2588.m1,3234
plut2.m8.26412.m1,363
jamg1.model.Sc0000339.23,1503
plut2.m8.7955.m1,6450
plut2.m8.6391.m1,4211
plut2.m8.24551.m1,2742
plut2.m8.10259.m1,1323
plut2.m8.31303.m1,1289
plut2.m8.2696.m1,1471
plut2.m8.30452.m1,816
plut2.m8.10989.m1,1092
plut2.m8.13031.m1,1530
plut2.m8.13266.m1,1131
plut2.m8.12046.m1,1731
plut2.m8.11600.m1,2790
plut2.m8.19106.m1,2273
plut2.m8.8719.m1,624
plut2.m8.26540.m1,447
plut2.m8.30636.m1,961
plut2.m8.27823.m1,600
plut2.m8.33031.m1,3446
plut2.m8.22627.m1,4262
plut2.m8.27636.m1,978
jamg1.model.Sc0000394.20,861
plut2.m8.20311.m1,2437
plut2.m8.10636.m1,1161
plut2.m8.9808.m1,1812
plut2.m8.18354.m1,319
plut2.m8.28461.m1,492
plut2.m8.19378.m1,540
plut2.m8.20086.m1,4797
plut2.m8.6622.m1,1295
plut2.m8.26602.m1,497
plut2.m8.26529.m1,426
plut2.m8.20543.m1,339
plut2.m8.7511.m1,2562
plut2.m8.2113.m1,201
plut2.m8.31869.m1,2383
plut2.m8.27280.m1,2779
plut2.m8.4779.m1,1553
plut2.m8.4641.m1,3659
plut2.m8.2934.m1,3754
plut2.m8.3132.m1,1035
jamg1.model.Sc0000359.36,564
plut2.m8.20297.m1,717
plut2.m8.22603.m1,222
plut2.m8.10649.m1,3165
plut2.m8.20922.m1,819
plut2.m8.21421.m1,786
plut2.m8.15412.m1,6521
plut2.m8.5828.m1,426
plut2.m8.20548.m1,309
plut2.m8.7804.m1,1712
plut2.m8.15092.m1,559
plut2.m8.9727.m1,3270
plut2.m8.24223.m1,1898
plut2.m8.7917.m1,1855
plut2.m8.1156.m1,6576
plut2.m8.3005.m1,780
plut2.m8.4415.m1,2766
plut2.m8.11771.m1,3625
plut2.m8.29829.m1,859
plut2.m8.15916.m1,4610
plut2.m8.20262.m1,795
plut2.m8.17867.m1,562
plut2.m8.23938.m1,4899
plut2.m8.14450.m1,489
plut2.m8.7398.m1,1420
plut2.m8.10903.m1,1872
plut2.m8.5402.m1,2241
plut2.m8.9542.m1,1320
plut2.m8.10809.m1,1915
plut2.m8.21124.m1,4146
plut2.m8.30511.m1,261
plut2.m8.29378.m1,294
plut2.m8.31577.m1,4764
plut2.m8.4232.m1,4072
plut2.m8.6662.m1,765
plut2.m8.4375.m1,1164
plut2.m8.4054.m1,4491
plut2.m8.28356.m1,1475
plut2.m8.24994.m1,522
plut2.m8.4967.m1,1038
plut2.m8.26042.m1,858
plut2.m8.11225.m1,764
plut2.m8.33080.m1,2885
plut2.m8.12594.m1,6224
plut2.m8.14138.m1,1068
plut2.m8.2947.m1,984
plut2.m8.24922.m1,3487
plut2.m8.2012.m1,459
plut2.m8.5089.m1,819
plut2.m8.24677.m1,749
plut2.m8.31836.m1,1402
plut2.m8.9842.m1,1132
plut2.m8.31115.m1,1662
plut2.m8.18325.m1,1668
plut2.m8.10931.m1,597
plut2.m8.8144.m1,1270
plut2.m8.719.m1,1111
plut2.m8.23214.m1,492
plut2.m8.9456.m1,1503
plut2.m8.31185.m1,766
plut2.m8.9501.m1,1916
plut2.m8.25647.m1,453
plut2.m8.27739.m1,3446
plut2.m8.30477.m1,972
plut2.m8.1022.m1,225
plut2.m8.17921.m1,785
jamg1.model.xfSc0000089.4,4731
plut2.m8.12552.m1,3236
plut2.m8.18063.m1,1278
plut2.m8.4246.m1,1058
plut2.m8.22831.m1,6610
jamg1.model.xfSc0000132.8,1284
plut2.m8.5659.m1,2102
plut2.m8.13931.m1,234
plut2.m8.19325.m1,884
plut2.m8.11634.m1,514
plut2.m8.15170.m1,556
plut2.m8.12187.m1,608
plut2.m8.4.m1,1669
plut2.m8.19223.m1,1674
plut2.m8.24576.m1,2080
jamg1.model.Sc0000027.59,1332
plut2.m8.9620.m1,2628
plut2.m8.18824.m1,4239
plut2.m8.22608.m1,1362
plut2.m8.5885.m1,863
plut2.m8.12188.m1,642
plut2.m8.25553.m1,852
plut2.m8.8214.m1,2776
plut2.m8.9137.m1,1506
jamg1.model.Sc0000381.26,2904
plut2.m8.31157.m1,790
plut2.m8.9227.m1,921
plut2.m8.16019.m1,1395
plut2.m8.12339.m1,1317
plut2.m8.8720.m1,2106
plut2.m8.26643.m1,1641
plut2.m8.21505.m1,549
plut2.m8.10608.m1,3465
plut2.m8.1910.m1,1284
plut2.m8.1897.m1,6754
plut2.m8.8467.m1,2265
plut2.m8.24662.m1,933
plut2.m8.17677.m1,1059
plut2.m8.23829.m1,768
plut2.m8.1093.m1,1070
plut2.m8.15475.m1,2502
plut2.m8.33141.m1,2430
plut2.m8.8835.m1,2100
jamg1.model.Sc0000688.7,2631
jamg1.model.Sc0000688.5,984
plut2.m8.8943.m1,1275
plut2.m8.16759.m1,957
jamg1.model.Sc0000688.8,540
jamg1.model.Sc0000688.9,2049
plut2.m8.729.m1,1490
plut2.m8.13226.m1,5961
plut2.m8.32651.m1,528
plut2.m8.3862.m1,2100
jamg1.model.Sc0000049.159,948
plut2.m8.32861.m1,810
plut2.m8.11937.m1,714
plut2.m8.20945.m1,249
plut2.m8.24953.m1,1059
plut2.m8.8195.m1,1509
jamg1.model.xpSc0007130.6,1077
plut2.m8.23778.m1,1857
plut2.m8.20563.m1,1161
plut2.m8.16086.m1,492
plut2.m8.6757.m1,1260
jamg1.model.Sc0000579.3,615
plut2.m8.9414.m1,3600
plut2.m8.9485.m1,8144
plut2.m8.24248.m1,330
plut2.m8.29269.m1,818
plut2.m8.12713.m1,1022
plut2.m8.14965.m1,726
plut2.m8.31056.m1,3854
plut2.m8.12420.m1,2150
plut2.m8.31950.m1,2746
plut2.m8.8989.m1,1603
plut2.m8.16793.m1,1155
plut2.m8.8285.m1,5811
plut2.m8.10393.m1,261
plut2.m8.13962.m1,1683
plut2.m8.5429.m1,1623
plut2.m8.32214.m1,3042
plut2.m8.32420.m1,5956
plut2.m8.17318.m1,555
plut2.m8.15455.m1,342
jamg1.model.Sc0000111.7,504
plut2.m8.19963.m1,1425
plut2.m8.11755.m1,1178
jamg1.model.Sc0000111.4,1056
plut2.m8.26618.m1,4534
jamg1.model.Sc0000352.23,630
plut2.m8.12750.m1,2089
plut2.m8.1398.m1,2504
plut2.m8.3959.m1,2849
plut2.m8.5910.m1,2030
plut2.m8.1237.m1,2824
plut2.m8.31550.m1,5067
plut2.m8.7217.m1,784
plut2.m8.23146.m1,513
plut2.m8.3726.m1,999
plut2.m8.33457.m1,992
plut2.m8.32255.m1,1699
plut2.m8.15736.m1,1358
jamg1.model.Sc0000685.4,564
plut2.m8.9629.m1,1611
plut2.m8.3022.m1,1386
plut2.m8.3989.m1,600
plut2.m8.17655.m1,1965
plut2.m8.8265.m1,897
plut2.m8.17205.m1,345
plut2.m8.23097.m1,1161
plut2.m8.8917.m1,7134
plut2.m8.3793.m1,2348
plut2.m8.30006.m1,564
plut2.m8.23223.m1,3861
plut2.m8.19522.m1,2568
plut2.m8.22531.m1,1542
plut2.m8.31930.m1,1125
plut2.m8.8123.m1,1686
plut2.m8.24110.m1,2535
plut2.m8.17296.m1,6122
plut2.m8.4947.m1,8575
plut2.m8.29288.m1,2790
plut2.m8.27645.m1,576
plut2.m8.14982.m1,1011
plut2.m8.22649.m1,6497
plut2.m8.18288.m1,551
plut2.m8.6180.m1,2488
plut2.m8.12535.m1,281
plut2.m8.12551.m1,3653
plut2.m8.10032.m1,546
plut2.m8.9862.m1,801
plut2.m8.11007.m1,475
plut2.m8.17431.m1,960
plut2.m8.20759.m1,4898
plut2.m8.13916.m1,1098
plut2.m8.6988.m1,2613
plut2.m8.16763.m1,996
plut2.m8.1545.m1,1698
plut2.m8.29664.m1,1150
plut2.m8.31724.m1,483
plut2.m8.19099.m1,663
plut2.m8.1045.m1,3004
plut2.m8.10322.m1,2097
plut2.m8.18059.m1,3117
plut2.m8.20489.m1,324
plut2.m8.30215.m1,624
plut2.m8.741.m1,354
plut2.m8.3462.m1,1113
jamg1.model.Sc0000096.1,912
plut2.m8.8747.m1,1503
plut2.m8.21611.m1,765
plut2.m8.8390.m1,692
plut2.m8.26766.m1,2361
plut2.m8.19137.m1,1777
plut2.m8.12861.m1,1203
plut2.m8.2259.m1,570
plut2.m8.18953.m1,637
plut2.m8.29514.m1,1507
plut2.m8.32264.m1,1242
plut2.m8.25466.m1,981
plut2.m8.11028.m1,1047
plut2.m8.32491.m1,498
plut2.m8.284.m1,3231
plut2.m8.28429.m1,2216
plut2.m8.29875.m1,1365
plut2.m8.30663.m1,1399
plut2.m8.10623.m1,525
plut2.m8.12340.m1,1003
plut2.m8.1977.m1,369
jamg1.model.Sc0000233.37,792
plut2.m8.397.m1,2582
plut2.m8.25792.m1,1728
plut2.m8.7916.m1,4183
plut2.m8.16585.m1,2161
plut2.m8.9323.m1,4826
jamg1.model.Sc0000274.31,2298
plut2.m8.17684.m1,2079
plut2.m8.22393.m1,651
plut2.m8.14723.m1,3960
jamg1.model.Sc0000274.36,1263
plut2.m8.5468.m1,3410
plut2.m8.30668.m1,3712
plut2.m8.24802.m1,2919
plut2.m8.18367.m1,3852
plut2.m8.24183.m1,2439
plut2.m8.4616.m1,1110
plut2.m8.20035.m1,1173
plut2.m8.7232.m1,759
jamg1.model.xpSc0007356.1,1545
plut2.m8.26036.m1,621
plut2.m8.19553.m1,2948
plut2.m8.21496.m1,1567
plut2.m8.4936.m1,2067
plut2.m8.2478.m1,765
plut2.m8.18548.m1,351
plut2.m8.1809.m1,2666
plut2.m8.5058.m1,2931
plut2.m8.14402.m1,339
plut2.m8.212.m1,2010
plut2.m8.11957.m1,429
plut2.m8.277.m1,750
plut2.m8.18705.m1,1194
plut2.m8.14677.m1,2947
plut2.m8.1218.m1,5264
plut2.m8.21837.m1,564
plut2.m8.20673.m1,2651
plut2.m8.32409.m1,732
plut2.m8.25758.m1,507
plut2.m8.24143.m1,6933
plut2.m8.15241.m1,2091
plut2.m8.1458.m1,573
plut2.m8.24264.m1,771
plut2.m8.11510.m1,189
plut2.m8.32675.m1,1299
jamg1.model.Sc0000134.31,1065
plut2.m8.17607.m1,1737
plut2.m8.22246.m1,3300
plut2.m8.32980.m1,2318
plut2.m8.5145.m1,628
jamg1.model.Sc0000872.4,510
plut2.m8.6677.m1,689
plut2.m8.30062.m1,561
plut2.m8.10461.m1,285
plut2.m8.24518.m1,2660
jamg1.model.Sc0000351.9,948
plut2.m8.25484.m1,843
plut2.m8.11009.m1,1065
plut2.m8.26797.m1,17302
plut2.m8.13942.m1,378
plut2.m8.1588.m1,909
jamg1.model.Sc0000351.7,945
plut2.m8.16852.m1,3271
plut2.m8.19210.m1,3714
plut2.m8.20747.m1,1530
plut2.m8.15914.m1,4890
plut2.m8.14165.m1,5766
plut2.m8.14399.m1,2882
plut2.m8.1418.m1,1740
jamg1.model.Sc0000318.45,1239
plut2.m8.14704.m1,4224
plut2.m8.2063.m1,3135
plut2.m8.21934.m1,210
plut2.m8.26798.m1,5328
plut2.m8.22965.m1,1135
plut2.m8.5461.m1,5049
plut2.m8.26703.m1,2328
plut2.m8.17931.m1,2697
plut2.m8.14830.m1,2990
plut2.m8.16552.m1,1776
plut2.m8.32356.m1,1536
plut2.m8.32890.m1,1536
plut2.m8.32943.m1,803
plut2.m8.33182.m1,555
plut2.m8.15776.m1,1023
plut2.m8.33353.m1,423
plut2.m8.6049.m1,4768
plut2.m8.3147.m1,835
plut2.m8.22250.m1,1278
plut2.m8.8454.m1,1496
plut2.m8.17220.m1,8387
plut2.m8.26190.m1,2324
plut2.m8.26212.m1,666
plut2.m8.16708.m1,567
plut2.m8.6530.m1,801
plut2.m8.7653.m1,521
plut2.m8.20890.m1,495
plut2.m8.30026.m1,3222
plut2.m8.5775.m1,768
plut2.m8.5351.m1,2361
plut2.m8.6145.m1,842
plut2.m8.21636.m1,1382
plut2.m8.10224.m1,1087
plut2.m8.1702.m1,1000
plut2.m8.282.m1,639
plut2.m8.20999.m1,1351
plut2.m8.30821.m1,423
plut2.m8.25169.m1,393
plut2.m8.2029.m1,931
plut2.m8.16703.m1,495
plut2.m8.19805.m1,1485
plut2.m8.19064.m1,1120
plut2.m8.21307.m1,1878
plut2.m8.27589.m1,2699
plut2.m8.32478.m1,733
plut2.m8.19585.m1,4507
jamg1.model.xfSc0000048.7,576
plut2.m8.15212.m1,491
plut2.m8.2569.m1,3434
plut2.m8.18866.m1,528
plut2.m8.27557.m1,2291
plut2.m8.27398.m1,692
plut2.m8.828.m1,3007
plut2.m8.12258.m1,929
plut2.m8.2981.m1,6875
plut2.m8.5848.m1,1613
jamg1.model.Sc0000390.9,1017
plut2.m8.8227.m1,1923
plut2.m8.23741.m1,484
plut2.m8.24521.m1,5134
plut2.m8.21213.m1,2920
plut2.m8.13340.m1,2231
