"","gene_id","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","length","17_ctl2_Of_ZTH_1","18_T33_Of_VLL","26_T12_Of_WCL","30_T23_Of_RPG","32_T22_Of_EVR","36_T43_Of_JJN","40_T13_Of_GWS","43_ctl3_Of_JVP_1","44_T41_Of_PVT_1","48_T31_Of_JNO","50_T21_Of_YZB","51_T42_Of_UOF","59_T11_Of_TQP","60_T32_Of_WY","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Treatment_Compare"
"11","LOC110044078","GO:0006955",0.0207877424158439,0.999813243958098,1,50,"immune response","BP",5685,128,168,771,334,621,381,954,255,347,633,380,1073,517,1238,606.708164710032,-3.16350581871835,0.686248929286891,-4.60985173704486,4.02956238306175e-06,0.0264124382335087,"CvsT1"
"12","LOC110044078","GO:0006955",0.0207877424158439,0.999813243958098,1,50,"immune response","BP",5685,128,168,771,334,621,381,954,255,347,633,380,1073,517,1238,606.708164710032,-3.27683638181401,0.6866619012388,-4.77212493645315,1.82292361741076e-06,0.00664565690352721,"CvsT3"
"13","LOC110045321","GO:0001701",0.026484491554184,0.999694699463082,1,66,"in utero embryonic development","BP",2855,245,73,158,100,139,223,204,217,328,220,172,268,345,457,217.197987452254,-1.645674615117,0.341261478734566,-4.82232750446767,1.41892720654481e-06,0.00664565690352721,"CvsT3"
"14","LOC110045321","GO:0009791",0.0118395764300183,0.99994044675867,1,30,"post-embryonic development","BP",2855,245,73,158,100,139,223,204,217,328,220,172,268,345,457,217.197987452254,-1.645674615117,0.341261478734566,-4.82232750446767,1.41892720654481e-06,0.00664565690352721,"CvsT3"
"15","LOC110045321","GO:0033037",0.00226062380349728,0.999998135077315,1,6,"polysaccharide localization","BP",2855,245,73,158,100,139,223,204,217,328,220,172,268,345,457,217.197987452254,-1.645674615117,0.341261478734566,-4.82232750446767,1.41892720654481e-06,0.00664565690352721,"CvsT3"
"16","LOC110045321","GO:0090050",0.00540391017629176,0.999988181582273,1,13,"positive regulation of cell migration involved in sprouting angiogenesis","BP",2855,245,73,158,100,139,223,204,217,328,220,172,268,345,457,217.197987452254,-1.645674615117,0.341261478734566,-4.82232750446767,1.41892720654481e-06,0.00664565690352721,"CvsT3"
"17","LOC110045321","GO:0048589",0.0118768481206077,0.999940070341458,1,30,"developmental growth","BP",2855,245,73,158,100,139,223,204,217,328,220,172,268,345,457,217.197987452254,-1.645674615117,0.341261478734566,-4.82232750446767,1.41892720654481e-06,0.00664565690352721,"CvsT3"
"18","LOC110045321","GO:0043066",0.0450327425567693,0.999105181651333,1,115,"negative regulation of apoptotic process","BP",2855,245,73,158,100,139,223,204,217,328,220,172,268,345,457,217.197987452254,-1.645674615117,0.341261478734566,-4.82232750446767,1.41892720654481e-06,0.00664565690352721,"CvsT3"
"19","LOC110045321","GO:0030512",0.0119920081322938,0.999938899780772,1,30,"negative regulation of transforming growth factor beta receptor signaling pathway","BP",2855,245,73,158,100,139,223,204,217,328,220,172,268,345,457,217.197987452254,-1.645674615117,0.341261478734566,-4.82232750446767,1.41892720654481e-06,0.00664565690352721,"CvsT3"
"20","LOC110045321","GO:0007585",0.00348739806139617,0.999995263713352,1,9,"respiratory gaseous exchange by respiratory system","BP",2855,245,73,158,100,139,223,204,217,328,220,172,268,345,457,217.197987452254,-1.645674615117,0.341261478734566,-4.82232750446767,1.41892720654481e-06,0.00664565690352721,"CvsT3"
"21","LOC110045321","GO:0030206",0.00439936032482092,0.999992288749226,1,11,"chondroitin sulfate biosynthetic process","BP",2855,245,73,158,100,139,223,204,217,328,220,172,268,345,457,217.197987452254,-1.645674615117,0.341261478734566,-4.82232750446767,1.41892720654481e-06,0.00664565690352721,"CvsT3"
"22","LOC110045321","GO:0019901",0.0471931283849705,0.999016152087816,1,119,"protein kinase binding","MF",2855,245,73,158,100,139,223,204,217,328,220,172,268,345,457,217.197987452254,-1.645674615117,0.341261478734566,-4.82232750446767,1.41892720654481e-06,0.00664565690352721,"CvsT3"
"23","LOC110045321","GO:0047756",0.00152833968062482,0.999999233048408,1,4,"chondroitin 4-sulfotransferase activity","MF",2855,245,73,158,100,139,223,204,217,328,220,172,268,345,457,217.197987452254,-1.645674615117,0.341261478734566,-4.82232750446767,1.41892720654481e-06,0.00664565690352721,"CvsT3"
"24","LOC110045321","GO:0045893",0.0395569630696894,0.999312213035924,1,96,"positive regulation of transcription, DNA-templated","BP",2855,245,73,158,100,139,223,204,217,328,220,172,268,345,457,217.197987452254,-1.645674615117,0.341261478734566,-4.82232750446767,1.41892720654481e-06,0.00664565690352721,"CvsT3"
"25","LOC110045321","GO:0009941",0.0030958158214998,0.999996401380721,1,7,"chloroplast envelope","CC",2855,245,73,158,100,139,223,204,217,328,220,172,268,345,457,217.197987452254,-1.645674615117,0.341261478734566,-4.82232750446767,1.41892720654481e-06,0.00664565690352721,"CvsT3"
"26","LOC110045321","GO:1900745",0.00677895300935677,0.999981101473045,1,16,"positive regulation of p38MAPK cascade","BP",2855,245,73,158,100,139,223,204,217,328,220,172,268,345,457,217.197987452254,-1.645674615117,0.341261478734566,-4.82232750446767,1.41892720654481e-06,0.00664565690352721,"CvsT3"
"27","LOC110045321","GO:2000773",0.00613043011070298,0.999984695299051,1,14,"negative regulation of cellular senescence","BP",2855,245,73,158,100,139,223,204,217,328,220,172,268,345,457,217.197987452254,-1.645674615117,0.341261478734566,-4.82232750446767,1.41892720654481e-06,0.00664565690352721,"CvsT3"
"28","LOC110045321","GO:0004709",0.00535352808600968,0.999988481563265,1,12,"MAP kinase kinase kinase activity","MF",2855,245,73,158,100,139,223,204,217,328,220,172,268,345,457,217.197987452254,-1.645674615117,0.341261478734566,-4.82232750446767,1.41892720654481e-06,0.00664565690352721,"CvsT3"
"29","LOC110045321","GO:0042733",0.0098206968999555,0.999959338766069,1,25,"embryonic digit morphogenesis","BP",2855,245,73,158,100,139,223,204,217,328,220,172,268,345,457,217.197987452254,-1.645674615117,0.341261478734566,-4.82232750446767,1.41892720654481e-06,0.00664565690352721,"CvsT3"
"30","LOC110045321","GO:0002063",0.00431982223350761,0.999992565301947,1,11,"chondrocyte development","BP",2855,245,73,158,100,139,223,204,217,328,220,172,268,345,457,217.197987452254,-1.645674615117,0.341261478734566,-4.82232750446767,1.41892720654481e-06,0.00664565690352721,"CvsT3"
"31","LOC110045321","GO:0048703",0.00674253780636777,0.999981231096866,1,17,"embryonic viscerocranium morphogenesis","BP",2855,245,73,158,100,139,223,204,217,328,220,172,268,345,457,217.197987452254,-1.645674615117,0.341261478734566,-4.82232750446767,1.41892720654481e-06,0.00664565690352721,"CvsT3"
"32","LOC110045321","GO:0071864",0.00303514761460099,0.999996541131984,1,7,"positive regulation of cell proliferation in bone marrow","BP",2855,245,73,158,100,139,223,204,217,328,220,172,268,345,457,217.197987452254,-1.645674615117,0.341261478734566,-4.82232750446767,1.41892720654481e-06,0.00664565690352721,"CvsT3"
"33","LOC110045321","GO:0036342",0.0110911269628763,0.999947881636508,1,28,"post-anal tail morphogenesis","BP",2855,245,73,158,100,139,223,204,217,328,220,172,268,345,457,217.197987452254,-1.645674615117,0.341261478734566,-4.82232750446767,1.41892720654481e-06,0.00664565690352721,"CvsT3"
"34","LOC110045321","GO:0050659",0.00226062380349728,0.999998135077315,1,6,"N-acetylgalactosamine 4-sulfate 6-O-sulfotransferase activity","MF",2855,245,73,158,100,139,223,204,217,328,220,172,268,345,457,217.197987452254,-1.645674615117,0.341261478734566,-4.82232750446767,1.41892720654481e-06,0.00664565690352721,"CvsT3"
"35","LOC110045321","GO:0003008",0.0207986464351217,0.999812972959308,1,51,"system process","BP",2855,245,73,158,100,139,223,204,217,328,220,172,268,345,457,217.197987452254,-1.645674615117,0.341261478734566,-4.82232750446767,1.41892720654481e-06,0.00664565690352721,"CvsT3"
"36","LOC110045321","GO:0046777",0.0252651623617438,0.99972249684223,1,63,"protein autophosphorylation","BP",2855,245,73,158,100,139,223,204,217,328,220,172,268,345,457,217.197987452254,-1.645674615117,0.341261478734566,-4.82232750446767,1.41892720654481e-06,0.00664565690352721,"CvsT3"
"37","LOC110045321","GO:0050655",0.000761440159945576,0.999999873122902,1,2,"dermatan sulfate proteoglycan metabolic process","BP",2855,245,73,158,100,139,223,204,217,328,220,172,268,345,457,217.197987452254,-1.645674615117,0.341261478734566,-4.82232750446767,1.41892720654481e-06,0.00664565690352721,"CvsT3"
"38","LOC110045321","GO:0008146",0.0304616593060514,0.999594687133296,1,76,"sulfotransferase activity","MF",2855,245,73,158,100,139,223,204,217,328,220,172,268,345,457,217.197987452254,-1.645674615117,0.341261478734566,-4.82232750446767,1.41892720654481e-06,0.00664565690352721,"CvsT3"
"39","LOC110045321","GO:0005622",0.0449782350045312,0.999107365509885,1,115,"intracellular","CC",2855,245,73,158,100,139,223,204,217,328,220,172,268,345,457,217.197987452254,-1.645674615117,0.341261478734566,-4.82232750446767,1.41892720654481e-06,0.00664565690352721,"CvsT3"
"40","LOC110045321","GO:0071260",0.0116151231087962,0.999942828953715,1,28,"cellular response to mechanical stimulus","BP",2855,245,73,158,100,139,223,204,217,328,220,172,268,345,457,217.197987452254,-1.645674615117,0.341261478734566,-4.82232750446767,1.41892720654481e-06,0.00664565690352721,"CvsT3"
"41","LOC110045321","GO:0050896",0.0422206496367251,0.99921495528853,1,105,"response to stimulus","BP",2855,245,73,158,100,139,223,204,217,328,220,172,268,345,457,217.197987452254,-1.645674615117,0.341261478734566,-4.82232750446767,1.41892720654481e-06,0.00664565690352721,"CvsT3"
"42","LOC110045321","GO:0043123",0.0120933668214507,0.999937860093735,1,30,"positive regulation of I-kappaB kinase/NF-kappaB signaling","BP",2855,245,73,158,100,139,223,204,217,328,220,172,268,345,457,217.197987452254,-1.645674615117,0.341261478734566,-4.82232750446767,1.41892720654481e-06,0.00664565690352721,"CvsT3"
"43","LOC110045321","GO:0042127",0.0153396549107457,0.99989903617201,1,40,"regulation of cell population proliferation","BP",2855,245,73,158,100,139,223,204,217,328,220,172,268,345,457,217.197987452254,-1.645674615117,0.341261478734566,-4.82232750446767,1.41892720654481e-06,0.00664565690352721,"CvsT3"
"44","LOC110045321","GO:0004983",0.0196865307823134,0.999832647094043,1,49,"neuropeptide Y receptor activity","MF",2855,245,73,158,100,139,223,204,217,328,220,172,268,345,457,217.197987452254,-1.645674615117,0.341261478734566,-4.82232750446767,1.41892720654481e-06,0.00664565690352721,"CvsT3"
"45","LOC110047898","GO:0071944",0.00050080832308553,0.99999580042469,2,83,"cell periphery","CC",376,0,22,44,22,22,46,32,0,88,40,51,59,70,55,42.5147172629862,-9.13858916987499,1.49732809259386,-6.10326435139808,1.03923745353658e-09,2.04355652863432e-05,"CvsT2"
"46","LOC110047898","GO:0071944",0.00050080832308553,0.99999580042469,2,83,"cell periphery","CC",376,0,22,44,22,22,46,32,0,88,40,51,59,70,55,42.5147172629862,-9.18812559972576,1.49473710662533,-6.14698434861885,7.89699179589156e-10,1.55286446674412e-05,"CvsT1"
"47","LOC110047898","GO:0071944",0.00050080832308553,0.99999580042469,2,83,"cell periphery","CC",376,0,22,44,22,22,46,32,0,88,40,51,59,70,55,42.5147172629862,-9.44958779412622,1.49659843441435,-6.31404361840325,2.71837266450886e-10,5.34540800749022e-06,"CvsT3"
"48","LOC110047898","GO:0071944",0.00050080832308553,0.99999580042469,2,83,"cell periphery","CC",376,0,22,44,22,22,46,32,0,88,40,51,59,70,55,42.5147172629862,-9.4542771935456,1.4937120809465,-6.3293838981036,2.46142017514236e-10,4.84013663239994e-06,"CvsT4"
"49","LOC110059125","GO:0008168",0.0388996843822998,0.999334840942636,1,99,"methyltransferase activity","MF",4906,293,467,237,183,120,184,190,103,219,360,276,144,243,221,296.262026481503,-3.06731411985987,0.677842279394681,-4.52511478422239,6.03627351323453e-06,0.0169567546234634,"CvsT3"
