gene_id,length
Pocillopora_acuta_HIv1_PredGene_g7180.t1,1464
Pocillopora_acuta_HIv1_PredGene_g7445.t1,1236
Pocillopora_acuta_HIv1_PredGene_g7409.t1,1110
Pocillopora_acuta_HIv1_PredGene_634_t,801
Pocillopora_acuta_HIv1_PredGene_g7444.t1,3966
Pocillopora_acuta_HIv1_PredGene_g7368.t2,4710
Pocillopora_acuta_HIv1_PredGene_g7460.t1,1227
Pocillopora_acuta_HIv1_PredGene_g7687.t1,1158
Pocillopora_acuta_HIv1_PredGene_g7532.t1,228
Pocillopora_acuta_HIv1_PredGene_459_t,1254
Pocillopora_acuta_HIv1_PredGene_g7648.t1,645
Pocillopora_acuta_HIv1_PredGene_g7360.t1,2049
Pocillopora_acuta_HIv1_PredGene_g7240.t1,384
Pocillopora_acuta_HIv1_PredGene_g7698.t1,603
Pocillopora_acuta_HIv1_PredGene_g7080.t1,1272
Pocillopora_acuta_HIv1_PredGene_g7446.t1,3537
Pocillopora_acuta_HIv1_PredGene_g7636.t1,981
Pocillopora_acuta_HIv1_PredGene_292_t,408
Pocillopora_acuta_HIv1_PredGene_g7427.t1,369
Pocillopora_acuta_HIv1_PredGene_g7026.t1,834
Pocillopora_acuta_HIv1_PredGene_g7432.t1,1539
Pocillopora_acuta_HIv1_PredGene_g7332.t1,2130
Pocillopora_acuta_HIv1_PredGene_g7601.t1,1212
Pocillopora_acuta_HIv1_PredGene_g7618.t1,2829
Pocillopora_acuta_HIv1_PredGene_g7455.t1,1866
Pocillopora_acuta_HIv1_PredGene_g7323.t1,552
Pocillopora_acuta_HIv1_PredGene_g7123.t1,6066
Pocillopora_acuta_HIv1_PredGene_g7092.t2,3066
Pocillopora_acuta_HIv1_PredGene_g7091.t1,585
Pocillopora_acuta_HIv1_PredGene_g7330.t1,429
Pocillopora_acuta_HIv1_PredGene_g7437.t1,1041
Pocillopora_acuta_HIv1_PredGene_g7575.t1,318
Pocillopora_acuta_HIv1_PredGene_g7299.t1,693
Pocillopora_acuta_HIv1_PredGene_g7448.t1,1869
Pocillopora_acuta_HIv1_PredGene_g7351.t1,1179
Pocillopora_acuta_HIv1_PredGene_g7689.t1,990
Pocillopora_acuta_HIv1_PredGene_g7682.t2,789
Pocillopora_acuta_HIv1_PredGene_g7597.t1,468
Pocillopora_acuta_HIv1_PredGene_g7092.t1,6627
Pocillopora_acuta_HIv1_PredGene_g7345.t1,903
Pocillopora_acuta_HIv1_PredGene_g7362.t1,942
Pocillopora_acuta_HIv1_PredGene_g7379.t1,2070
Pocillopora_acuta_HIv1_PredGene_g7592.t1,1041
Pocillopora_acuta_HIv1_PredGene_g7398.t1,639
Pocillopora_acuta_HIv1_PredGene_g7157.t1,765
Pocillopora_acuta_HIv1_PredGene_g7495.t2,4230
Pocillopora_acuta_HIv1_PredGene_g7322.t1,741
Pocillopora_acuta_HIv1_PredGene_g7523.t1,1170
Pocillopora_acuta_HIv1_PredGene_g7232.t1,807
Pocillopora_acuta_HIv1_PredGene_g7098.t1,696
Pocillopora_acuta_HIv1_PredGene_g7230.t1,585
Pocillopora_acuta_HIv1_PredGene_g7554.t1,3864
Pocillopora_acuta_HIv1_PredGene_g7239.t1,5682
Pocillopora_acuta_HIv1_PredGene_g7139.t1,1284
Pocillopora_acuta_HIv1_PredGene_g7528.t1,426
Pocillopora_acuta_HIv1_PredGene_g7211.t1,357
Pocillopora_acuta_HIv1_PredGene_g7456.t1,213
Pocillopora_acuta_HIv1_PredGene_g7224.t1,351
Pocillopora_acuta_HIv1_PredGene_g7472.t1,2178
Pocillopora_acuta_HIv1_PredGene_250_t,2451
Pocillopora_acuta_HIv1_PredGene_g7304.t1,1437
Pocillopora_acuta_HIv1_PredGene_g7628.t1,1455
Pocillopora_acuta_HIv1_PredGene_g7559.t1,834
Pocillopora_acuta_HIv1_PredGene_590_t,2253
Pocillopora_acuta_HIv1_PredGene_g7369.t2,5355
Pocillopora_acuta_HIv1_PredGene_g7562.t1,612
Pocillopora_acuta_HIv1_PredGene_g7102.t1,633
Pocillopora_acuta_HIv1_PredGene_g7539.t1,399
Pocillopora_acuta_HIv1_PredGene_g7603.t1,1224
Pocillopora_acuta_HIv1_PredGene_g7590.t2,846
Pocillopora_acuta_HIv1_PredGene_g7042.t1,591
Pocillopora_acuta_HIv1_PredGene_505_t,1263
Pocillopora_acuta_HIv1_PredGene_g7235.t1,867
Pocillopora_acuta_HIv1_PredGene_g7606.t1,2829
Pocillopora_acuta_HIv1_PredGene_g7499.t1,2721
Pocillopora_acuta_HIv1_PredGene_g7463.t1,474
Pocillopora_acuta_HIv1_PredGene_g7572.t1,1164
Pocillopora_acuta_HIv1_PredGene_260_t,615
Pocillopora_acuta_HIv1_PredGene_g7298.t1,531
Pocillopora_acuta_HIv1_PredGene_g7010.t1,210
Pocillopora_acuta_HIv1_PredGene_g7520.t1,663
Pocillopora_acuta_HIv1_PredGene_g7547.t1,1086
Pocillopora_acuta_HIv1_PredGene_g7525.t1,987
Pocillopora_acuta_HIv1_PredGene_g7012.t1,438
Pocillopora_acuta_HIv1_PredGene_g7119.t1,1638
Pocillopora_acuta_HIv1_PredGene_g7491.t1,1458
Pocillopora_acuta_HIv1_PredGene_g7170.t1,2742
Pocillopora_acuta_HIv1_PredGene_g7257.t1,1125
Pocillopora_acuta_HIv1_PredGene_g7353.t1,669
Pocillopora_acuta_HIv1_PredGene_g7536.t1,459
Pocillopora_acuta_HIv1_PredGene_g7132.t1,975
Pocillopora_acuta_HIv1_PredGene_g7387.t1,834
Pocillopora_acuta_HIv1_PredGene_g7331.t1,2046
Pocillopora_acuta_HIv1_PredGene_g7215.t1,84
Pocillopora_acuta_HIv1_PredGene_g7262.t1,2655
Pocillopora_acuta_HIv1_PredGene_g7040.t1,879
Pocillopora_acuta_HIv1_PredGene_g7389.t2,906
Pocillopora_acuta_HIv1_PredGene_g7474.t1,1509
Pocillopora_acuta_HIv1_PredGene_g7052.t1,1932
Pocillopora_acuta_HIv1_PredGene_153_t,687
Pocillopora_acuta_HIv1_PredGene_g7073.t1,1095
Pocillopora_acuta_HIv1_PredGene_g7454.t1,2106
Pocillopora_acuta_HIv1_PredGene_g7371.t1,1902
Pocillopora_acuta_HIv1_PredGene_46_t,453
Pocillopora_acuta_HIv1_PredGene_g7450.t1,1845
Pocillopora_acuta_HIv1_PredGene_g7113.t1,2421
Pocillopora_acuta_HIv1_PredGene_g7478.t1,2175
Pocillopora_acuta_HIv1_PredGene_127_t,681
Pocillopora_acuta_HIv1_PredGene_g7355.t1,1203
Pocillopora_acuta_HIv1_PredGene_g7588.t1,2244
Pocillopora_acuta_HIv1_PredGene_g7435.t1,789
Pocillopora_acuta_HIv1_PredGene_g7304.t2,1440
Pocillopora_acuta_HIv1_PredGene_g7201.t1,342
Pocillopora_acuta_HIv1_PredGene_g7141.t1,1968
Pocillopora_acuta_HIv1_PredGene_g7684.t1,1539
Pocillopora_acuta_HIv1_PredGene_g7388.t1,546
Pocillopora_acuta_HIv1_PredGene_g7186.t1,2526
Pocillopora_acuta_HIv1_PredGene_g7579.t1,378
Pocillopora_acuta_HIv1_PredGene_g7175.t1,3024
Pocillopora_acuta_HIv1_PredGene_g7063.t1,1137
Pocillopora_acuta_HIv1_PredGene_238_t,1383
Pocillopora_acuta_HIv1_PredGene_g7271.t1,990
Pocillopora_acuta_HIv1_PredGene_g7244.t1,1515
Pocillopora_acuta_HIv1_PredGene_g7414.t1,1647
Pocillopora_acuta_HIv1_PredGene_g7395.t1,540
Pocillopora_acuta_HIv1_PredGene_g7238.t1,1848
Pocillopora_acuta_HIv1_PredGene_g7259.t1,2094
Pocillopora_acuta_HIv1_PredGene_g7581.t1,657
Pocillopora_acuta_HIv1_PredGene_g7629.t1,1482
Pocillopora_acuta_HIv1_PredGene_468_t,2841
Pocillopora_acuta_HIv1_PredGene_g7022.t1,912
Pocillopora_acuta_HIv1_PredGene_g7249.t2,1431
Pocillopora_acuta_HIv1_PredGene_g7490.t1,663
Pocillopora_acuta_HIv1_PredGene_g7408.t1,957
Pocillopora_acuta_HIv1_PredGene_529_t,588
Pocillopora_acuta_HIv1_PredGene_g7512.t1,2043
Pocillopora_acuta_HIv1_PredGene_671_t,1350
Pocillopora_acuta_HIv1_PredGene_663_t,582
Pocillopora_acuta_HIv1_PredGene_g7182.t1,2556
Pocillopora_acuta_HIv1_PredGene_g7543.t1,1896
Pocillopora_acuta_HIv1_PredGene_g7313.t1,603
Pocillopora_acuta_HIv1_PredGene_g7055.t1,1812
Pocillopora_acuta_HIv1_PredGene_g7481.t1,1401
Pocillopora_acuta_HIv1_PredGene_25_t,720
Pocillopora_acuta_HIv1_PredGene_g7216.t1,333
Pocillopora_acuta_HIv1_PredGene_g7100.t1,1128
Pocillopora_acuta_HIv1_PredGene_g7014.t1,549
Pocillopora_acuta_HIv1_PredGene_g7677.t1,1236
Pocillopora_acuta_HIv1_PredGene_g7706.t1,1728
Pocillopora_acuta_HIv1_PredGene_g7294.t1,993
Pocillopora_acuta_HIv1_PredGene_g7295.t2,414
Pocillopora_acuta_HIv1_PredGene_g7204.t1,369
Pocillopora_acuta_HIv1_PredGene_g7626.t1,240
Pocillopora_acuta_HIv1_PredGene_114_t,303
Pocillopora_acuta_HIv1_PredGene_g7089.t1,846
Pocillopora_acuta_HIv1_PredGene_g7333.t1,1692
Pocillopora_acuta_HIv1_PredGene_g7557.t1,1272
Pocillopora_acuta_HIv1_PredGene_g7127.t1,1704
Pocillopora_acuta_HIv1_PredGene_g7643.t1,741
Pocillopora_acuta_HIv1_PredGene_g7633.t1,1356
Pocillopora_acuta_HIv1_PredGene_g7187.t1,738
Pocillopora_acuta_HIv1_PredGene_g7511.t1,1662
Pocillopora_acuta_HIv1_PredGene_g7596.t1,780
Pocillopora_acuta_HIv1_PredGene_g7625.t1,1017
Pocillopora_acuta_HIv1_PredGene_g7587.t1,1071
Pocillopora_acuta_HIv1_PredGene_g7649.t1,2364
Pocillopora_acuta_HIv1_PredGene_g7105.t1,2673
Pocillopora_acuta_HIv1_PredGene_g7640.t1,6717
Pocillopora_acuta_HIv1_PredGene_g7342.t1,1263
Pocillopora_acuta_HIv1_PredGene_g7059.t1,2019
Pocillopora_acuta_HIv1_PredGene_g7336.t1,387
Pocillopora_acuta_HIv1_PredGene_388_t,1392
Pocillopora_acuta_HIv1_PredGene_g7436.t1,483
Pocillopora_acuta_HIv1_PredGene_g7401.t1,1593
Pocillopora_acuta_HIv1_PredGene_g7214.t1,1014
Pocillopora_acuta_HIv1_PredGene_632_t,414
Pocillopora_acuta_HIv1_PredGene_g7710.t1,348
Pocillopora_acuta_HIv1_PredGene_g7433.t1,3567
Pocillopora_acuta_HIv1_PredGene_g7289.t1,1143
Pocillopora_acuta_HIv1_PredGene_196_t,615
Pocillopora_acuta_HIv1_PredGene_g7545.t1,1632
Pocillopora_acuta_HIv1_PredGene_g7354.t1,1380
Pocillopora_acuta_HIv1_PredGene_g7227.t1,3375
Pocillopora_acuta_HIv1_PredGene_g7459.t1,837
Pocillopora_acuta_HIv1_PredGene_g7195.t2,1056
Pocillopora_acuta_HIv1_PredGene_g7188.t1,1050
Pocillopora_acuta_HIv1_PredGene_g7169.t2,1983
Pocillopora_acuta_HIv1_PredGene_g7602.t1,1197
Pocillopora_acuta_HIv1_PredGene_g7375.t1,2385
Pocillopora_acuta_HIv1_PredGene_g7264.t1,426
Pocillopora_acuta_HIv1_PredGene_g7205.t1,417
Pocillopora_acuta_HIv1_PredGene_g7217.t1,1086
Pocillopora_acuta_HIv1_PredGene_g7426.t1,729
Pocillopora_acuta_HIv1_PredGene_g7670.t1,1509
Pocillopora_acuta_HIv1_PredGene_g7392.t1,5091
Pocillopora_acuta_HIv1_PredGene_g7122.t1,426
Pocillopora_acuta_HIv1_PredGene_g7223.t1,576
Pocillopora_acuta_HIv1_PredGene_g7296.t1,1011
Pocillopora_acuta_HIv1_PredGene_281_t,330
Pocillopora_acuta_HIv1_PredGene_g7246.t1,765
Pocillopora_acuta_HIv1_PredGene_g7555.t1,927
Pocillopora_acuta_HIv1_PredGene_313_t,462
Pocillopora_acuta_HIv1_PredGene_g7030.t1,1017
Pocillopora_acuta_HIv1_PredGene_g7493.t1,999
Pocillopora_acuta_HIv1_PredGene_g7551.t1,2307
Pocillopora_acuta_HIv1_PredGene_g7041.t1,2412
Pocillopora_acuta_HIv1_PredGene_g7220.t1,234
Pocillopora_acuta_HIv1_PredGene_g7231.t1,1515
Pocillopora_acuta_HIv1_PredGene_g7056.t1,726
Pocillopora_acuta_HIv1_PredGene_g7370.t1,1242
Pocillopora_acuta_HIv1_PredGene_g7181.t1,1101
Pocillopora_acuta_HIv1_PredGene_g7529.t1,294
Pocillopora_acuta_HIv1_PredGene_g7496.t1,1692
Pocillopora_acuta_HIv1_PredGene_g7209.t1,342
Pocillopora_acuta_HIv1_PredGene_453_t,1158
Pocillopora_acuta_HIv1_PredGene_g7553.t1,1032
Pocillopora_acuta_HIv1_PredGene_g7461.t1,861
Pocillopora_acuta_HIv1_PredGene_g7440.t1,1410
Pocillopora_acuta_HIv1_PredGene_g7453.t2,2217
Pocillopora_acuta_HIv1_PredGene_g7190.t1,855
Pocillopora_acuta_HIv1_PredGene_125_t,3558
Pocillopora_acuta_HIv1_PredGene_g7287.t2,2781
Pocillopora_acuta_HIv1_PredGene_g7274.t1,2787
Pocillopora_acuta_HIv1_PredGene_g7694.t1,1632
Pocillopora_acuta_HIv1_PredGene_g7107.t1,507
Pocillopora_acuta_HIv1_PredGene_g7526.t2,1302
Pocillopora_acuta_HIv1_PredGene_g7644.t1,858
Pocillopora_acuta_HIv1_PredGene_g7236.t3,483
Pocillopora_acuta_HIv1_PredGene_g7669.t1,1812
Pocillopora_acuta_HIv1_PredGene_g7024.t1,396
Pocillopora_acuta_HIv1_PredGene_g7329.t2,1053
Pocillopora_acuta_HIv1_PredGene_g7509.t1,3135
Pocillopora_acuta_HIv1_PredGene_g7184.t1,975
Pocillopora_acuta_HIv1_PredGene_g7422.t1,1101
Pocillopora_acuta_HIv1_PredGene_g7221.t1,1899
Pocillopora_acuta_HIv1_PredGene_g7234.t1,3516
Pocillopora_acuta_HIv1_PredGene_g7420.t1,384
Pocillopora_acuta_HIv1_PredGene_g7485.t1,1230
Pocillopora_acuta_HIv1_PredGene_g7658.t1,1803
Pocillopora_acuta_HIv1_PredGene_g7558.t1,1512
Pocillopora_acuta_HIv1_PredGene_g7672.t1,453
Pocillopora_acuta_HIv1_PredGene_g7267.t1,1194
Pocillopora_acuta_HIv1_PredGene_g7250.t1,1053
Pocillopora_acuta_HIv1_PredGene_g7134.t1,4251
Pocillopora_acuta_HIv1_PredGene_g7202.t1,318
Pocillopora_acuta_HIv1_PredGene_g7149.t1,1932
Pocillopora_acuta_HIv1_PredGene_g7020.t1,1650
Pocillopora_acuta_HIv1_PredGene_g7552.t1,1221
Pocillopora_acuta_HIv1_PredGene_g7068.t1,597
Pocillopora_acuta_HIv1_PredGene_g7366.t1,2982
Pocillopora_acuta_HIv1_PredGene_g7277.t1,1149
Pocillopora_acuta_HIv1_PredGene_g7038.t1,1608
Pocillopora_acuta_HIv1_PredGene_g7338.t1,1623
Pocillopora_acuta_HIv1_PredGene_g7093.t3,2640
Pocillopora_acuta_HIv1_PredGene_g7696.t1,1656
Pocillopora_acuta_HIv1_PredGene_g7416.t1,1860
Pocillopora_acuta_HIv1_PredGene_g7384.t1,1608
Pocillopora_acuta_HIv1_PredGene_g7131.t1,546
Pocillopora_acuta_HIv1_PredGene_g7306.t1,504
Pocillopora_acuta_HIv1_PredGene_g7675.t2,1551
Pocillopora_acuta_HIv1_PredGene_g7582.t1,1161
Pocillopora_acuta_HIv1_PredGene_g7312.t1,1074
Pocillopora_acuta_HIv1_PredGene_g7644.t2,861
Pocillopora_acuta_HIv1_PredGene_g7621.t1,486
Pocillopora_acuta_HIv1_PredGene_528_t,771
Pocillopora_acuta_HIv1_PredGene_g7126.t1,666
Pocillopora_acuta_HIv1_PredGene_g7589.t1,399
Pocillopora_acuta_HIv1_PredGene_g7016.t1,1257
Pocillopora_acuta_HIv1_PredGene_g7258.t1,657
Pocillopora_acuta_HIv1_PredGene_g7252.t1,4176
Pocillopora_acuta_HIv1_PredGene_g7579.t2,1896
Pocillopora_acuta_HIv1_PredGene_g7546.t1,954
Pocillopora_acuta_HIv1_PredGene_g7609.t1,465
Pocillopora_acuta_HIv1_PredGene_g7189.t1,291
Pocillopora_acuta_HIv1_PredGene_g7361.t1,525
Pocillopora_acuta_HIv1_PredGene_g7266.t2,675
Pocillopora_acuta_HIv1_PredGene_g7174.t1,2922
Pocillopora_acuta_HIv1_PredGene_g7611.t1,2307
Pocillopora_acuta_HIv1_PredGene_g7097.t1,972
Pocillopora_acuta_HIv1_PredGene_g7177.t1,492
Pocillopora_acuta_HIv1_PredGene_g7570.t1,1155
Pocillopora_acuta_HIv1_PredGene_g7417.t1,366
Pocillopora_acuta_HIv1_PredGene_g7494.t1,1263
Pocillopora_acuta_HIv1_PredGene_g7707.t1,1113
Pocillopora_acuta_HIv1_PredGene_g7054.t1,504
Pocillopora_acuta_HIv1_PredGene_g7179.t1,2865
Pocillopora_acuta_HIv1_PredGene_g7291.t1,3822
Pocillopora_acuta_HIv1_PredGene_g7468.t1,204
Pocillopora_acuta_HIv1_PredGene_g7407.t1,702
Pocillopora_acuta_HIv1_PredGene_g7106.t1,2844
Pocillopora_acuta_HIv1_PredGene_g7061.t1,1014
Pocillopora_acuta_HIv1_PredGene_g7406.t1,363
Pocillopora_acuta_HIv1_PredGene_g7514.t1,1350
Pocillopora_acuta_HIv1_PredGene_544_t,1467
Pocillopora_acuta_HIv1_PredGene_g7043.t1,1266
Pocillopora_acuta_HIv1_PredGene_g7285.t1,423
Pocillopora_acuta_HIv1_PredGene_g7631.t1,1356
Pocillopora_acuta_HIv1_PredGene_g7595.t1,324
Pocillopora_acuta_HIv1_PredGene_g7515.t1,1740
Pocillopora_acuta_HIv1_PredGene_g7028.t1,1749
Pocillopora_acuta_HIv1_PredGene_g7158.t1,3027
Pocillopora_acuta_HIv1_PredGene_g7159.t1,1563
Pocillopora_acuta_HIv1_PredGene_g7453.t1,2208
Pocillopora_acuta_HIv1_PredGene_g7655.t1,459
Pocillopora_acuta_HIv1_PredGene_g7192.t1,783
Pocillopora_acuta_HIv1_PredGene_g7011.t1,315
Pocillopora_acuta_HIv1_PredGene_g7534.t1,294
Pocillopora_acuta_HIv1_PredGene_g7149.t3,1059
Pocillopora_acuta_HIv1_PredGene_g7195.t1,921
Pocillopora_acuta_HIv1_PredGene_g7149.t2,1191
Pocillopora_acuta_HIv1_PredGene_g7697.t1,1593
Pocillopora_acuta_HIv1_PredGene_g7104.t1,693
Pocillopora_acuta_HIv1_PredGene_g7634.t1,654
Pocillopora_acuta_HIv1_PredGene_g7556.t1,12666
Pocillopora_acuta_HIv1_PredGene_g7489.t1,2226
Pocillopora_acuta_HIv1_PredGene_g7334.t1,1722
Pocillopora_acuta_HIv1_PredGene_g7383.t1,897
Pocillopora_acuta_HIv1_PredGene_g7108.t1,387
Pocillopora_acuta_HIv1_PredGene_g7700.t1,3255
Pocillopora_acuta_HIv1_PredGene_496_t,834
Pocillopora_acuta_HIv1_PredGene_g7305.t1,1197
Pocillopora_acuta_HIv1_PredGene_g7504.t1,2058
Pocillopora_acuta_HIv1_PredGene_627_t,1179
Pocillopora_acuta_HIv1_PredGene_g7183.t1,2871
Pocillopora_acuta_HIv1_PredGene_g7008.t1,831
Pocillopora_acuta_HIv1_PredGene_g7165.t1,900
Pocillopora_acuta_HIv1_PredGene_366_t,3876
Pocillopora_acuta_HIv1_PredGene_g7497.t1,858
Pocillopora_acuta_HIv1_PredGene_g7653.t1,627
Pocillopora_acuta_HIv1_PredGene_g7667.t1,1416
Pocillopora_acuta_HIv1_PredGene_g7142.t1,1935
Pocillopora_acuta_HIv1_PredGene_g7386.t1,2067
Pocillopora_acuta_HIv1_PredGene_448_t,1752
Pocillopora_acuta_HIv1_PredGene_g7348.t1,2892
Pocillopora_acuta_HIv1_PredGene_g7124.t1,8400
Pocillopora_acuta_HIv1_PredGene_45_t,1803
Pocillopora_acuta_HIv1_PredGene_g7376.t1,2247
Pocillopora_acuta_HIv1_PredGene_g7176.t1,2451
Pocillopora_acuta_HIv1_PredGene_g7646.t1,900
Pocillopora_acuta_HIv1_PredGene_g7218.t1,399
Pocillopora_acuta_HIv1_PredGene_g7471.t1,4626
Pocillopora_acuta_HIv1_PredGene_98_t,702
Pocillopora_acuta_HIv1_PredGene_g7343.t1,642
Pocillopora_acuta_HIv1_PredGene_g7639.t1,1101
Pocillopora_acuta_HIv1_PredGene_10_t,1917
Pocillopora_acuta_HIv1_PredGene_g7660.t1,1866
Pocillopora_acuta_HIv1_PredGene_526_t,945
Pocillopora_acuta_HIv1_PredGene_g7390.t1,1380
Pocillopora_acuta_HIv1_PredGene_g7565.t1,465
Pocillopora_acuta_HIv1_PredGene_g7058.t1,735
Pocillopora_acuta_HIv1_PredGene_520_t,909
Pocillopora_acuta_HIv1_PredGene_g7329.t1,1113
Pocillopora_acuta_HIv1_PredGene_384_t,2064
Pocillopora_acuta_HIv1_PredGene_g7635.t1,825
Pocillopora_acuta_HIv1_PredGene_g7400.t1,1593
Pocillopora_acuta_HIv1_PredGene_g7212.t1,1071
Pocillopora_acuta_HIv1_PredGene_g7335.t1,1227
Pocillopora_acuta_HIv1_PredGene_g7619.t1,2655
Pocillopora_acuta_HIv1_PredGene_g7506.t1,639
Pocillopora_acuta_HIv1_PredGene_g7084.t1,1521
Pocillopora_acuta_HIv1_PredGene_g7039.t1,1491
Pocillopora_acuta_HIv1_PredGene_g7452.t1,2658
Pocillopora_acuta_HIv1_PredGene_g7685.t1,4899
Pocillopora_acuta_HIv1_PredGene_364_t,1665
Pocillopora_acuta_HIv1_PredGene_g7561.t1,621
Pocillopora_acuta_HIv1_PredGene_g7251.t2,2547
Pocillopora_acuta_HIv1_PredGene_g7522.t1,2040
Pocillopora_acuta_HIv1_PredGene_g7368.t1,4728
Pocillopora_acuta_HIv1_PredGene_g7673.t1,2385
Pocillopora_acuta_HIv1_PredGene_g7510.t1,807
Pocillopora_acuta_HIv1_PredGene_g7308.t1,2940
Pocillopora_acuta_HIv1_PredGene_g7419.t1,1092
Pocillopora_acuta_HIv1_PredGene_g7651.t1,1548
Pocillopora_acuta_HIv1_PredGene_g7704.t1,858
