gene_id,length
Acerv_evm.model.Segkk20_pilon.31,687
Acerv_evm.model.Segkk20_pilon.30,375
Acerv_evm.model.Segkk20_pilon.39,636
Acerv_evm.model.Segkk20_pilon.38,285
Acerv_evm.model.Segkk21_pilon.4,480
Acerv_evm.model.Segkk21_pilon.5,3084
Acerv_evm.model.Segkk21_pilon.6,1968
Acerv_evm.model.Segkk21_pilon.7,672
Acerv_evm.model.Segkk21_pilon.1,235
Acerv_evm.model.Segkk21_pilon.2,312
Acerv_evm.model.Segkk21_pilon.3,210
Acerv_evm.model.Segkk21_pilon.8,318
Acerv_evm.model.Segkk21_pilon.9,1338
Acerv_evm.model.Segkk21_pilon.14,939
Acerv_evm.model.Segkk21_pilon.15,1860
Acerv_evm.model.Segkk21_pilon.12,765
Acerv_evm.model.Segkk21_pilon.13,531
Acerv_evm.model.Segkk21_pilon.10,600
Acerv_evm.model.Segkk21_pilon.11,2031
Acerv_evm.model.Segkk22_pilon.2,414
Acerv_evm.model.Segkk22_pilon.1,222
Acerv_evm.model.Segkk23_pilon.2,1392
Acerv_evm.model.Segkk23_pilon.1,516
Acerv_evm.model.Segkk24_pilon.1,178
Acerv_evm.model.Segkk24_pilon.3,1494
Acerv_evm.model.Segkk24_pilon.2,273
Acerv_evm.model.Segkk25_pilon.1,425
Acerv_evm.model.Segkk26_pilon.1,166
Acerv_evm.model.Segkk27_pilon.8,852
Acerv_evm.model.Segkk27_pilon.9,1500
Acerv_evm.model.Segkk27_pilon.6,861
Acerv_evm.model.Segkk27_pilon.7,1125
Acerv_evm.model.Segkk27_pilon.4,813
Acerv_evm.model.Segkk27_pilon.5,285
Acerv_evm.model.Segkk27_pilon.2,1173
Acerv_evm.model.Segkk27_pilon.3,480
Acerv_evm.model.Segkk27_pilon.1,2299
Acerv_evm.model.Segkk28_pilon.11,789
Acerv_evm.model.Segkk28_pilon.10,969
Acerv_evm.model.Segkk28_pilon.13,166
Acerv_evm.model.Segkk28_pilon.12,633
Acerv_evm.model.Segkk28_pilon.15,852
Acerv_evm.model.Segkk28_pilon.14,501
Acerv_evm.model.Segkk28_pilon.17,2046
Acerv_evm.model.Segkk28_pilon.16,666
Acerv_evm.model.Segkk28_pilon.9,1659
Acerv_evm.model.Segkk28_pilon.8,435
Acerv_evm.model.Segkk28_pilon.5,1077
Acerv_evm.model.Segkk28_pilon.4,372
Acerv_evm.model.Segkk28_pilon.7,378
Acerv_evm.model.Segkk28_pilon.6,429
Acerv_evm.model.Segkk28_pilon.1,912
Acerv_evm.model.Segkk28_pilon.3,516
Acerv_evm.model.Segkk28_pilon.2,498
Acerv_evm.model.Segkk29_pilon.8,1659
Acerv_evm.model.Segkk29_pilon.9,1056
Acerv_evm.model.Segkk29_pilon.3,1254
Acerv_evm.model.Segkk29_pilon.14,342
Acerv_evm.model.Segkk29_pilon.15,904
Acerv_evm.model.Segkk29_pilon.12,2139
Acerv_evm.model.Segkk29_pilon.13,552
Acerv_evm.model.Segkk29_pilon.10,678
Acerv_evm.model.Segkk29_pilon.11,1692
Acerv_evm.model.Segkk29_pilon.4,657
Acerv_evm.model.Segkk29_pilon.5,1497
Acerv_evm.model.Segkk29_pilon.6,1749
Acerv_evm.model.Segkk29_pilon.7,462
Acerv_evm.model.Segkk29_pilon.1,729
Acerv_evm.model.Segkk29_pilon.2,2010
Acerv_evm.model.Segkk30_pilon.12,2292
Acerv_evm.model.Segkk30_pilon.17,904
Acerv_evm.model.Segkk30_pilon.10,546
Acerv_evm.model.Segkk30_pilon.11,444
Acerv_evm.model.Segkk30_pilon.15,603
Acerv_evm.model.Segkk30_pilon.16,426
Acerv_evm.model.Segkk30_pilon.2,972
Acerv_evm.model.Segkk30_pilon.3,10350
Acerv_evm.model.Segkk30_pilon.1,1185
Acerv_evm.model.Segkk30_pilon.6,564
Acerv_evm.model.Segkk30_pilon.7,447
Acerv_evm.model.Segkk30_pilon.4,1305
Acerv_evm.model.Segkk30_pilon.5,603
Acerv_evm.model.Segkk30_pilon.8,555
Acerv_evm.model.Segkk30_pilon.9,537
Acerv_evm.model.Segkk30_pilon.13,477
Acerv_evm.model.Segkk30_pilon.14,363
Acerv_evm.model.Segkk31_pilon.1,216
Acerv_evm.model.Segkk32_pilon.1,3138
Acerv_evm.model.Segkk32_pilon.2,1069
Acerv_evm.model.Segkk32_pilon.3,1290
Acerv_evm.model.Segkk33_pilon.5,354
Acerv_evm.model.Segkk33_pilon.4,1008
Acerv_evm.model.Segkk33_pilon.7,309
Acerv_evm.model.Segkk33_pilon.6,1110
Acerv_evm.model.Segkk33_pilon.1,199
Acerv_evm.model.Segkk33_pilon.3,432
Acerv_evm.model.Segkk33_pilon.2,2043
Acerv_evm.model.Segkk33_pilon.8,1404
Acerv_evm.model.Segkk34_pilon.4,252
Acerv_evm.model.Segkk34_pilon.2,2019
Acerv_evm.model.Segkk34_pilon.3,384
Acerv_evm.model.Segkk34_pilon.1,423
Acerv_evm.model.Segkk35_pilon.2,206
Acerv_evm.model.Segkk35_pilon.1,650
Acerv_evm.model.Segkk36_pilon.1,633
Acerv_evm.model.Segkk36_pilon.2,897
Acerv_evm.model.Segkk36_pilon.3,393
Acerv_evm.model.Segkk36_pilon.4,567
Acerv_evm.model.Segkk36_pilon.5,867
Acerv_evm.model.Segkk36_pilon.6,308
Acerv_evm.model.Segkk37_pilon.15,628
Acerv_evm.model.Segkk37_pilon.14,1101
Acerv_evm.model.Segkk37_pilon.17,279
Acerv_evm.model.Segkk37_pilon.16,225
Acerv_evm.model.Segkk37_pilon.11,777
Acerv_evm.model.Segkk37_pilon.10,579
Acerv_evm.model.Segkk37_pilon.13,543
Acerv_evm.model.Segkk37_pilon.12,1107
Acerv_evm.model.Segkk37_pilon.19,1164
Acerv_evm.model.Segkk37_pilon.18,306
Acerv_evm.model.Segkk37_pilon.1,414
Acerv_evm.model.Segkk37_pilon.3,723
Acerv_evm.model.Segkk37_pilon.2,1056
Acerv_evm.model.Segkk37_pilon.5,3492
Acerv_evm.model.Segkk37_pilon.4,1440
Acerv_evm.model.Segkk37_pilon.7,561
Acerv_evm.model.Segkk37_pilon.6,1935
Acerv_evm.model.Segkk37_pilon.9,303
Acerv_evm.model.Segkk37_pilon.8,1029
Acerv_evm.model.Segkk37_pilon.20,891
Acerv_evm.model.Segkk37_pilon.21,1092
Acerv_evm.model.Segkk37_pilon.22,717
Acerv_evm.model.Segkk37_pilon.23,351
Acerv_evm.model.Segkk37_pilon.24,333
Acerv_evm.model.Segkk37_pilon.25,366
Acerv_evm.model.Segkk38_pilon.10,5670
Acerv_evm.model.Segkk38_pilon.11,1674
Acerv_evm.model.Segkk38_pilon.12,558
Acerv_evm.model.Segkk38_pilon.13,273
Acerv_evm.model.Segkk38_pilon.8,1047
Acerv_evm.model.Segkk38_pilon.9,2385
Acerv_evm.model.Segkk38_pilon.2,1314
Acerv_evm.model.Segkk38_pilon.3,2781
Acerv_evm.model.Segkk38_pilon.1,684
Acerv_evm.model.Segkk38_pilon.6,762
Acerv_evm.model.Segkk38_pilon.7,423
Acerv_evm.model.Segkk38_pilon.4,273
Acerv_evm.model.Segkk38_pilon.5,960
Acerv_evm.model.Segkk39_pilon.1,654
Acerv_evm.model.Segkk40_pilon.3,2082
Acerv_evm.model.Segkk40_pilon.2,1017
Acerv_evm.model.Segkk40_pilon.1,1253
Acerv_evm.model.Segkk41_pilon.2,636
Acerv_evm.model.Segkk41_pilon.3,897
Acerv_evm.model.Segkk41_pilon.1,2598
Acerv_evm.model.Segkk41_pilon.4,837
Acerv_evm.model.Segkk41_pilon.5,1869
Acerv_evm.model.Segkk42_pilon.1,207
Acerv_evm.model.Segkk42_pilon.3,960
Acerv_evm.model.Segkk42_pilon.2,399
Acerv_evm.model.Segkk43_pilon.4,389
Acerv_evm.model.Segkk43_pilon.1,495
Acerv_evm.model.Segkk43_pilon.2,729
Acerv_evm.model.Segkk43_pilon.3,678
Acerv_evm.model.Segkk44_pilon.3,441
Acerv_evm.model.Segkk44_pilon.2,978
Acerv_evm.model.Segkk44_pilon.1,1233
Acerv_evm.model.Segkk45_pilon.6,309
Acerv_evm.model.Segkk45_pilon.7,2148
Acerv_evm.model.Segkk45_pilon.4,1680
Acerv_evm.model.Segkk45_pilon.5,621
Acerv_evm.model.Segkk45_pilon.3,600
Acerv_evm.model.Segkk45_pilon.8,777
Acerv_evm.model.Segkk45_pilon.9,241
Acerv_evm.model.Segkk45_pilon.2,1476
Acerv_evm.model.Segkk45_pilon.1,1812
Acerv_evm.model.Segkk45_pilon.10,443
Acerv_evm.model.Segkk46_pilon.1,271
Acerv_evm.model.Segkk46_pilon.2,2181
Acerv_evm.model.Segkk47_pilon.1,1668
Acerv_evm.model.Segkk47_pilon.2,614
Acerv_evm.model.Segkk48_pilon.13,1559
Acerv_evm.model.Segkk48_pilon.3,8406
Acerv_evm.model.Segkk48_pilon.7,612
Acerv_evm.model.Segkk48_pilon.6,513
Acerv_evm.model.Segkk48_pilon.5,4164
Acerv_evm.model.Segkk48_pilon.4,705
Acerv_evm.model.Segkk48_pilon.8,408
Acerv_evm.model.Segkk48_pilon.2,2736
Acerv_evm.model.Segkk48_pilon.1,1485
Acerv_evm.model.Segkk48_pilon.9,2397
Acerv_evm.model.Segkk48_pilon.12,1482
Acerv_evm.model.Segkk48_pilon.11,8331
Acerv_evm.model.Segkk48_pilon.10,2487
Acerv_evm.model.Segkk49_pilon.10,1776
Acerv_evm.model.Segkk49_pilon.11,576
Acerv_evm.model.Segkk49_pilon.12,1386
Acerv_evm.model.Segkk49_pilon.13,834
Acerv_evm.model.Segkk49_pilon.6,627
Acerv_evm.model.Segkk49_pilon.2,405
Acerv_evm.model.Segkk49_pilon.3,903
Acerv_evm.model.Segkk49_pilon.1,978
Acerv_evm.model.Segkk49_pilon.7,744
Acerv_evm.model.Segkk49_pilon.4,948
Acerv_evm.model.Segkk49_pilon.5,987
Acerv_evm.model.Segkk49_pilon.8,1158
Acerv_evm.model.Segkk49_pilon.9,3525
Acerv_evm.model.Segkk50_pilon.1,840
Acerv_evm.model.Segkk50_pilon.2,426
Acerv_evm.model.Segkk51_pilon.15,1161
Acerv_evm.model.Segkk51_pilon.14,1323
Acerv_evm.model.Segkk51_pilon.17,1584
Acerv_evm.model.Segkk51_pilon.16,1611
Acerv_evm.model.Segkk51_pilon.11,504
Acerv_evm.model.Segkk51_pilon.10,1917
Acerv_evm.model.Segkk51_pilon.13,2442
Acerv_evm.model.Segkk51_pilon.12,1131
Acerv_evm.model.Segkk51_pilon.19,270
Acerv_evm.model.Segkk51_pilon.18,2235
Acerv_evm.model.Segkk51_pilon.1,321
Acerv_evm.model.Segkk51_pilon.3,3666
Acerv_evm.model.Segkk51_pilon.2,237
Acerv_evm.model.Segkk51_pilon.5,501
Acerv_evm.model.Segkk51_pilon.4,1182
Acerv_evm.model.Segkk51_pilon.7,882
Acerv_evm.model.Segkk51_pilon.6,792
Acerv_evm.model.Segkk51_pilon.20,627
Acerv_evm.model.Segkk51_pilon.21,3174
Acerv_evm.model.Segkk51_pilon.22,975
Acerv_evm.model.Segkk51_pilon.9,309
Acerv_evm.model.Segkk51_pilon.8,585
Acerv_evm.model.Segkk52_pilon.2,786
Acerv_evm.model.Segkk52_pilon.3,265
Acerv_evm.model.Segkk52_pilon.1,281
Acerv_evm.model.Segkk53_pilon.2,1140
Acerv_evm.model.Segkk53_pilon.1,312
Acerv_evm.model.Segkk54_pilon.1,1743
Acerv_evm.model.Segkk55_pilon.1,1218
Acerv_evm.model.Segkk56_pilon.2,3795
Acerv_evm.model.Segkk56_pilon.3,921
Acerv_evm.model.Segkk56_pilon.1,632
Acerv_evm.model.Segkk56_pilon.6,966
Acerv_evm.model.Segkk56_pilon.7,3625
Acerv_evm.model.Segkk56_pilon.4,381
Acerv_evm.model.Segkk56_pilon.5,516
Acerv_evm.model.Segkk57_pilon.1,337
Acerv_evm.model.Segkk58_pilon.30,2013
Acerv_evm.model.Segkk58_pilon.31,255
Acerv_evm.model.Segkk58_pilon.18,414
Acerv_evm.model.Segkk58_pilon.19,528
Acerv_evm.model.Segkk58_pilon.12,957
Acerv_evm.model.Segkk58_pilon.13,237
Acerv_evm.model.Segkk58_pilon.10,2628
Acerv_evm.model.Segkk58_pilon.11,786
Acerv_evm.model.Segkk58_pilon.16,417
Acerv_evm.model.Segkk58_pilon.17,384
Acerv_evm.model.Segkk58_pilon.14,369
Acerv_evm.model.Segkk58_pilon.15,465
Acerv_evm.model.Segkk58_pilon.23,498
Acerv_evm.model.Segkk58_pilon.22,1833
Acerv_evm.model.Segkk58_pilon.21,1419
Acerv_evm.model.Segkk58_pilon.20,2355
Acerv_evm.model.Segkk58_pilon.27,798
Acerv_evm.model.Segkk58_pilon.26,1344
Acerv_evm.model.Segkk58_pilon.25,882
Acerv_evm.model.Segkk58_pilon.24,1284
Acerv_evm.model.Segkk58_pilon.29,2577
Acerv_evm.model.Segkk58_pilon.28,3762
Acerv_evm.model.Segkk58_pilon.8,1353
Acerv_evm.model.Segkk58_pilon.9,1677
Acerv_evm.model.Segkk58_pilon.1,1929
Acerv_evm.model.Segkk58_pilon.2,1755
Acerv_evm.model.Segkk58_pilon.3,687
Acerv_evm.model.Segkk58_pilon.4,1260
Acerv_evm.model.Segkk58_pilon.5,1539
Acerv_evm.model.Segkk58_pilon.6,1053
Acerv_evm.model.Segkk58_pilon.7,315
Acerv_evm.model.Segkk59_pilon.1,344
Acerv_evm.model.Segkk59_pilon.3,261
Acerv_evm.model.Segkk59_pilon.2,270
Acerv_evm.model.Segkk59_pilon.5,702
Acerv_evm.model.Segkk59_pilon.4,270
Acerv_evm.model.Segkk60_pilon.22,816
Acerv_evm.model.Segkk60_pilon.20,1650
Acerv_evm.model.Segkk60_pilon.21,1182
Acerv_evm.model.Segkk60_pilon.9,8202
Acerv_evm.model.Segkk60_pilon.8,888
Acerv_evm.model.Segkk60_pilon.1,702
Acerv_evm.model.Segkk60_pilon.3,864
Acerv_evm.model.Segkk60_pilon.2,1227
Acerv_evm.model.Segkk60_pilon.5,1404
Acerv_evm.model.Segkk60_pilon.4,2412
Acerv_evm.model.Segkk60_pilon.7,675
Acerv_evm.model.Segkk60_pilon.6,2844
Acerv_evm.model.Segkk60_pilon.19,1347
Acerv_evm.model.Segkk60_pilon.18,547
Acerv_evm.model.Segkk60_pilon.15,5277
Acerv_evm.model.Segkk60_pilon.14,1554
Acerv_evm.model.Segkk60_pilon.17,3276
Acerv_evm.model.Segkk60_pilon.16,2547
Acerv_evm.model.Segkk60_pilon.11,4431
Acerv_evm.model.Segkk60_pilon.10,1425
Acerv_evm.model.Segkk60_pilon.13,906
Acerv_evm.model.Segkk60_pilon.12,10659
Acerv_evm.model.Segkk61_pilon.1,1170
Acerv_evm.model.Segkk61_pilon.2,474
Acerv_evm.model.Segkk62_pilon.1,792
Acerv_evm.model.Segkk63_pilon.6,525
Acerv_evm.model.Segkk63_pilon.7,1134
Acerv_evm.model.Segkk63_pilon.4,363
Acerv_evm.model.Segkk63_pilon.5,726
Acerv_evm.model.Segkk63_pilon.2,2994
Acerv_evm.model.Segkk63_pilon.3,267
Acerv_evm.model.Segkk63_pilon.1,936
Acerv_evm.model.Segkk64_pilon.1,2204
Acerv_evm.model.Segkk64_pilon.2,1296
Acerv_evm.model.Segkk65_pilon.4,357
Acerv_evm.model.Segkk65_pilon.1,240
Acerv_evm.model.Segkk65_pilon.2,513
Acerv_evm.model.Segkk65_pilon.3,2463
Acerv_evm.model.Segkk66_pilon.3,378
Acerv_evm.model.Segkk66_pilon.2,2067
Acerv_evm.model.Segkk66_pilon.1,465
Acerv_evm.model.Segkk66_pilon.5,612
Acerv_evm.model.Segkk66_pilon.4,297
Acerv_evm.model.Segkk67_pilon.1,215
Acerv_evm.model.Segkk68_pilon.1,444
Acerv_evm.model.Segkk68_pilon.3,1386
Acerv_evm.model.Segkk68_pilon.2,1260
Acerv_evm.model.Segkk68_pilon.5,462
Acerv_evm.model.Segkk68_pilon.4,510
Acerv_evm.model.Segkk68_pilon.7,1062
Acerv_evm.model.Segkk68_pilon.6,4098
Acerv_evm.model.Segkk68_pilon.9,4992
Acerv_evm.model.Segkk68_pilon.8,1248
Acerv_evm.model.Segkk68_pilon.88,312
Acerv_evm.model.Segkk68_pilon.89,411
Acerv_evm.model.Segkk68_pilon.82,1845
Acerv_evm.model.Segkk68_pilon.83,1704
Acerv_evm.model.Segkk68_pilon.80,2172
Acerv_evm.model.Segkk68_pilon.81,420
Acerv_evm.model.Segkk68_pilon.86,423
Acerv_evm.model.Segkk68_pilon.87,378
Acerv_evm.model.Segkk68_pilon.84,423
Acerv_evm.model.Segkk68_pilon.85,423
Acerv_evm.model.Segkk68_pilon.39,2514
Acerv_evm.model.Segkk68_pilon.38,1161
Acerv_evm.model.Segkk68_pilon.33,696
Acerv_evm.model.Segkk68_pilon.32,2136
Acerv_evm.model.Segkk68_pilon.31,384
Acerv_evm.model.Segkk68_pilon.30,1953
Acerv_evm.model.Segkk68_pilon.37,1179
Acerv_evm.model.Segkk68_pilon.36,573
Acerv_evm.model.Segkk68_pilon.35,771
Acerv_evm.model.Segkk68_pilon.34,699
Acerv_evm.model.Segkk68_pilon.64,1113
Acerv_evm.model.Segkk68_pilon.65,2055
Acerv_evm.model.Segkk68_pilon.66,1335
Acerv_evm.model.Segkk68_pilon.67,1011
Acerv_evm.model.Segkk68_pilon.60,789
Acerv_evm.model.Segkk68_pilon.61,2292
Acerv_evm.model.Segkk68_pilon.62,441
Acerv_evm.model.Segkk68_pilon.63,1266
Acerv_evm.model.Segkk68_pilon.68,894
