"","gene_id","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","length","1_2","2_2","4_2","11_2","28_2","35_2","36_2","38_2","39_2","41_2","42_2","47_2","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Treatment_Compare"
"521","Pocillopora_acuta_HIv1_PredGene_g19073.t1","GO:0016491",0.000143629036346412,0.999943126229297,26,1058,"oxidoreductase activity","MF",1506,55,25,118,171,28,31,22,34,117,168,44,46,58.380222728194,1.1206432216973,0.313670671845192,3.57267453506261,0.000353353820884404,0.0376073991901451,"CvsHigh"
"630","Pocillopora_acuta_HIv1_PredGene_g21047.t1","GO:0016491",0.000143629036346412,0.999943126229297,26,1058,"oxidoreductase activity","MF",1557,106,176,174,172,96,181,186,226,296,290,176,126,185.433105747329,-1.0590170049083,0.280444970570971,-3.77620252112991,0.000159237534636399,0.0214024345839014,"CvsHigh"
"730","Pocillopora_acuta_HIv1_PredGene_g21283.t1","GO:0016491",0.000143629036346412,0.999943126229297,26,1058,"oxidoreductase activity","MF",3009,244,54,222,151,151,165,181,288,234,241,261,250,205.059182176045,-1.36944269404224,0.248084243563222,-5.52007122408501,3.38862284386367e-08,3.35245163165046e-05,"CvsMid"
"746","Pocillopora_acuta_HIv1_PredGene_g21407.t1","GO:0016491",0.000143629036346412,0.999943126229297,26,1058,"oxidoreductase activity","MF",1122,35,37,42,53,27,39,61,61,57,85,55,40,49.5973529261396,-0.994314771508488,0.283219095408073,-3.51076176581894,0.000446824642989232,0.0453007001196109,"CvsHigh"
"1322","Pocillopora_acuta_HIv1_PredGene_g24043.t1","GO:0016491",0.000143629036346412,0.999943126229297,26,1058,"oxidoreductase activity","MF",834,24,9,137,152,38,29,13,19,88,126,51,25,46.3450326255758,1.71030050105666,0.37882841185308,4.51471021587462,6.34034028245144e-06,0.00227265815473985,"CvsHigh"
"1335","Pocillopora_acuta_HIv1_PredGene_g24638.t1","GO:0016491",0.000143629036346412,0.999943126229297,26,1058,"oxidoreductase activity","MF",294,47,17,9,26,28,69,53,35,8,11,58,31,37.7675127385225,-2.80008206457194,0.422709569482559,-6.62412745469552,3.49305280558796e-11,5.47733966934896e-08,"CvsHigh"
"1336","Pocillopora_acuta_HIv1_PredGene_g24638.t1","GO:0016491",0.000143629036346412,0.999943126229297,26,1058,"oxidoreductase activity","MF",294,47,17,9,26,28,69,53,35,8,11,58,31,37.7675127385225,-2.79006172063244,0.422738128097307,-6.59997652255823,4.11222898322323e-11,5.09072304812597e-08,"CvsMid"
"1397","Pocillopora_acuta_HIv1_PredGene_g27509.t1","GO:0016491",0.000143629036346412,0.999943126229297,26,1058,"oxidoreductase activity","MF",984,75,15,210,204,29,63,32,54,162,212,64,46,75.6776914379502,1.15551558896762,0.286628554133536,4.03140431162098,5.5444569634743e-05,0.0109589220367966,"CvsHigh"
"1398","Pocillopora_acuta_HIv1_PredGene_g27868.t1","GO:0016491",0.000143629036346412,0.999943126229297,26,1058,"oxidoreductase activity","MF",1209,56,29,222,209,37,46,49,75,175,206,88,54,83.8332092495097,0.874251254359517,0.24915197438971,3.50890759144481,0.000449951209145783,0.0454218986708925,"CvsHigh"
"1567","Pocillopora_acuta_HIv1_PredGene_g29112.t1","GO:0016491",0.000143629036346412,0.999943126229297,26,1058,"oxidoreductase activity","MF",2244,15,30,12,18,8,16,29,34,21,17,20,26,23.8258976242312,-2.01227626813344,0.452863754372312,-4.44344739163887,8.85288104843361e-06,0.00277638153520276,"CvsHigh"
"1642","Pocillopora_acuta_HIv1_PredGene_g3121.t1","GO:0016491",0.000143629036346412,0.999943126229297,26,1058,"oxidoreductase activity","MF",396,5655,1420,1765,3451,6771,7183,4690,4045,210,266,7648,6854,5081.15033430816,-3.39846132026548,0.812407918108114,-4.18319571303492,2.8743973494768e-05,0.0118611754486042,"CvsMid"
"1649","Pocillopora_acuta_HIv1_PredGene_g31487.t1","GO:0016491",0.000143629036346412,0.999943126229297,26,1058,"oxidoreductase activity","MF",519,16752,4444,74679,54451,21943,22942,13241,11642,57079,64412,22922,20807,26305.9115184922,1.16566788963119,0.316996603612473,3.6772251700722,0.00023578489416864,0.0284232342997635,"CvsHigh"
"1653","Pocillopora_acuta_HIv1_PredGene_g31487.t2","GO:0016491",0.000143629036346412,0.999943126229297,26,1058,"oxidoreductase activity","MF",555,16752,4444,74679,54451,21943,22942,13241,11642,57079,64412,22922,20807,26305.9115184922,1.16566788963119,0.316996603612473,3.6772251700722,0.00023578489416864,0.0284232342997635,"CvsHigh"
"1671","Pocillopora_acuta_HIv1_PredGene_g31607.t1","GO:0016491",0.000143629036346412,0.999943126229297,26,1058,"oxidoreductase activity","MF",750,46,15,220,386,38,58,50,31,159,208,75,71,87.5036187344635,1.56229255577663,0.39084322230556,3.99723589054649,6.40864306289796e-05,0.0120590154785938,"CvsHigh"
"2089","Pocillopora_acuta_HIv1_PredGene_g4057.t1","GO:0016491",0.000143629036346412,0.999943126229297,26,1058,"oxidoreductase activity","MF",942,102,43,461,914,93,134,160,79,405,567,282,170,222.481303553139,1.3768079423211,0.388942579950022,3.53987455551412,0.000400317264947903,0.0418482772837317,"CvsHigh"
"2117","Pocillopora_acuta_HIv1_PredGene_g5395.t1","GO:0016491",0.000143629036346412,0.999943126229297,26,1058,"oxidoreductase activity","MF",1569,84,94,136,213,27,98,183,171,153,126,49,27,108.692217274023,-1.56745309083372,0.366626518089193,-4.27534019907526,1.90845648851874e-05,0.0318492027064724,"MidvsHigh"
"2150","Pocillopora_acuta_HIv1_PredGene_g73.t1","GO:0016491",0.000143629036346412,0.999943126229297,26,1058,"oxidoreductase activity","MF",1215,168,69,626,779,141,200,113,129,577,611,244,140,250.432107277429,1.18879999373727,0.256469193106056,4.63525454788511,3.56498514452575e-06,0.0014710879927086,"CvsHigh"
"2154","Pocillopora_acuta_HIv1_PredGene_g7379.t1","GO:0016491",0.000143629036346412,0.999943126229297,26,1058,"oxidoreductase activity","MF",2070,57,38,12,53,21,60,48,133,66,57,78,38,56.847408523961,-1.74974603133862,0.418812800715707,-4.1778714221449,2.94249908214642e-05,0.00760555174847977,"CvsHigh"
"2190","Pocillopora_acuta_HIv1_PredGene_g8002.t1","GO:0016491",0.000143629036346412,0.999943126229297,26,1058,"oxidoreductase activity","MF",1431,199,112,827,1018,156,217,155,107,563,734,294,173,303.740814584418,1.18035572427331,0.323992499018738,3.64315756645048,0.000269313862235098,0.0316726567681586,"CvsHigh"
"2200","Pocillopora_acuta_HIv1_PredGene_g8027.t1","GO:0016491",0.000143629036346412,0.999943126229297,26,1058,"oxidoreductase activity","MF",975,291,89,769,832,145,262,149,219,901,990,368,222,342.788332853085,1.11801893187508,0.197171954615295,5.67027361501013,1.42569643786716e-08,1.24199281166939e-05,"CvsHigh"
"2220","Pocillopora_acuta_HIv1_PredGene_g9091.t1","GO:0016491",0.000143629036346412,0.999943126229297,26,1058,"oxidoreductase activity","MF",975,132,23,401,611,56,139,77,99,369,511,174,98,169.072630956643,1.41749432521255,0.318066431365095,4.45659832484953,8.32704172445081e-06,0.0026849766946405,"CvsHigh"
"92","Pocillopora_acuta_HIv1_PredGene_31452_t","GO:0003824",0.00748639303278234,0.996563535869487,18,898,"catalytic activity","MF",669,34,37,24,44,22,47,44,52,53,53,73,37,45.4213426442144,-1.32023641105123,0.323832975361056,-4.0769054157602,4.56390467364331e-05,0.00995582594874899,"CvsHigh"
"110","Pocillopora_acuta_HIv1_PredGene_5516_t","GO:0003824",0.00748639303278234,0.996563535869487,18,898,"catalytic activity","MF",1104,25,9,22,27,15,28,28,26,22,25,29,26,24.0143307652917,-1.23184857516622,0.316968075982819,-3.88634903167027,0.000101763163419655,0.0327886488601878,"CvsMid"
"181","Pocillopora_acuta_HIv1_PredGene_g10986.t1","GO:0003824",0.00748639303278234,0.996563535869487,18,898,"catalytic activity","MF",3702,106,99,42,16,36,109,73,125,0,51,64,96,85.3721216985779,-3.23884273874646,0.846697883222447,-3.82526377226756,0.000130632143778755,0.0191334655090784,"CvsHigh"
"536","Pocillopora_acuta_HIv1_PredGene_g19464.t1","GO:0003824",0.00748639303278234,0.996563535869487,18,898,"catalytic activity","MF",1164,81,12,294,299,33,56,45,45,197,255,85,58,91.9050545784096,1.63731226470817,0.302572228992593,5.41131045026691,6.25651969347491e-08,4.56143478289932e-05,"CvsHigh"
"547","Pocillopora_acuta_HIv1_PredGene_g19464.t2","GO:0003824",0.00748639303278234,0.996563535869487,18,898,"catalytic activity","MF",1173,81,12,294,299,33,56,45,45,197,255,85,58,91.9050545784096,1.63731226470817,0.302572228992593,5.41131045026691,6.25651969347491e-08,4.56143478289932e-05,"CvsHigh"
"599","Pocillopora_acuta_HIv1_PredGene_g20277.t1","GO:0003824",0.00748639303278234,0.996563535869487,18,898,"catalytic activity","MF",1077,25,9,22,27,15,28,28,26,22,25,29,26,24.0143307652917,-1.23184857516622,0.316968075982819,-3.88634903167027,0.000101763163419655,0.0327886488601878,"CvsMid"
"637","Pocillopora_acuta_HIv1_PredGene_g21093.t1","GO:0003824",0.00748639303278234,0.996563535869487,18,898,"catalytic activity","MF",1428,87,34,715,1231,51,167,116,94,1081,1083,108,72,264.519647965954,2.46376075830114,0.280194990476093,8.7930221525904,1.45589752686194e-18,4.8920236756171e-15,"CvsMid"
"638","Pocillopora_acuta_HIv1_PredGene_g21093.t1","GO:0003824",0.00748639303278234,0.996563535869487,18,898,"catalytic activity","MF",1428,87,34,715,1231,51,167,116,94,1081,1083,108,72,264.519647965954,2.20460526959164,0.278273245807322,7.92244781993208,2.32879829758278e-15,6.0861849730494e-12,"CvsHigh"
"673","Pocillopora_acuta_HIv1_PredGene_g21093.t2","GO:0003824",0.00748639303278234,0.996563535869487,18,898,"catalytic activity","MF",1461,87,34,715,1231,51,167,116,94,1081,1083,108,72,264.519647965954,2.46376075830114,0.280194990476093,8.7930221525904,1.45589752686194e-18,4.8920236756171e-15,"CvsMid"
"674","Pocillopora_acuta_HIv1_PredGene_g21093.t2","GO:0003824",0.00748639303278234,0.996563535869487,18,898,"catalytic activity","MF",1461,87,34,715,1231,51,167,116,94,1081,1083,108,72,264.519647965954,2.20460526959164,0.278273245807322,7.92244781993208,2.32879829758278e-15,6.0861849730494e-12,"CvsHigh"
"1279","Pocillopora_acuta_HIv1_PredGene_g22758.t1","GO:0003824",0.00748639303278234,0.996563535869487,18,898,"catalytic activity","MF",1761,222,26,678,474,91,106,92,180,374,558,215,167,210.02930302463,1.33458682897004,0.320029745469289,4.17019620164687,3.04337510968155e-05,0.00778078542987171,"CvsHigh"
"1390","Pocillopora_acuta_HIv1_PredGene_g27314.t1","GO:0003824",0.00748639303278234,0.996563535869487,18,898,"catalytic activity","MF",1548,26,30,46,36,19,39,47,43,57,52,39,18,37.2264601578276,-0.970320001206888,0.276826501327435,-3.50515574395522,0.00045634024502219,0.045481266538843,"CvsHigh"
"1593","Pocillopora_acuta_HIv1_PredGene_g30033.t1","GO:0003824",0.00748639303278234,0.996563535869487,18,898,"catalytic activity","MF",1065,88,15,376,467,46,78,53,37,244,321,100,73,118.038887836514,1.85721202914179,0.347083954997237,5.35090142428675,8.75171874842017e-08,6.05438754945855e-05,"CvsHigh"
"2136","Pocillopora_acuta_HIv1_PredGene_g5916.t1","GO:0003824",0.00748639303278234,0.996563535869487,18,898,"catalytic activity","MF",888,34,37,24,44,22,47,44,52,53,53,73,37,45.4213426442144,-1.32023641105123,0.323832975361056,-4.0769054157602,4.56390467364331e-05,0.00995582594874899,"CvsHigh"
"2147","Pocillopora_acuta_HIv1_PredGene_g6689.t1","GO:0003824",0.00748639303278234,0.996563535869487,18,898,"catalytic activity","MF",225,10,8,6,8,8,16,16,15,10,11,12,7,11.4622098071215,-1.84906204785232,0.421200668346921,-4.3899789027147,1.13361658575485e-05,0.00350839417283418,"CvsHigh"
"2172","Pocillopora_acuta_HIv1_PredGene_g7769.t1","GO:0003824",0.00748639303278234,0.996563535869487,18,898,"catalytic activity","MF",1269,20,19,6,25,13,43,53,26,33,23,38,56,33.0658196932821,-1.92325284361496,0.502133879973181,-3.83015948598745,0.000128060232083086,0.0190065188254353,"CvsHigh"
"2223","Pocillopora_acuta_HIv1_PredGene_g9372.t1","GO:0003824",0.00748639303278234,0.996563535869487,18,898,"catalytic activity","MF",1428,110,51,1596,2453,64,193,169,104,2586,2531,138,60,511.190207057122,3.40489694662448,0.272930594125069,12.4753216382338,1.01794330792847e-35,5.98576113644641e-32,"CvsMid"
"2224","Pocillopora_acuta_HIv1_PredGene_g9372.t1","GO:0003824",0.00748639303278234,0.996563535869487,18,898,"catalytic activity","MF",1428,110,51,1596,2453,64,193,169,104,2586,2531,138,60,511.190207057122,2.99266860141855,0.270307518898085,11.0713479729245,1.72781835928013e-28,1.0160003907157e-24,"CvsHigh"
"2261","Pocillopora_acuta_HIv1_PredGene_g9372.t2","GO:0003824",0.00748639303278234,0.996563535869487,18,898,"catalytic activity","MF",1461,110,51,1596,2453,64,193,169,104,2586,2531,138,60,511.190207057122,2.99266860141855,0.270307518898085,11.0713479729245,1.72781835928013e-28,1.0160003907157e-24,"CvsHigh"
"2262","Pocillopora_acuta_HIv1_PredGene_g9372.t2","GO:0003824",0.00748639303278234,0.996563535869487,18,898,"catalytic activity","MF",1461,110,51,1596,2453,64,193,169,104,2586,2531,138,60,511.190207057122,3.40489694662448,0.272930594125069,12.4753216382338,1.01794330792847e-35,5.98576113644641e-32,"CvsMid"
"2286","Pocillopora_acuta_HIv1_PredGene_g953.t1","GO:0003824",0.00748639303278234,0.996563535869487,18,898,"catalytic activity","MF",741,99,79,97,109,85,99,81,118,130,153,123,70,105.995988944315,-0.897987593309543,0.247931638833529,-3.62191609563993,0.000292428976697585,0.0325982083455161,"CvsHigh"
"2293","Pocillopora_acuta_HIv1_PredGene_g9927.t1","GO:0003824",0.00748639303278234,0.996563535869487,18,898,"catalytic activity","MF",1065,84,15,336,379,46,76,51,37,213,278,98,71,107.183331832391,1.66079321834182,0.336878943736565,4.92994070784233,8.2254577586886e-07,0.000407255293226008,"CvsHigh"
"91","Pocillopora_acuta_HIv1_PredGene_27047_t","GO:0016829",0.000259278330369115,0.999934986627356,12,321,"lyase activity","MF",1314,20,42,295,347,39,22,16,13,168,334,62,60,87.2053265477403,2.09137948662732,0.558193162764081,3.74669491878251,0.000179179784212347,0.0229048244807533,"CvsHigh"
"109","Pocillopora_acuta_HIv1_PredGene_5516_t","GO:0016829",0.000259278330369115,0.999934986627356,12,321,"lyase activity","MF",1104,25,9,22,27,15,28,28,26,22,25,29,26,24.0143307652917,-1.23184857516622,0.316968075982819,-3.88634903167027,0.000101763163419655,0.0327886488601878,"CvsMid"
"179","Pocillopora_acuta_HIv1_PredGene_g10986.t1","GO:0016829",0.000259278330369115,0.999934986627356,12,321,"lyase activity","MF",3702,106,99,42,16,36,109,73,125,0,51,64,96,85.3721216985779,-3.23884273874646,0.846697883222447,-3.82526377226756,0.000130632143778755,0.0191334655090784,"CvsHigh"
"335","Pocillopora_acuta_HIv1_PredGene_g1271.t1","GO:0016829",0.000259278330369115,0.999934986627356,12,321,"lyase activity","MF",1032,47,16,273,466,70,33,29,27,134,158,64,108,95.7430410043327,2.17895612073762,0.484105316209845,4.50099605969439,6.76357598876703e-06,0.00227265815473985,"CvsHigh"
"369","Pocillopora_acuta_HIv1_PredGene_g1272.t1","GO:0016829",0.000259278330369115,0.999934986627356,12,321,"lyase activity","MF",960,26,0,77,63,43,10,13,9,46,99,62,79,40.1267610801369,2.94270093049046,0.500837298451904,5.87556266193912,4.21409519930272e-09,4.57123976744362e-05,"MidvsHigh"
"370","Pocillopora_acuta_HIv1_PredGene_g1272.t1","GO:0016829",0.000259278330369115,0.999934986627356,12,321,"lyase activity","MF",960,26,0,77,63,43,10,13,9,46,99,62,79,40.1267610801369,2.06147304733285,0.498357516866523,4.13653447086459,3.52590408956699e-05,0.00863883230111512,"CvsHigh"
"526","Pocillopora_acuta_HIv1_PredGene_g19390.t1","GO:0016829",0.000259278330369115,0.999934986627356,12,321,"lyase activity","MF",1962,20,42,295,347,39,22,16,13,168,334,62,60,87.2053265477403,2.09137948662732,0.558193162764081,3.74669491878251,0.000179179784212347,0.0229048244807533,"CvsHigh"
"539","Pocillopora_acuta_HIv1_PredGene_g19464.t1","GO:0016829",0.000259278330369115,0.999934986627356,12,321,"lyase activity","MF",1164,81,12,294,299,33,56,45,45,197,255,85,58,91.9050545784096,1.63731226470817,0.302572228992593,5.41131045026691,6.25651969347491e-08,4.56143478289932e-05,"CvsHigh"
"546","Pocillopora_acuta_HIv1_PredGene_g19464.t2","GO:0016829",0.000259278330369115,0.999934986627356,12,321,"lyase activity","MF",1173,81,12,294,299,33,56,45,45,197,255,85,58,91.9050545784096,1.63731226470817,0.302572228992593,5.41131045026691,6.25651969347491e-08,4.56143478289932e-05,"CvsHigh"
"604","Pocillopora_acuta_HIv1_PredGene_g20277.t1","GO:0016829",0.000259278330369115,0.999934986627356,12,321,"lyase activity","MF",1077,25,9,22,27,15,28,28,26,22,25,29,26,24.0143307652917,-1.23184857516622,0.316968075982819,-3.88634903167027,0.000101763163419655,0.0327886488601878,"CvsMid"
"1277","Pocillopora_acuta_HIv1_PredGene_g22758.t1","GO:0016829",0.000259278330369115,0.999934986627356,12,321,"lyase activity","MF",1761,222,26,678,474,91,106,92,180,374,558,215,167,210.02930302463,1.33458682897004,0.320029745469289,4.17019620164687,3.04337510968155e-05,0.00778078542987171,"CvsHigh"
"2114","Pocillopora_acuta_HIv1_PredGene_g5395.t1","GO:0016829",0.000259278330369115,0.999934986627356,12,321,"lyase activity","MF",1569,84,94,136,213,27,98,183,171,153,126,49,27,108.692217274023,-1.56745309083372,0.366626518089193,-4.27534019907526,1.90845648851874e-05,0.0318492027064724,"MidvsHigh"
"2148","Pocillopora_acuta_HIv1_PredGene_g6689.t1","GO:0016829",0.000259278330369115,0.999934986627356,12,321,"lyase activity","MF",225,10,8,6,8,8,16,16,15,10,11,12,7,11.4622098071215,-1.84906204785232,0.421200668346921,-4.3899789027147,1.13361658575485e-05,0.00350839417283418,"CvsHigh"
"178","Pocillopora_acuta_HIv1_PredGene_g10986.t1","GO:0020037",0.000429772058671519,0.999902432438736,10,264,"heme binding","MF",3702,106,99,42,16,36,109,73,125,0,51,64,96,85.3721216985779,-3.23884273874646,0.846697883222447,-3.82526377226756,0.000130632143778755,0.0191334655090784,"CvsHigh"
"217","Pocillopora_acuta_HIv1_PredGene_g11568.t1","GO:0020037",0.000429772058671519,0.999902432438736,10,264,"heme binding","MF",1158,205,63,65,110,75,153,182,213,126,199,164,63,136.349184921292,-1.46559403847632,0.315015428449986,-4.65245161383899,3.28011721391106e-06,0.00137770780336432,"CvsHigh"
"218","Pocillopora_acuta_HIv1_PredGene_g11568.t1","GO:0020037",0.000429772058671519,0.999902432438736,10,264,"heme binding","MF",1158,205,63,65,110,75,153,182,213,126,199,164,63,136.349184921292,-1.25863403873435,0.315856180019127,-3.98483271297123,6.75276810874622e-05,0.0244356705670492,"CvsMid"
"239","Pocillopora_acuta_HIv1_PredGene_g11568.t2","GO:0020037",0.000429772058671519,0.999902432438736,10,264,"heme binding","MF",1125,205,63,65,110,75,153,182,213,126,199,164,63,136.349184921292,-1.25863403873435,0.315856180019127,-3.98483271297123,6.75276810874622e-05,0.0244356705670492,"CvsMid"
"240","Pocillopora_acuta_HIv1_PredGene_g11568.t2","GO:0020037",0.000429772058671519,0.999902432438736,10,264,"heme binding","MF",1125,205,63,65,110,75,153,182,213,126,199,164,63,136.349184921292,-1.46559403847632,0.315015428449986,-4.65245161383899,3.28011721391106e-06,0.00137770780336432,"CvsHigh"
"265","Pocillopora_acuta_HIv1_PredGene_g11569.t1","GO:0020037",0.000429772058671519,0.999902432438736,10,264,"heme binding","MF",1011,383,160,185,329,151,299,342,455,419,429,331,181,300.847765588839,-1.07194681263252,0.252224311653615,-4.24997418212663,2.13795156724868e-05,0.00591567709399203,"CvsHigh"
"516","Pocillopora_acuta_HIv1_PredGene_g19073.t1","GO:0020037",0.000429772058671519,0.999902432438736,10,264,"heme binding","MF",1506,55,25,118,171,28,31,22,34,117,168,44,46,58.380222728194,1.1206432216973,0.313670671845192,3.57267453506261,0.000353353820884404,0.0376073991901451,"CvsHigh"
"691","Pocillopora_acuta_HIv1_PredGene_g21278.t1","GO:0005102",0.0384377873369996,0.983262659675045,10,529,"signaling receptor binding","MF",3792,27,16,0,15,15,21,16,33,12,16,21,18,20.1796643226772,-2.20556523145299,0.493953287309498,-4.46512916933183,8.00204594826707e-06,0.00409165484237369,"CvsMid"
"692","Pocillopora_acuta_HIv1_PredGene_g21278.t1","GO:0005102",0.0384377873369996,0.983262659675045,10,529,"signaling receptor binding","MF",3792,27,16,0,15,15,21,16,33,12,16,21,18,20.1796643226772,-2.24536794687579,0.493188240715228,-4.55276051111748,5.2946534848193e-06,0.00197675467645134,"CvsHigh"
"742","Pocillopora_acuta_HIv1_PredGene_g21283.t1","GO:0020037",0.000429772058671519,0.999902432438736,10,264,"heme binding","MF",3009,244,54,222,151,151,165,181,288,234,241,261,250,205.059182176045,-1.36944269404224,0.248084243563222,-5.52007122408501,3.38862284386367e-08,3.35245163165046e-05,"CvsMid"
"768","Pocillopora_acuta_HIv1_PredGene_g21773.t1","GO:0005102",0.0384377873369996,0.983262659675045,10,529,"signaling receptor binding","MF",966,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.942096791425005,0.212231700162416,-4.43900129294559,9.03772737488454e-06,0.024509186924765,"MidvsHigh"
"769","Pocillopora_acuta_HIv1_PredGene_g21773.t1","GO:0005102",0.0384377873369996,0.983262659675045,10,529,"signaling receptor binding","MF",966,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.765749290906834,0.208128930251353,-3.6792063937582,0.00023396087028913,0.0284232342997635,"CvsHigh"
"786","Pocillopora_acuta_HIv1_PredGene_g21773.t1","GO:0005125",2.98208646727919e-07,0.999999972226692,10,96,"cytokine activity","MF",966,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.942096791425005,0.212231700162416,-4.43900129294559,9.03772737488454e-06,0.024509186924765,"MidvsHigh"
"787","Pocillopora_acuta_HIv1_PredGene_g21773.t1","GO:0005125",2.98208646727919e-07,0.999999972226692,10,96,"cytokine activity","MF",966,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.765749290906834,0.208128930251353,-3.6792063937582,0.00023396087028913,0.0284232342997635,"CvsHigh"
"830","Pocillopora_acuta_HIv1_PredGene_g21773.t2","GO:0005125",2.98208646727919e-07,0.999999972226692,10,96,"cytokine activity","MF",936,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.942096791425005,0.212231700162416,-4.43900129294559,9.03772737488454e-06,0.024509186924765,"MidvsHigh"
"831","Pocillopora_acuta_HIv1_PredGene_g21773.t2","GO:0005125",2.98208646727919e-07,0.999999972226692,10,96,"cytokine activity","MF",936,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.765749290906834,0.208128930251353,-3.6792063937582,0.00023396087028913,0.0284232342997635,"CvsHigh"
"846","Pocillopora_acuta_HIv1_PredGene_g21773.t2","GO:0005102",0.0384377873369996,0.983262659675045,10,529,"signaling receptor binding","MF",936,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.942096791425005,0.212231700162416,-4.43900129294559,9.03772737488454e-06,0.024509186924765,"MidvsHigh"
"847","Pocillopora_acuta_HIv1_PredGene_g21773.t2","GO:0005102",0.0384377873369996,0.983262659675045,10,529,"signaling receptor binding","MF",936,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.765749290906834,0.208128930251353,-3.6792063937582,0.00023396087028913,0.0284232342997635,"CvsHigh"
"865","Pocillopora_acuta_HIv1_PredGene_g21776.t1","GO:0005125",2.98208646727919e-07,0.999999972226692,10,96,"cytokine activity","MF",924,97,97,168,91,70,136,192,238,214,186,79,27,129.296870244959,-1.21974931250851,0.32744587940481,-3.72504095860243,0.000195283511828059,0.0245629063192929,"CvsHigh"
