"","gene_id","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","length","1_2","2_2","4_2","11_2","28_2","35_2","36_2","38_2","39_2","41_2","42_2","47_2","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Treatment_Compare"
"508","Pocillopora_acuta_HIv1_PredGene_g18847.t1","GO:0005576",0.0205005667099719,0.986993188703298,39,2750,"extracellular region","CC",3813,85,40,294,196,59,66,53,60,277,306,128,70,109.823668544255,1.06930264632075,0.231478331224295,4.6194502987177,3.84758027656541e-06,0.00156032647732922,"CvsHigh"
"515","Pocillopora_acuta_HIv1_PredGene_g19003.t1","GO:0005576",0.0205005667099719,0.986993188703298,39,2750,"extracellular region","CC",1341,404,736,427,782,342,794,466,494,371,673,849,393,622.246469335462,-1.5431685517901,0.409792648193261,-3.76573020183205,0.000166063038774837,0.022067619971881,"CvsHigh"
"580","Pocillopora_acuta_HIv1_PredGene_g1988.t1","GO:0005576",0.0205005667099719,0.986993188703298,39,2750,"extracellular region","CC",999,33,22,30,17,35,20,26,43,29,31,32,30,32.0518923174812,-1.28245590540718,0.354411838987349,-3.61854702447724,0.000296261672669148,0.0328696735983539,"CvsHigh"
"581","Pocillopora_acuta_HIv1_PredGene_g1988.t1","GO:0005576",0.0205005667099719,0.986993188703298,39,2750,"extracellular region","CC",999,33,22,30,17,35,20,26,43,29,31,32,30,32.0518923174812,-1.59403568016063,0.349278829604013,-4.56379128952028,5.02380236801504e-06,0.00281344894043052,"CvsMid"
"709","Pocillopora_acuta_HIv1_PredGene_g21278.t1","GO:0005576",0.0205005667099719,0.986993188703298,39,2750,"extracellular region","CC",3792,27,16,0,15,15,21,16,33,12,16,21,18,20.1796643226772,-2.20556523145299,0.493953287309498,-4.46512916933183,8.00204594826707e-06,0.00409165484237369,"CvsMid"
"710","Pocillopora_acuta_HIv1_PredGene_g21278.t1","GO:0005576",0.0205005667099719,0.986993188703298,39,2750,"extracellular region","CC",3792,27,16,0,15,15,21,16,33,12,16,21,18,20.1796643226772,-2.24536794687579,0.493188240715228,-4.55276051111748,5.2946534848193e-06,0.00197675467645134,"CvsHigh"
"735","Pocillopora_acuta_HIv1_PredGene_g21283.t1","GO:0005576",0.0205005667099719,0.986993188703298,39,2750,"extracellular region","CC",3009,244,54,222,151,151,165,181,288,234,241,261,250,205.059182176045,-1.36944269404224,0.248084243563222,-5.52007122408501,3.38862284386367e-08,3.35245163165046e-05,"CvsMid"
"747","Pocillopora_acuta_HIv1_PredGene_g21407.t1","GO:0005576",0.0205005667099719,0.986993188703298,39,2750,"extracellular region","CC",1122,35,37,42,53,27,39,61,61,57,85,55,40,49.5973529261396,-0.994314771508488,0.283219095408073,-3.51076176581894,0.000446824642989232,0.0453007001196109,"CvsHigh"
"790","Pocillopora_acuta_HIv1_PredGene_g21773.t1","GO:0005576",0.0205005667099719,0.986993188703298,39,2750,"extracellular region","CC",966,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.942096791425005,0.212231700162416,-4.43900129294559,9.03772737488454e-06,0.024509186924765,"MidvsHigh"
"791","Pocillopora_acuta_HIv1_PredGene_g21773.t1","GO:0005576",0.0205005667099719,0.986993188703298,39,2750,"extracellular region","CC",966,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.765749290906834,0.208128930251353,-3.6792063937582,0.00023396087028913,0.0284232342997635,"CvsHigh"
"822","Pocillopora_acuta_HIv1_PredGene_g21773.t2","GO:0005576",0.0205005667099719,0.986993188703298,39,2750,"extracellular region","CC",936,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.942096791425005,0.212231700162416,-4.43900129294559,9.03772737488454e-06,0.024509186924765,"MidvsHigh"
"823","Pocillopora_acuta_HIv1_PredGene_g21773.t2","GO:0005576",0.0205005667099719,0.986993188703298,39,2750,"extracellular region","CC",936,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.765749290906834,0.208128930251353,-3.6792063937582,0.00023396087028913,0.0284232342997635,"CvsHigh"
"910","Pocillopora_acuta_HIv1_PredGene_g21776.t1","GO:0005576",0.0205005667099719,0.986993188703298,39,2750,"extracellular region","CC",924,97,97,168,91,70,136,192,238,214,186,79,27,129.296870244959,-1.21974931250851,0.32744587940481,-3.72504095860243,0.000195283511828059,0.0245629063192929,"CvsHigh"
"974","Pocillopora_acuta_HIv1_PredGene_g21777.t1","GO:0005576",0.0205005667099719,0.986993188703298,39,2750,"extracellular region","CC",1002,18,39,86,38,10,77,160,97,71,55,41,6,57.0828768673038,-2.32512805546069,0.436096946800457,-5.33167698723785,9.7309916102261e-08,0.000351856438306425,"MidvsHigh"
"975","Pocillopora_acuta_HIv1_PredGene_g21777.t1","GO:0005576",0.0205005667099719,0.986993188703298,39,2750,"extracellular region","CC",1002,18,39,86,38,10,77,160,97,71,55,41,6,57.0828768673038,-1.71986217954728,0.40944485253861,-4.20047332109298,2.6635755464423e-05,0.00696110671420771,"CvsHigh"
"1050","Pocillopora_acuta_HIv1_PredGene_g21777.t2","GO:0005576",0.0205005667099719,0.986993188703298,39,2750,"extracellular region","CC",1155,18,39,86,38,10,77,160,97,71,55,41,6,57.0828768673038,-1.71986217954728,0.40944485253861,-4.20047332109298,2.6635755464423e-05,0.00696110671420771,"CvsHigh"
"1051","Pocillopora_acuta_HIv1_PredGene_g21777.t2","GO:0005576",0.0205005667099719,0.986993188703298,39,2750,"extracellular region","CC",1155,18,39,86,38,10,77,160,97,71,55,41,6,57.0828768673038,-2.32512805546069,0.436096946800457,-5.33167698723785,9.7309916102261e-08,0.000351856438306425,"MidvsHigh"
"1271","Pocillopora_acuta_HIv1_PredGene_g22714.t1","GO:0005576",0.0205005667099719,0.986993188703298,39,2750,"extracellular region","CC",3933,90,51,91,86,49,57,91,118,85,114,62,52,78.902496632157,-0.955224865380024,0.268163566903732,-3.56209785098413,0.000367903201460614,0.0389795099169149,"CvsHigh"
"1341","Pocillopora_acuta_HIv1_PredGene_g2511.t1","GO:0005576",0.0205005667099719,0.986993188703298,39,2750,"extracellular region","CC",1359,326,377,232,447,237,384,489,525,548,656,437,413,440.997832085432,-1.24781365616416,0.308327134115062,-4.04704457733033,5.18683664047871e-05,0.0103389478492118,"CvsHigh"
"1370","Pocillopora_acuta_HIv1_PredGene_g26402.t1","GO:0005576",0.0205005667099719,0.986993188703298,39,2750,"extracellular region","CC",5844,49,28,24,39,20,31,55,68,30,60,22,35,40.2041402293271,-1.46908976230188,0.372589147611439,-3.94292150407436,8.04950073082932e-05,0.0140246153103582,"CvsHigh"
"1380","Pocillopora_acuta_HIv1_PredGene_g2699.t1","GO:0005576",0.0205005667099719,0.986993188703298,39,2750,"extracellular region","CC",843,12112,2088,29641,21625,4306,10955,1157,4437,47509,54062,15699,5239,12464.3317901632,1.84783630970106,0.481437090777272,3.83816773800656,0.000123955798515103,0.0188100924959595,"CvsHigh"
"1392","Pocillopora_acuta_HIv1_PredGene_g27314.t1","GO:0005576",0.0205005667099719,0.986993188703298,39,2750,"extracellular region","CC",1548,26,30,46,36,19,39,47,43,57,52,39,18,37.2264601578276,-0.970320001206888,0.276826501327435,-3.50515574395522,0.00045634024502219,0.045481266538843,"CvsHigh"
"1552","Pocillopora_acuta_HIv1_PredGene_g29028.t1","GO:0005576",0.0205005667099719,0.986993188703298,39,2750,"extracellular region","CC",1191,16,7,7,18,10,16,40,22,22,16,14,10,16.8487072861785,-1.58742582857259,0.440189239169736,-3.60623497195597,0.000310671844438715,0.0341463198740328,"CvsHigh"
"1569","Pocillopora_acuta_HIv1_PredGene_g29112.t1","GO:0005576",0.0205005667099719,0.986993188703298,39,2750,"extracellular region","CC",2244,15,30,12,18,8,16,29,34,21,17,20,26,23.8258976242312,-2.01227626813344,0.452863754372312,-4.44344739163887,8.85288104843361e-06,0.00277638153520276,"CvsHigh"
"1611","Pocillopora_acuta_HIv1_PredGene_g30103.t1","GO:0005576",0.0205005667099719,0.986993188703298,39,2750,"extracellular region","CC",2379,19,35,8,55,17,36,93,41,15,24,50,23,38.9625071303484,-2.21750925641501,0.535667643544319,-4.13971103750556,3.47743569786268e-05,0.00863883230111512,"CvsHigh"
"1672","Pocillopora_acuta_HIv1_PredGene_g31607.t1","GO:0005576",0.0205005667099719,0.986993188703298,39,2750,"extracellular region","CC",750,46,15,220,386,38,58,50,31,159,208,75,71,87.5036187344635,1.56229255577663,0.39084322230556,3.99723589054649,6.40864306289796e-05,0.0120590154785938,"CvsHigh"
"1680","Pocillopora_acuta_HIv1_PredGene_g31960.t1","GO:0005576",0.0205005667099719,0.986993188703298,39,2750,"extracellular region","CC",1500,49,31,37,65,26,61,58,68,48,46,65,53,52.8388473147686,-1.20055065920761,0.283229684473174,-4.23878825215907,2.24729498979693e-05,0.00975441818660517,"CvsMid"
"1681","Pocillopora_acuta_HIv1_PredGene_g31960.t1","GO:0005576",0.0205005667099719,0.986993188703298,39,2750,"extracellular region","CC",1500,49,31,37,65,26,61,58,68,48,46,65,53,52.8388473147686,-1.32026395941006,0.28157714261932,-4.68881794569171,2.74787715197004e-06,0.00124293881714399,"CvsHigh"
"1708","Pocillopora_acuta_HIv1_PredGene_g32496.t1","GO:0005576",0.0205005667099719,0.986993188703298,39,2750,"extracellular region","CC",1317,101,30,281,231,44,71,83,97,281,382,116,112,122.032466238066,0.906334399074877,0.244013414875396,3.71428103466234,0.000203782230149912,0.0253842578960011,"CvsHigh"
"1752","Pocillopora_acuta_HIv1_PredGene_g3583.t1","GO:0005576",0.0205005667099719,0.986993188703298,39,2750,"extracellular region","CC",999,22,80,70,127,11,71,316,82,61,55,33,5,81.9113499723952,-3.03614849820518,0.551661215619921,-5.50364682569421,3.720144317521e-08,0.000201771327421545,"MidvsHigh"
"1753","Pocillopora_acuta_HIv1_PredGene_g3583.t1","GO:0005576",0.0205005667099719,0.986993188703298,39,2750,"extracellular region","CC",999,22,80,70,127,11,71,316,82,61,55,33,5,81.9113499723952,-1.99348090724136,0.527550330720214,-3.77875018013893,0.000157617449620316,0.0213064369685025,"CvsHigh"
"1900","Pocillopora_acuta_HIv1_PredGene_g3583.t2","GO:0005576",0.0205005667099719,0.986993188703298,39,2750,"extracellular region","CC",1065,22,80,70,127,11,71,316,82,61,55,33,5,81.9113499723952,-1.99348090724136,0.527550330720214,-3.77875018013893,0.000157617449620316,0.0213064369685025,"CvsHigh"
"1901","Pocillopora_acuta_HIv1_PredGene_g3583.t2","GO:0005576",0.0205005667099719,0.986993188703298,39,2750,"extracellular region","CC",1065,22,80,70,127,11,71,316,82,61,55,33,5,81.9113499723952,-3.03614849820518,0.551661215619921,-5.50364682569421,3.720144317521e-08,0.000201771327421545,"MidvsHigh"
"2042","Pocillopora_acuta_HIv1_PredGene_g3585.t1","GO:0005576",0.0205005667099719,0.986993188703298,39,2750,"extracellular region","CC",1230,120,114,226,149,70,155,259,276,260,230,91,43,158.968719368472,-1.08995803873006,0.278496296931527,-3.91372542737273,9.0882974542187e-05,0.0149376374361058,"CvsHigh"
"2043","Pocillopora_acuta_HIv1_PredGene_g3585.t1","GO:0005576",0.0205005667099719,0.986993188703298,39,2750,"extracellular region","CC",1230,120,114,226,149,70,155,259,276,260,230,91,43,158.968719368472,-1.25269975138184,0.286047121016976,-4.37934752473,1.19035173913249e-05,0.0256623002585515,"MidvsHigh"
"2131","Pocillopora_acuta_HIv1_PredGene_g5469.t1","GO:0005576",0.0205005667099719,0.986993188703298,39,2750,"extracellular region","CC",3996,46,30,18,38,21,37,58,57,24,43,27,23,38.032343623003,-1.78769248270725,0.345475933559035,-5.17457891868398,2.28425546216621e-07,0.000137764032629773,"CvsHigh"
"2137","Pocillopora_acuta_HIv1_PredGene_g6135.t1","GO:0005576",0.0205005667099719,0.986993188703298,39,2750,"extracellular region","CC",408,95,21,244,315,40,91,63,94,256,292,120,75,112.228461104134,0.948218274861228,0.260598312836953,3.63862016042481,0.000274102730297407,0.0320754742254991,"CvsHigh"
"2159","Pocillopora_acuta_HIv1_PredGene_g7379.t1","GO:0005576",0.0205005667099719,0.986993188703298,39,2750,"extracellular region","CC",2070,57,38,12,53,21,60,48,133,66,57,78,38,56.847408523961,-1.74974603133862,0.418812800715707,-4.1778714221449,2.94249908214642e-05,0.00760555174847977,"CvsHigh"
"2176","Pocillopora_acuta_HIv1_PredGene_g7769.t1","GO:0005576",0.0205005667099719,0.986993188703298,39,2750,"extracellular region","CC",1269,20,19,6,25,13,43,53,26,33,23,38,56,33.0658196932821,-1.92325284361496,0.502133879973181,-3.83015948598745,0.000128060232083086,0.0190065188254353,"CvsHigh"
"2209","Pocillopora_acuta_HIv1_PredGene_g8202.t1","GO:0005576",0.0205005667099719,0.986993188703298,39,2750,"extracellular region","CC",1575,52,14,127,202,25,43,26,34,117,166,68,34,59.331922274369,1.24781519910027,0.307337452235036,4.06008180918348,4.90555249092512e-05,0.0102405265234838,"CvsHigh"
"2213","Pocillopora_acuta_HIv1_PredGene_g8863.t1","GO:0005576",0.0205005667099719,0.986993188703298,39,2750,"extracellular region","CC",2223,33,28,37,32,18,33,43,60,52,61,30,27,37.6427979627707,-1.07376548715634,0.281069292037944,-3.82028744360797,0.000133296236882874,0.0192281024237347,"CvsHigh"
"79","Pocillopora_acuta_HIv1_PredGene_23744_t","GO:0005739",0.0377227930900844,0.975631823563706,34,2167,"mitochondrion","CC",1620,155,24,454,636,85,153,34,86,382,582,231,112,185.796015834842,1.71355435882614,0.380654291932578,4.50160262249098,6.74429875880137e-06,0.00227265815473985,"CvsHigh"
"124","Pocillopora_acuta_HIv1_PredGene_9973_t","GO:0005739",0.0377227930900844,0.975631823563706,34,2167,"mitochondrion","CC",501,225,41,835,1077,172,342,212,171,921,1165,308,275,365.712693052772,1.31493485242759,0.332439427153931,3.9554118585902,7.64029135029085e-05,0.0135886047356616,"CvsHigh"
"150","Pocillopora_acuta_HIv1_PredGene_g10269.t1","GO:0005739",0.0377227930900844,0.975631823563706,34,2167,"mitochondrion","CC",348,46,14,296,352,32,70,59,38,239,296,75,62,96.7219835292179,1.24090489466105,0.321463291259498,3.86017604000496,0.000113305367422949,0.0350665203573051,"CvsMid"
"151","Pocillopora_acuta_HIv1_PredGene_g10269.t1","GO:0005739",0.0377227930900844,0.975631823563706,34,2167,"mitochondrion","CC",348,46,14,296,352,32,70,59,38,239,296,75,62,96.7219835292179,1.60603352845207,0.325904976433079,4.92791962255248,8.31097915685915e-07,0.000407255293226008,"CvsHigh"
"192","Pocillopora_acuta_HIv1_PredGene_g1152.t1","GO:0005739",0.0377227930900844,0.975631823563706,34,2167,"mitochondrion","CC",888,305,85,949,1387,185,276,194,163,948,1057,487,268,409.200638658231,1.45478582380931,0.269043178896384,5.40725778582028,6.39970017582916e-08,4.56143478289932e-05,"CvsHigh"
"290","Pocillopora_acuta_HIv1_PredGene_g11986.t1","GO:0005739",0.0377227930900844,0.975631823563706,34,2167,"mitochondrion","CC",1254,671,318,2540,2872,578,781,765,706,2084,2551,1171,716,1075.41785559909,0.821594374197973,0.219173383444141,3.74860469500106,0.000177821105838489,0.0229048244807533,"CvsHigh"
"295","Pocillopora_acuta_HIv1_PredGene_g12058.t1","GO:0005739",0.0377227930900844,0.975631823563706,34,2167,"mitochondrion","CC",990,73,24,172,191,29,43,37,38,123,193,82,69,74.0843131659301,1.06502058176062,0.296952202767759,3.58650507332169,0.000335139547105879,0.0361597123278779,"CvsHigh"
"321","Pocillopora_acuta_HIv1_PredGene_g12696.t1","GO:0005739",0.0377227930900844,0.975631823563706,34,2167,"mitochondrion","CC",978,84,22,304,675,49,75,99,66,363,320,116,83,140.831616686271,1.58596968078359,0.35611576193264,4.45352284374196,8.44727160424288e-06,0.0026849766946405,"CvsHigh"
"372","Pocillopora_acuta_HIv1_PredGene_g1342.t1","GO:0005739",0.0377227930900844,0.975631823563706,34,2167,"mitochondrion","CC",441,64,24,240,264,52,94,51,49,227,229,96,47,95.01719481447,1.00204064295269,0.282646235153255,3.5452113572621,0.000392298383967335,0.0411930816486414,"CvsHigh"
"457","Pocillopora_acuta_HIv1_PredGene_g17099.t1","GO:0005739",0.0377227930900844,0.975631823563706,34,2167,"mitochondrion","CC",1374,82,19,294,299,65,101,56,49,245,236,140,69,110.9406663663,1.15758228800195,0.314371350120176,3.68221305013781,0.000231218053965228,0.0284232342997635,"CvsHigh"
"465","Pocillopora_acuta_HIv1_PredGene_g17591.t1","GO:0005739",0.0377227930900844,0.975631823563706,34,2167,"mitochondrion","CC",870,100,19,265,279,64,92,59,76,238,354,138,84,117.615903956258,1.08939970526253,0.238226741916808,4.57295304673629,4.8089793406855e-06,0.00188520005120439,"CvsHigh"
"478","Pocillopora_acuta_HIv1_PredGene_g18273.t1","GO:0005739",0.0377227930900844,0.975631823563706,34,2167,"mitochondrion","CC",477,698,275,2386,3218,408,827,640,505,2276,2832,962,779,1040.0534415747,1.09791481247058,0.258779781507001,4.24266071358779,2.20885251405418e-05,0.00597177241184693,"CvsHigh"
"1254","Pocillopora_acuta_HIv1_PredGene_g22696.t1","GO:0005739",0.0377227930900844,0.975631823563706,34,2167,"mitochondrion","CC",990,28,10,26,30,63,23,21,16,46,34,56,64,38.5800253289335,1.74889150085827,0.401130095195308,4.35991096605889,1.30115373516509e-05,0.0256623002585515,"MidvsHigh"
"1255","Pocillopora_acuta_HIv1_PredGene_g22696.t1","GO:0005739",0.0377227930900844,0.975631823563706,34,2167,"mitochondrion","CC",990,28,10,26,30,63,23,21,16,46,34,56,64,38.5800253289335,-1.99295503660562,0.380700948940317,-5.23496209335179,1.65018727037233e-07,0.00013384156822906,"CvsMid"
"1312","Pocillopora_acuta_HIv1_PredGene_g23706.t1","GO:0005739",0.0377227930900844,0.975631823563706,34,2167,"mitochondrion","CC",582,225,41,835,1077,172,342,212,171,921,1165,308,275,365.712693052772,1.31493485242759,0.332439427153931,3.9554118585902,7.64029135029085e-05,0.0135886047356616,"CvsHigh"
"1337","Pocillopora_acuta_HIv1_PredGene_g24638.t1","GO:0005739",0.0377227930900844,0.975631823563706,34,2167,"mitochondrion","CC",294,47,17,9,26,28,69,53,35,8,11,58,31,37.7675127385225,-2.80008206457194,0.422709569482559,-6.62412745469552,3.49305280558796e-11,5.47733966934896e-08,"CvsHigh"
"1338","Pocillopora_acuta_HIv1_PredGene_g24638.t1","GO:0005739",0.0377227930900844,0.975631823563706,34,2167,"mitochondrion","CC",294,47,17,9,26,28,69,53,35,8,11,58,31,37.7675127385225,-2.79006172063244,0.422738128097307,-6.59997652255823,4.11222898322323e-11,5.09072304812597e-08,"CvsMid"
"1378","Pocillopora_acuta_HIv1_PredGene_g26843.t1","GO:0005739",0.0377227930900844,0.975631823563706,34,2167,"mitochondrion","CC",210,40,5,149,131,28,45,16,30,172,133,65,24,52.6397453349692,1.52322199553763,0.349962741681348,4.35252618098577,1.34577794987143e-05,0.0041109146959644,"CvsHigh"
"1384","Pocillopora_acuta_HIv1_PredGene_g2699.t1","GO:0005739",0.0377227930900844,0.975631823563706,34,2167,"mitochondrion","CC",843,12112,2088,29641,21625,4306,10955,1157,4437,47509,54062,15699,5239,12464.3317901632,1.84783630970106,0.481437090777272,3.83816773800656,0.000123955798515103,0.0188100924959595,"CvsHigh"
"1387","Pocillopora_acuta_HIv1_PredGene_g27314.t1","GO:0005739",0.0377227930900844,0.975631823563706,34,2167,"mitochondrion","CC",1548,26,30,46,36,19,39,47,43,57,52,39,18,37.2264601578276,-0.970320001206888,0.276826501327435,-3.50515574395522,0.00045634024502219,0.045481266538843,"CvsHigh"
"1394","Pocillopora_acuta_HIv1_PredGene_g27440.t1","GO:0005739",0.0377227930900844,0.975631823563706,34,2167,"mitochondrion","CC",234,18,3,37,62,12,16,7,12,64,64,25,12,21.2200685874707,1.42965216264385,0.373950424797845,3.82310613343121,0.000131781021745279,0.0191334655090784,"CvsHigh"
"1396","Pocillopora_acuta_HIv1_PredGene_g27509.t1","GO:0005739",0.0377227930900844,0.975631823563706,34,2167,"mitochondrion","CC",984,75,15,210,204,29,63,32,54,162,212,64,46,75.6776914379502,1.15551558896762,0.286628554133536,4.03140431162098,5.5444569634743e-05,0.0109589220367966,"CvsHigh"
"1401","Pocillopora_acuta_HIv1_PredGene_g27868.t1","GO:0005739",0.0377227930900844,0.975631823563706,34,2167,"mitochondrion","CC",1209,56,29,222,209,37,46,49,75,175,206,88,54,83.8332092495097,0.874251254359517,0.24915197438971,3.50890759144481,0.000449951209145783,0.0454218986708925,"CvsHigh"
"1586","Pocillopora_acuta_HIv1_PredGene_g29791.t1","GO:0005739",0.0377227930900844,0.975631823563706,34,2167,"mitochondrion","CC",1215,108,17,287,258,56,87,64,109,304,350,125,81,120.706911692955,1.02263143857405,0.238039045790628,4.29606594656546,1.73855882409981e-05,0.00506840984780508,"CvsHigh"
"1595","Pocillopora_acuta_HIv1_PredGene_g30033.t1","GO:0005739",0.0377227930900844,0.975631823563706,34,2167,"mitochondrion","CC",1065,88,15,376,467,46,78,53,37,244,321,100,73,118.038887836514,1.85721202914179,0.347083954997237,5.35090142428675,8.75171874842017e-08,6.05438754945855e-05,"CvsHigh"
"1612","Pocillopora_acuta_HIv1_PredGene_g30295.t1","GO:0005739",0.0377227930900844,0.975631823563706,34,2167,"mitochondrion","CC",1668,155,24,454,636,85,153,34,86,382,582,231,112,185.796015834842,1.71355435882614,0.380654291932578,4.50160262249098,6.74429875880137e-06,0.00227265815473985,"CvsHigh"
"1674","Pocillopora_acuta_HIv1_PredGene_g31960.t1","GO:0005739",0.0377227930900844,0.975631823563706,34,2167,"mitochondrion","CC",1500,49,31,37,65,26,61,58,68,48,46,65,53,52.8388473147686,-1.20055065920761,0.283229684473174,-4.23878825215907,2.24729498979693e-05,0.00975441818660517,"CvsMid"
"1675","Pocillopora_acuta_HIv1_PredGene_g31960.t1","GO:0005739",0.0377227930900844,0.975631823563706,34,2167,"mitochondrion","CC",1500,49,31,37,65,26,61,58,68,48,46,65,53,52.8388473147686,-1.32026395941006,0.28157714261932,-4.68881794569171,2.74787715197004e-06,0.00124293881714399,"CvsHigh"
"2104","Pocillopora_acuta_HIv1_PredGene_g4955.t1","GO:0005739",0.0377227930900844,0.975631823563706,34,2167,"mitochondrion","CC",1281,44,28,150,160,33,42,33,36,151,156,53,26,61.1357937212812,0.932705835563065,0.265210611597494,3.51684960848632,0.0004367011372365,0.0448543556722259,"CvsHigh"
"2146","Pocillopora_acuta_HIv1_PredGene_g6689.t1","GO:0005739",0.0377227930900844,0.975631823563706,34,2167,"mitochondrion","CC",225,10,8,6,8,8,16,16,15,10,11,12,7,11.4622098071215,-1.84906204785232,0.421200668346921,-4.3899789027147,1.13361658575485e-05,0.00350839417283418,"CvsHigh"
"2152","Pocillopora_acuta_HIv1_PredGene_g73.t1","GO:0005739",0.0377227930900844,0.975631823563706,34,2167,"mitochondrion","CC",1215,168,69,626,779,141,200,113,129,577,611,244,140,250.432107277429,1.18879999373727,0.256469193106056,4.63525454788511,3.56498514452575e-06,0.0014710879927086,"CvsHigh"
"2174","Pocillopora_acuta_HIv1_PredGene_g7769.t1","GO:0005739",0.0377227930900844,0.975631823563706,34,2167,"mitochondrion","CC",1269,20,19,6,25,13,43,53,26,33,23,38,56,33.0658196932821,-1.92325284361496,0.502133879973181,-3.83015948598745,0.000128060232083086,0.0190065188254353,"CvsHigh"
"2187","Pocillopora_acuta_HIv1_PredGene_g7788.t1","GO:0005739",0.0377227930900844,0.975631823563706,34,2167,"mitochondrion","CC",1272,311,102,879,738,181,252,221,297,731,836,404,260,360.407482697444,0.732589817224829,0.180324773432905,4.06261326870548,4.85263878714014e-05,0.0102405265234838,"CvsHigh"
"2195","Pocillopora_acuta_HIv1_PredGene_g8002.t1","GO:0005739",0.0377227930900844,0.975631823563706,34,2167,"mitochondrion","CC",1431,199,112,827,1018,156,217,155,107,563,734,294,173,303.740814584418,1.18035572427331,0.323992499018738,3.64315756645048,0.000269313862235098,0.0316726567681586,"CvsHigh"
"2199","Pocillopora_acuta_HIv1_PredGene_g8027.t1","GO:0005739",0.0377227930900844,0.975631823563706,34,2167,"mitochondrion","CC",975,291,89,769,832,145,262,149,219,901,990,368,222,342.788332853085,1.11801893187508,0.197171954615295,5.67027361501013,1.42569643786716e-08,1.24199281166939e-05,"CvsHigh"
