"","gene_id","GO.ID"
"594","Acerv_evm.TU.Segkk1048_pilon.15","GO:0005515"
"618","Acerv_evm.TU.Segkk1048_pilon.20","GO:0036297"
"619","Acerv_evm.TU.Segkk1048_pilon.20","GO:0043240"
"620","Acerv_evm.TU.Segkk1048_pilon.22","GO:0005515"
"623","Acerv_evm.TU.Segkk1048_pilon.26","GO:0006412"
"624","Acerv_evm.TU.Segkk1048_pilon.26","GO:0005840"
"625","Acerv_evm.TU.Segkk1048_pilon.26","GO:0019843"
"627","Acerv_evm.TU.Segkk1048_pilon.26","GO:0003735"
"631","Acerv_evm.TU.Segkk1048_pilon.28","GO:0004812"
"632","Acerv_evm.TU.Segkk1048_pilon.28","GO:0000166"
"633","Acerv_evm.TU.Segkk1048_pilon.28","GO:0006418"
"634","Acerv_evm.TU.Segkk1048_pilon.28","GO:0005524"
"635","Acerv_evm.TU.Segkk1048_pilon.8","GO:0003746"
"638","Acerv_evm.TU.Segkk1048_pilon.8","GO:0006414"
"641","Acerv_evm.TU.Segkk1048_pilon.8","GO:0005515"
"642","Acerv_evm.TU.Segkk1049_pilon.2","GO:0016021"
"644","Acerv_evm.TU.Segkk1049_pilon.7","GO:0003824"
"645","Acerv_evm.TU.Segkk105_pilon.18","GO:0046872"
"647","Acerv_evm.TU.Segkk105_pilon.18","GO:0006508"
"648","Acerv_evm.TU.Segkk105_pilon.19","GO:0007264"
"649","Acerv_evm.TU.Segkk105_pilon.19","GO:0005525"
"652","Acerv_evm.TU.Segkk105_pilon.19","GO:0003924"
"653","Acerv_evm.TU.Segkk105_pilon.20","GO:0007264"
"654","Acerv_evm.TU.Segkk105_pilon.20","GO:0005525"
"655","Acerv_evm.TU.Segkk105_pilon.20","GO:0003924"
"658","Acerv_evm.TU.Segkk105_pilon.25","GO:0016301"
"659","Acerv_evm.TU.Segkk105_pilon.25","GO:0016772"
"669","Acerv_evm.TU.Segkk105_pilon.25","GO:0003824"
"703","Acerv_evm.TU.Segkk105_pilon.27","GO:0005515"
"718","Acerv_evm.TU.Segkk105_pilon.7","GO:0006355"
"719","Acerv_evm.TU.Segkk105_pilon.7","GO:0003700"
"720","Acerv_evm.TU.Segkk105_pilon.7","GO:0043565"
"745","Acerv_evm.TU.Segkk105_pilon.9","GO:0070588"
"746","Acerv_evm.TU.Segkk105_pilon.9","GO:0006811"
"747","Acerv_evm.TU.Segkk105_pilon.9","GO:0005262"
"748","Acerv_evm.TU.Segkk105_pilon.9","GO:0016020"
"750","Acerv_evm.TU.Segkk105_pilon.9","GO:0055085"
"755","Acerv_evm.TU.Segkk105_pilon.9","GO:0005216"
"758","Acerv_evm.TU.Segkk1050_pilon.3","GO:0005634"
"759","Acerv_evm.TU.Segkk1050_pilon.3","GO:0006303"
"760","Acerv_evm.TU.Segkk1050_pilon.3","GO:0016301"
"761","Acerv_evm.TU.Segkk1050_pilon.3","GO:0003677"
"762","Acerv_evm.TU.Segkk1050_pilon.3","GO:0004677"
"764","Acerv_evm.TU.Segkk1050_pilon.3","GO:0005524"
"767","Acerv_evm.TU.Segkk1050_pilon.3","GO:0005515"
"768","Acerv_evm.TU.Segkk1050_pilon.3","GO:0006281"
"775","Acerv_evm.TU.Segkk1050_pilon.34","GO:0016021"
"776","Acerv_evm.TU.Segkk1050_pilon.35","GO:0016021"
"777","Acerv_evm.TU.Segkk1050_pilon.40","GO:0003700"
"779","Acerv_evm.TU.Segkk1050_pilon.40","GO:0006355"
"780","Acerv_evm.TU.Segkk1050_pilon.40","GO:0043565"
"804","Acerv_evm.TU.Segkk1050_pilon.5","GO:0005515"
"836","Acerv_evm.TU.Segkk1050_pilon.8","GO:0005452"
"838","Acerv_evm.TU.Segkk1050_pilon.8","GO:0016020"
"839","Acerv_evm.TU.Segkk1050_pilon.8","GO:0006820"
"841","Acerv_evm.TU.Segkk1050_pilon.8","GO:0016021"
"859","Acerv_evm.TU.Segkk1050_pilon.8","GO:0008509"
"889","Acerv_evm.TU.Segkk1053_pilon.2","GO:0005515"
"890","Acerv_evm.TU.Segkk1053_pilon.3","GO:0005515"
"891","Acerv_evm.TU.Segkk1056_pilon.1","GO:0022857"
"892","Acerv_evm.TU.Segkk1056_pilon.1","GO:0055085"
"893","Acerv_evm.TU.Segkk1059_pilon.6","GO:0003677"
"894","Acerv_evm.TU.Segkk1061_pilon.1","GO:0051015"
"895","Acerv_evm.TU.Segkk1061_pilon.1","GO:0007010"
"899","Acerv_evm.TU.Segkk1061_pilon.1","GO:0003779"
"909","Acerv_evm.TU.Segkk1062_pilon.2","GO:0006468"
"910","Acerv_evm.TU.Segkk1062_pilon.2","GO:0004672"
"911","Acerv_evm.TU.Segkk1062_pilon.2","GO:0005524"
"913","Acerv_evm.TU.Segkk1062_pilon.2","GO:0016021"
"917","Acerv_evm.TU.Segkk1065_pilon.6","GO:0006397"
"918","Acerv_evm.TU.Segkk1065_pilon.6","GO:0003676"
"920","Acerv_evm.TU.Segkk1065_pilon.7","GO:0004089"
"921","Acerv_evm.TU.Segkk1065_pilon.7","GO:0008270"
"922","Acerv_evm.TU.Segkk1069_pilon.1","GO:0003676"
"923","Acerv_evm.TU.Segkk1069_pilon.1","GO:0005524"
"924","Acerv_evm.TU.Segkk1070_pilon.1","GO:0005515"
"927","Acerv_evm.TU.Segkk1070_pilon.12","GO:0000445"
"928","Acerv_evm.TU.Segkk1070_pilon.12","GO:0006397"
"929","Acerv_evm.TU.Segkk1070_pilon.3","GO:0004930"
"930","Acerv_evm.TU.Segkk1070_pilon.3","GO:0016021"
"932","Acerv_evm.TU.Segkk1070_pilon.3","GO:0007186"
"933","Acerv_evm.TU.Segkk1070_pilon.3","GO:0004888"
"944","Acerv_evm.TU.Segkk1070_pilon.3","GO:0007166"
"953","Acerv_evm.TU.Segkk1070_pilon.9","GO:0008380"
"954","Acerv_evm.TU.Segkk1070_pilon.9","GO:0005681"
"955","Acerv_evm.TU.Segkk1071_pilon.2","GO:0005515"
"968","Acerv_evm.TU.Segkk1071_pilon.7","GO:0005815"
"969","Acerv_evm.TU.Segkk1072_pilon.13","GO:0032040"
"970","Acerv_evm.TU.Segkk1073_pilon.1","GO:0005515"
"980","Acerv_evm.TU.Segkk1073_pilon.1","GO:0042981"
"1000","Acerv_evm.TU.Segkk1074_pilon.1","GO:0055114"
"1001","Acerv_evm.TU.Segkk1074_pilon.1","GO:0016491"
"1002","Acerv_evm.TU.Segkk1074_pilon.1","GO:0005515"
"1003","Acerv_evm.TU.Segkk1075_pilon.12","GO:0055114"
"1005","Acerv_evm.TU.Segkk1075_pilon.12","GO:0005506"
"1007","Acerv_evm.TU.Segkk1075_pilon.12","GO:0016705"
"1009","Acerv_evm.TU.Segkk1075_pilon.12","GO:0020037"
"1061","Acerv_evm.TU.Segkk1075_pilon.16","GO:0016301"
"1064","Acerv_evm.TU.Segkk1075_pilon.16","GO:0035091"
"1069","Acerv_evm.TU.Segkk1075_pilon.22","GO:0003779"
"1072","Acerv_evm.TU.Segkk1075_pilon.5","GO:0008318"
"1074","Acerv_evm.TU.Segkk1075_pilon.5","GO:0018342"
"1090","Acerv_evm.TU.Segkk1076_pilon.1","GO:0004672"
"1091","Acerv_evm.TU.Segkk1076_pilon.1","GO:0005524"
"1094","Acerv_evm.TU.Segkk1076_pilon.1","GO:0006468"
"1102","Acerv_evm.TU.Segkk1076_pilon.11","GO:0003824"
"1104","Acerv_evm.TU.Segkk1076_pilon.12","GO:0016020"
"1105","Acerv_evm.TU.Segkk1076_pilon.12","GO:0016021"
"1106","Acerv_evm.TU.Segkk1076_pilon.4","GO:0016717"
"1107","Acerv_evm.TU.Segkk1076_pilon.4","GO:0006629"
"1108","Acerv_evm.TU.Segkk1076_pilon.4","GO:0055114"
"1109","Acerv_evm.TU.Segkk1077_pilon.13","GO:0005347"
"1110","Acerv_evm.TU.Segkk1077_pilon.13","GO:0055085"
"1117","Acerv_evm.TU.Segkk1077_pilon.14","GO:0006396"
"1118","Acerv_evm.TU.Segkk1077_pilon.14","GO:0005515"
"1129","Acerv_evm.TU.Segkk1077_pilon.14","GO:0000462"
"1130","Acerv_evm.TU.Segkk1077_pilon.14","GO:0030515"
"1131","Acerv_evm.TU.Segkk1077_pilon.4","GO:0016849"
"1132","Acerv_evm.TU.Segkk1077_pilon.4","GO:0035556"
"1134","Acerv_evm.TU.Segkk1077_pilon.4","GO:0004383"
"1135","Acerv_evm.TU.Segkk1077_pilon.4","GO:0009190"
"1136","Acerv_evm.TU.Segkk1077_pilon.4","GO:0004672"
"1139","Acerv_evm.TU.Segkk1077_pilon.4","GO:0006182"
"1140","Acerv_evm.TU.Segkk1077_pilon.4","GO:0005524"
"1141","Acerv_evm.TU.Segkk1077_pilon.4","GO:0006468"
"1147","Acerv_evm.TU.Segkk1077_pilon.5","GO:0005515"
"1148","Acerv_evm.TU.Segkk1077_pilon.8","GO:0003676"
"1154","Acerv_evm.TU.Segkk1078_pilon.12","GO:0007165"
"1155","Acerv_evm.TU.Segkk1078_pilon.12","GO:0019888"
"1158","Acerv_evm.TU.Segkk1078_pilon.12","GO:0000159"
"1160","Acerv_evm.TU.Segkk1078_pilon.14","GO:0005509"
"1163","Acerv_evm.TU.Segkk1078_pilon.14","GO:0007219"
"1164","Acerv_evm.TU.Segkk1078_pilon.14","GO:0007154"
"1166","Acerv_evm.TU.Segkk1078_pilon.14","GO:0016020"
"1167","Acerv_evm.TU.Segkk1078_pilon.14","GO:0007275"
"1168","Acerv_evm.TU.Segkk1078_pilon.14","GO:0016021"
"1173","Acerv_evm.TU.Segkk1078_pilon.18","GO:0008146"
"1174","Acerv_evm.TU.Segkk1078_pilon.19","GO:0006355"
"1176","Acerv_evm.TU.Segkk1078_pilon.19","GO:0007165"
"1183","Acerv_evm.TU.Segkk1078_pilon.19","GO:0003677"
"1184","Acerv_evm.TU.Segkk1078_pilon.19","GO:0003700"
"1185","Acerv_evm.TU.Segkk1078_pilon.2","GO:0032324"
"1187","Acerv_evm.TU.Segkk1078_pilon.3","GO:0032324"
"1190","Acerv_evm.TU.Segkk1078_pilon.63","GO:0005515"
"1250","Acerv_evm.TU.Segkk1078_pilon.8","GO:0005515"
"1254","Acerv_evm.TU.Segkk1079_pilon.11","GO:0016573"
"1255","Acerv_evm.TU.Segkk1079_pilon.11","GO:0006355"
"1257","Acerv_evm.TU.Segkk1079_pilon.11","GO:0004402"
"1260","Acerv_evm.TU.Segkk1079_pilon.14","GO:0006351"
"1261","Acerv_evm.TU.Segkk1079_pilon.14","GO:0003676"
"1266","Acerv_evm.TU.Segkk1079_pilon.14","GO:0008270"
"1267","Acerv_evm.TU.Segkk1079_pilon.14","GO:0005634"
"1282","Acerv_evm.TU.Segkk1079_pilon.14","GO:0006355"
"1284","Acerv_evm.TU.Segkk1079_pilon.2","GO:0020037"
"1285","Acerv_evm.TU.Segkk1079_pilon.2","GO:0004601"
"1286","Acerv_evm.TU.Segkk1079_pilon.2","GO:0055114"
"1287","Acerv_evm.TU.Segkk1079_pilon.2","GO:0006979"
"1288","Acerv_evm.TU.Segkk1079_pilon.21","GO:0007186"
"1289","Acerv_evm.TU.Segkk1079_pilon.21","GO:0004930"
"1290","Acerv_evm.TU.Segkk1079_pilon.21","GO:0016021"
"1311","Acerv_evm.TU.Segkk1079_pilon.25","GO:0016021"
"1312","Acerv_evm.TU.Segkk1079_pilon.25","GO:0004930"
"1313","Acerv_evm.TU.Segkk1079_pilon.25","GO:0007186"
"1334","Acerv_evm.TU.Segkk1079_pilon.26","GO:0008237"
"1335","Acerv_evm.TU.Segkk1079_pilon.26","GO:0006508"
"1337","Acerv_evm.TU.Segkk1079_pilon.26","GO:0008270"
"1341","Acerv_evm.TU.Segkk1079_pilon.27","GO:0008234"
"1342","Acerv_evm.TU.Segkk1079_pilon.27","GO:0006508"
"1351","Acerv_evm.TU.Segkk1079_pilon.29","GO:0006508"
"1352","Acerv_evm.TU.Segkk1079_pilon.29","GO:0008234"
"1355","Acerv_evm.TU.Segkk1079_pilon.3","GO:0006979"
"1356","Acerv_evm.TU.Segkk1079_pilon.3","GO:0055114"
"1357","Acerv_evm.TU.Segkk1079_pilon.3","GO:0020037"
"1358","Acerv_evm.TU.Segkk1079_pilon.3","GO:0004601"
"1359","Acerv_evm.TU.Segkk1079_pilon.5","GO:0020037"
"1360","Acerv_evm.TU.Segkk1079_pilon.5","GO:0055114"
"1361","Acerv_evm.TU.Segkk1079_pilon.5","GO:0004601"
"1362","Acerv_evm.TU.Segkk1079_pilon.5","GO:0006979"
"1367","Acerv_evm.TU.Segkk1079_pilon.8","GO:0006355"
"1368","Acerv_evm.TU.Segkk1079_pilon.8","GO:0006351"
"1369","Acerv_evm.TU.Segkk1081_pilon.1","GO:0005515"
"1376","Acerv_evm.TU.Segkk1081_pilon.2","GO:0046872"
"1387","Acerv_evm.TU.Segkk1081_pilon.5","GO:0005515"
"1388","Acerv_evm.TU.Segkk1081_pilon.6","GO:0007165"
"1389","Acerv_evm.TU.Segkk1081_pilon.6","GO:0008270"
"1390","Acerv_evm.TU.Segkk1081_pilon.6","GO:0005515"
"1394","Acerv_evm.TU.Segkk1081_pilon.6","GO:0042981"
"1405","Acerv_evm.TU.Segkk1090_pilon.1","GO:0005509"
"1406","Acerv_evm.TU.Segkk1090_pilon.1","GO:0016020"
"1409","Acerv_evm.TU.Segkk1090_pilon.1","GO:0005515"
"1422","Acerv_evm.TU.Segkk1092_pilon.4","GO:0016020"
"1423","Acerv_evm.TU.Segkk1092_pilon.4","GO:0006486"
"1424","Acerv_evm.TU.Segkk1092_pilon.4","GO:0008417"
"1425","Acerv_evm.TU.Segkk1092_pilon.6","GO:0005509"
"1426","Acerv_evm.TU.Segkk1092_pilon.7","GO:0004867"
"1435","Acerv_evm.TU.Segkk1093_pilon.1","GO:0005576"
"1436","Acerv_evm.TU.Segkk1093_pilon.1","GO:0004866"
"1440","Acerv_evm.TU.Segkk1093_pilon.1","GO:0005615"
"1442","Acerv_evm.TU.Segkk1093_pilon.1","GO:0005515"
"1443","Acerv_evm.TU.Segkk110_pilon.3","GO:0005634"
"1445","Acerv_evm.TU.Segkk110_pilon.6","GO:0009247"
"1446","Acerv_evm.TU.Segkk110_pilon.6","GO:0001733"
"1447","Acerv_evm.TU.Segkk110_pilon.6","GO:0016021"
"1448","Acerv_evm.TU.Segkk1100_pilon.2","GO:0038023"
"1450","Acerv_evm.TU.Segkk1100_pilon.2","GO:0007041"
"1452","Acerv_evm.TU.Segkk1100_pilon.2","GO:0005537"
"1484","Acerv_evm.TU.Segkk1101_pilon.1","GO:0005515"
"1488","Acerv_evm.TU.Segkk1104_pilon.1","GO:0004672"
"1489","Acerv_evm.TU.Segkk1104_pilon.1","GO:0005524"
"1491","Acerv_evm.TU.Segkk1104_pilon.1","GO:0006468"
"1499","Acerv_evm.TU.Segkk1104_pilon.2","GO:0004672"
"1501","Acerv_evm.TU.Segkk1104_pilon.2","GO:0005524"
"1505","Acerv_evm.TU.Segkk1104_pilon.2","GO:0006468"
"1510","Acerv_evm.TU.Segkk1104_pilon.3","GO:0016620"
"1511","Acerv_evm.TU.Segkk1104_pilon.3","GO:0055114"
"1526","Acerv_evm.TU.Segkk1106_pilon.1","GO:0042981"
"1527","Acerv_evm.TU.Segkk1106_pilon.1","GO:0007165"
"1528","Acerv_evm.TU.Segkk1106_pilon.1","GO:0005515"
"1531","Acerv_evm.TU.Segkk1106_pilon.1","GO:0008270"
"1535","Acerv_evm.TU.Segkk1108_pilon.3","GO:0005515"
"1543","Acerv_evm.TU.Segkk1113_pilon.1","GO:0005524"
"1544","Acerv_evm.TU.Segkk1113_pilon.1","GO:0004672"
