Module	Section	Sample Name	Source
FastQC	all_sections	16_2	/data/putnamlab/jillashey/Francois_data/fastqc_results/trimmed/16_2.fastq.gz.trim_fastqc.zip
FastQC	all_sections	35_2	/data/putnamlab/jillashey/Francois_data/fastqc_results/trimmed/35_2.fastq.gz.trim_fastqc.zip
FastQC	all_sections	2_2	/data/putnamlab/jillashey/Francois_data/fastqc_results/trimmed/2_2.fastq.gz.trim_fastqc.zip
FastQC	all_sections	17_1	/data/putnamlab/jillashey/Francois_data/fastqc_results/trimmed/17_1.fastq.gz.trim_fastqc.zip
FastQC	all_sections	9_2	/data/putnamlab/jillashey/Francois_data/fastqc_results/trimmed/9_2.fastq.gz.trim_fastqc.zip
FastQC	all_sections	9_1	/data/putnamlab/jillashey/Francois_data/fastqc_results/trimmed/9_1.fastq.gz.trim_fastqc.zip
FastQC	all_sections	18_1	/data/putnamlab/jillashey/Francois_data/fastqc_results/trimmed/18_1.fastq.gz.trim_fastqc.zip
FastQC	all_sections	15_2	/data/putnamlab/jillashey/Francois_data/fastqc_results/trimmed/15_2.fastq.gz.trim_fastqc.zip
FastQC	all_sections	5_1	/data/putnamlab/jillashey/Francois_data/fastqc_results/trimmed/5_1.fastq.gz.trim_fastqc.zip
FastQC	all_sections	39_1	/data/putnamlab/jillashey/Francois_data/fastqc_results/trimmed/39_1.fastq.gz.trim_fastqc.zip
FastQC	all_sections	42_2	/data/putnamlab/jillashey/Francois_data/fastqc_results/trimmed/42_2.fastq.gz.trim_fastqc.zip
FastQC	all_sections	26_1	/data/putnamlab/jillashey/Francois_data/fastqc_results/trimmed/26_1.fastq.gz.trim_fastqc.zip
FastQC	all_sections	4_1	/data/putnamlab/jillashey/Francois_data/fastqc_results/trimmed/4_1.fastq.gz.trim_fastqc.zip
FastQC	all_sections	34_1	/data/putnamlab/jillashey/Francois_data/fastqc_results/trimmed/34_1.fastq.gz.trim_fastqc.zip
FastQC	all_sections	36_2	/data/putnamlab/jillashey/Francois_data/fastqc_results/trimmed/36_2.fastq.gz.trim_fastqc.zip
FastQC	all_sections	27_1	/data/putnamlab/jillashey/Francois_data/fastqc_results/trimmed/27_1.fastq.gz.trim_fastqc.zip
FastQC	all_sections	21_1	/data/putnamlab/jillashey/Francois_data/fastqc_results/trimmed/21_1.fastq.gz.trim_fastqc.zip
FastQC	all_sections	47_2	/data/putnamlab/jillashey/Francois_data/fastqc_results/trimmed/47_2.fastq.gz.trim_fastqc.zip
FastQC	all_sections	14_2	/data/putnamlab/jillashey/Francois_data/fastqc_results/trimmed/14_2.fastq.gz.trim_fastqc.zip
FastQC	all_sections	37_2	/data/putnamlab/jillashey/Francois_data/fastqc_results/trimmed/37_2.fastq.gz.trim_fastqc.zip
FastQC	all_sections	37_1	/data/putnamlab/jillashey/Francois_data/fastqc_results/trimmed/37_1.fastq.gz.trim_fastqc.zip
FastQC	all_sections	14_1	/data/putnamlab/jillashey/Francois_data/fastqc_results/trimmed/14_1.fastq.gz.trim_fastqc.zip
FastQC	all_sections	4_2	/data/putnamlab/jillashey/Francois_data/fastqc_results/trimmed/4_2.fastq.gz.trim_fastqc.zip
FastQC	all_sections	44_1	/data/putnamlab/jillashey/Francois_data/fastqc_results/trimmed/44_1.fastq.gz.trim_fastqc.zip
FastQC	all_sections	25_2	/data/putnamlab/jillashey/Francois_data/fastqc_results/trimmed/25_2.fastq.gz.trim_fastqc.zip
FastQC	all_sections	19_2	/data/putnamlab/jillashey/Francois_data/fastqc_results/trimmed/19_2.fastq.gz.trim_fastqc.zip
FastQC	all_sections	33_1	/data/putnamlab/jillashey/Francois_data/fastqc_results/trimmed/33_1.fastq.gz.trim_fastqc.zip
FastQC	all_sections	25_1	/data/putnamlab/jillashey/Francois_data/fastqc_results/trimmed/25_1.fastq.gz.trim_fastqc.zip
FastQC	all_sections	30_1	/data/putnamlab/jillashey/Francois_data/fastqc_results/trimmed/30_1.fastq.gz.trim_fastqc.zip
FastQC	all_sections	24_1	/data/putnamlab/jillashey/Francois_data/fastqc_results/trimmed/24_1.fastq.gz.trim_fastqc.zip
FastQC	all_sections	23_1	/data/putnamlab/jillashey/Francois_data/fastqc_results/trimmed/23_1.fastq.gz.trim_fastqc.zip
FastQC	all_sections	32_2	/data/putnamlab/jillashey/Francois_data/fastqc_results/trimmed/32_2.fastq.gz.trim_fastqc.zip
FastQC	all_sections	40_2	/data/putnamlab/jillashey/Francois_data/fastqc_results/trimmed/40_2.fastq.gz.trim_fastqc.zip
FastQC	all_sections	22_1	/data/putnamlab/jillashey/Francois_data/fastqc_results/trimmed/22_1.fastq.gz.trim_fastqc.zip
FastQC	all_sections	48_2	/data/putnamlab/jillashey/Francois_data/fastqc_results/trimmed/48_2.fastq.gz.trim_fastqc.zip
FastQC	all_sections	43_1	/data/putnamlab/jillashey/Francois_data/fastqc_results/trimmed/43_1.fastq.gz.trim_fastqc.zip
FastQC	all_sections	20_2	/data/putnamlab/jillashey/Francois_data/fastqc_results/trimmed/20_2.fastq.gz.trim_fastqc.zip
FastQC	all_sections	41_1	/data/putnamlab/jillashey/Francois_data/fastqc_results/trimmed/41_1.fastq.gz.trim_fastqc.zip
FastQC	all_sections	41_2	/data/putnamlab/jillashey/Francois_data/fastqc_results/trimmed/41_2.fastq.gz.trim_fastqc.zip
