"","gene_id","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","X6_1","X7_1","X8_1","X9_1","X21_1","X22_1","X23_1","X25_1","X26_1","X27_1","X29_1","X34_1","length","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Treatment_Compare"
"413","plut2.m8.32388","GO:0004713",0.00238701738761054,0.999579722527025,6,145,"protein tyrosine kinase activity","MF",149,24,8,49,22,22,26,111,98,13,18,10,873,33.6459095547313,1.58303492382942,0.290423261191668,5.45078557872359,5.01478040230815e-08,3.35009134267238e-05,"CvsMid"
"422","plut2.m8.32471","GO:0004713",0.00238701738761054,0.999579722527025,6,145,"protein tyrosine kinase activity","MF",18,19,11,0,21,12,20,10,10,16,17,10,975,14.3651277636735,-2.01504423418898,0.424516825401981,-4.74667695981403,2.06785813546208e-06,0.000836122111878284,"CvsMid"
"423","plut2.m8.32471","GO:0004713",0.00238701738761054,0.999579722527025,6,145,"protein tyrosine kinase activity","MF",18,19,11,0,21,12,20,10,10,16,17,10,975,14.3651277636735,-1.99128366227327,0.417301774109291,-4.77180732462391,1.82580123756369e-06,0.000877091561239951,"CvsHigh"
"478","plut2.m8.3544","GO:0004713",0.00238701738761054,0.999579722527025,6,145,"protein tyrosine kinase activity","MF",1035,520,242,142,627,644,566,527,690,409,323,206,2073,452.577180691017,-1.01299971520641,0.20722973035836,-4.88829336145274,1.01713884273473e-06,0.000558154939950682,"CvsHigh"
"499","plut2.m8.5800","GO:0003674",0.0219096764805773,0.993808785455177,6,219,"molecular_function","MF",12,45,30,16,36,20,40,32,9,22,30,19,1788,29.1594626419956,-1.83425680584024,0.47140563512761,-3.89103707965585,9.98166762319939e-05,0.0182581336941022,"CvsMid"
"500","plut2.m8.5800","GO:0003674",0.0219096764805773,0.993808785455177,6,219,"molecular_function","MF",12,45,30,16,36,20,40,32,9,22,30,19,1788,29.1594626419956,-1.69795214940416,0.468854412032038,-3.62149124724059,0.000292909717221608,0.0489191065772827,"CvsHigh"
"512","plut2.m8.7220","GO:0003674",0.0219096764805773,0.993808785455177,6,219,"molecular_function","MF",12,40,20,0,34,43,31,7,6,32,20,20,351,25.7778299114225,-3.29101729956359,0.41513142053559,-7.92765167068689,2.23328677189027e-15,5.719075208349e-12,"CvsMid"
"513","plut2.m8.7220","GO:0003674",0.0219096764805773,0.993808785455177,6,219,"molecular_function","MF",12,40,20,0,34,43,31,7,6,32,20,20,351,25.7778299114225,-3.69533722437882,0.404417629914051,-9.13742861596852,6.39548712731371e-20,1.63777766185292e-16,"CvsHigh"
"531","plut2.m8.7302","GO:0004713",0.00238701738761054,0.999579722527025,6,145,"protein tyrosine kinase activity","MF",393,83,77,146,218,33,101,393,241,51,112,55,9788,128.912059004489,1.14568684515192,0.288747977991788,3.96777443471659,7.25469488019076e-05,0.0154817203936293,"CvsHigh"
"146","plut2.m8.19607","GO:0003700",0.0455529538595306,0.988855755391538,4,129,"DNA-binding transcription factor activity","MF",67,27,23,8,77,36,28,50,30,21,40,11,2155,31.6615970599734,-1.21829274630847,0.328084927512799,-3.71334567407382,0.000204537210474117,0.0320685126421919,"CvsMid"
"335","plut2.m8.24994","GO:0003700",0.0455529538595306,0.988855755391538,4,129,"DNA-binding transcription factor activity","MF",26,9,10,3,48,11,17,12,14,10,41,6,522,16.796216099303,-2.15510195534054,0.463008768524777,-4.6545597013358,3.24673755451905e-06,0.00116014238430663,"CvsMid"
"470","plut2.m8.33535","GO:0003700",0.0455529538595306,0.988855755391538,4,129,"DNA-binding transcription factor activity","MF",137,74,33,18,79,101,66,85,62,66,36,29,570,61.011497335092,-1.20524184044333,0.242954484835563,-4.9607721432229,7.02135153888648e-07,0.000414934870749965,"CvsHigh"
"564","plut2.m8.9273","GO:0003700",0.0455529538595306,0.988855755391538,4,129,"DNA-binding transcription factor activity","MF",22,23,23,8,30,16,13,23,10,12,19,9,3513,17.9391673187969,-1.62817365563237,0.374927738643645,-4.34263322719873,1.40785058509795e-05,0.00360527070667166,"CvsMid"
"111","plut2.m8.11877","GO:0005112",0.00125668870800072,0.999942694241276,3,21,"Notch binding","MF",35,36,11,8,36,16,19,18,19,23,17,7,948,19.6582050877299,-1.33614768003365,0.362555150758929,-3.6853639432145,0.000228376059133192,0.0403333120526608,"CvsHigh"
"332","plut2.m8.2498","GO:0005112",0.00125668870800072,0.999942694241276,3,21,"Notch binding","MF",16,18,10,5,22,8,14,25,9,12,27,11,2697,15.1685646435759,-1.63327050153487,0.429840491804769,-3.79971299278313,0.000144863761015083,0.0244596888790852,"CvsMid"
"455","plut2.m8.33367","GO:0005112",0.00125668870800072,0.999942694241276,3,21,"Notch binding","MF",25,22,22,5,55,18,23,10,9,16,42,7,1965,22.1476384211051,-2.59524466612575,0.390301881754144,-6.64932655323585,2.94437090747496e-11,3.4800199225656e-08,"CvsMid"
"456","plut2.m8.33367","GO:0005112",0.00125668870800072,0.999942694241276,3,21,"Notch binding","MF",25,22,22,5,55,18,23,10,9,16,42,7,1965,22.1476384211051,-1.81406914296758,0.399673710521842,-4.53887532557245,5.65550601776659e-06,0.00202085697588334,"CvsHigh"
"25","jamg1.model.Sc0000225.27","GO:0002020",0.0432985946080581,0.995631196137736,2,34,"protease binding","MF",1339,519,227,118,635,731,740,697,519,577,431,289,870,524.436054423632,-1.22989651112396,0.261498905550597,-4.7032568206523,2.56044016057112e-06,0.00106327467749122,"CvsHigh"
"95","plut2.m8.10671","GO:0043139",0.00322256975020436,0.999929817658656,2,8,"5'-3' DNA helicase activity","MF",16,16,13,5,26,21,21,13,8,22,18,9,821,16.8661945677621,-1.92342696574697,0.382122228302922,-5.03353854678719,4.81507940235439e-07,0.000224193015203561,"CvsMid"
"96","plut2.m8.10671","GO:0043139",0.00322256975020436,0.999929817658656,2,8,"5'-3' DNA helicase activity","MF",16,16,13,5,26,21,21,13,8,22,18,9,821,16.8661945677621,-2.02942258816423,0.371840997197566,-5.4577698625468,4.82152018572615e-08,3.36739352971283e-05,"CvsHigh"
"112","plut2.m8.11877","GO:0030332",0.00657919187359873,0.999770985227693,2,14,"cyclin binding","MF",35,36,11,8,36,16,19,18,19,23,17,7,948,19.6582050877299,-1.33614768003365,0.362555150758929,-3.6853639432145,0.000228376059133192,0.0403333120526608,"CvsHigh"
"121","plut2.m8.1212","GO:0002020",0.0432985946080581,0.995631196137736,2,34,"protease binding","MF",682,223,85,97,162,170,240,461,413,121,75,53,2664,180.48500445574,0.782628118801629,0.21896843848903,3.5741594734021,0.000351354747603249,0.0495281256598525,"CvsMid"
"323","plut2.m8.24269","GO:0015431",0.0196751041458776,0.998724302443965,2,24,"ATPase-coupled glutathione S-conjugate transmembrane transporter activity","MF",182,72,16,10,23,195,105,109,78,38,26,19,1680,62.8735287324401,-1.97431251446676,0.465264060544843,-4.24342364238226,2.2013529830376e-05,0.0285757630728111,"MidvsHigh"
"327","plut2.m8.24269","GO:0015432",0.0145739287544335,0.999204069404788,2,20,"ATPase-coupled bile acid transmembrane transporter activity","MF",182,72,16,10,23,195,105,109,78,38,26,19,1680,62.8735287324401,-1.97431251446676,0.465264060544843,-4.24342364238226,2.2013529830376e-05,0.0285757630728111,"MidvsHigh"
"351","plut2.m8.25740","GO:0043139",0.00322256975020436,0.999929817658656,2,8,"5'-3' DNA helicase activity","MF",85,106,146,35,171,316,113,170,43,157,179,49,1298,142.434165639693,-2.11960454368421,0.435335748078301,-4.86889614060128,1.1222336691783e-06,0.000594590356100846,"CvsHigh"
"352","plut2.m8.25740","GO:0043139",0.00322256975020436,0.999929817658656,2,8,"5'-3' DNA helicase activity","MF",85,106,146,35,171,316,113,170,43,157,179,49,1298,142.434165639693,-1.94377470969272,0.436839430867965,-4.44963199826214,8.6017550259587e-06,0.00244751788840473,"CvsMid"
"410","plut2.m8.32388","GO:0005003",0.00440672878071888,0.999887286890676,2,8,"ephrin receptor activity","MF",149,24,8,49,22,22,26,111,98,13,18,10,873,33.6459095547313,1.23335001012765,0.267475120716511,4.61108310493986,4.00576343867334e-06,0.00156452870221162,"CvsHigh"
"411","plut2.m8.32388","GO:0005003",0.00440672878071888,0.999887286890676,2,8,"ephrin receptor activity","MF",149,24,8,49,22,22,26,111,98,13,18,10,873,33.6459095547313,1.58303492382942,0.290423261191668,5.45078557872359,5.01478040230815e-08,3.35009134267238e-05,"CvsMid"
"450","plut2.m8.33084","GO:0015432",0.0145739287544335,0.999204069404788,2,20,"ATPase-coupled bile acid transmembrane transporter activity","MF",35,47,31,12,26,49,34,32,11,36,12,18,2220,30.8083682296178,-1.94782430971811,0.39168247401825,-4.9729677453665,6.59356348821057e-07,0.000414934870749965,"CvsHigh"
"451","plut2.m8.33084","GO:0015431",0.0196751041458776,0.998724302443965,2,24,"ATPase-coupled glutathione S-conjugate transmembrane transporter activity","MF",35,47,31,12,26,49,34,32,11,36,12,18,2220,30.8083682296178,-1.94782430971811,0.39168247401825,-4.9729677453665,6.59356348821057e-07,0.000414934870749965,"CvsHigh"
"492","plut2.m8.4590","GO:0005537",0.00266436866376531,0.999947359890151,2,8,"mannose binding","MF",16,71,31,5,69,37,39,8,10,40,35,23,775,36.5680267069889,-3.34066931816176,0.348817138790926,-9.57713640373644,9.9772845486001e-22,3.06601954178481e-18,"CvsHigh"
"493","plut2.m8.4590","GO:0005537",0.00266436866376531,0.999947359890151,2,8,"mannose binding","MF",16,71,31,5,69,37,39,8,10,40,35,23,775,36.5680267069889,-3.27457139018854,0.35346645038228,-9.26416463754066,1.96610280600287e-20,6.04183392284681e-17,"CvsMid"
"498","plut2.m8.5234","GO:0005537",0.00266436866376531,0.999947359890151,2,8,"mannose binding","MF",14,13,14,0,10,9,16,8,9,8,17,11,5391,11.870116336603,-2.23776820367415,0.506064975511437,-4.42189898918144,9.78371959678466e-06,0.00268440806436779,"CvsMid"
"526","plut2.m8.7302","GO:0005003",0.00440672878071888,0.999887286890676,2,8,"ephrin receptor activity","MF",393,83,77,146,218,33,101,393,241,51,112,55,9788,128.912059004489,1.14568684515192,0.288747977991788,3.96777443471659,7.25469488019076e-05,0.0154817203936293,"CvsHigh"
"542","plut2.m8.8613","GO:0030332",0.00657919187359873,0.999770985227693,2,14,"cyclin binding","MF",71,22,17,8,101,13,16,44,49,18,72,14,3486,33.1178269788825,-1.45219036134829,0.402946979468069,-3.60392417698558,0.000313448532394654,0.0454352518890929,"CvsMid"
"8","jamg1.model.Sc0000055.95","GO:0016647",0.0257813275251445,0.999777326098837,1,3,"oxidoreductase activity, acting on the CH-NH group of donors, oxygen as acceptor","MF",35,8,10,8,116,6,6,24,17,10,73,5,3270,24.6234791683458,2.65062307069962,0.596770036276003,4.44161554631693,8.92859805025643e-06,0.0193170218817298,"MidvsHigh"
"9","jamg1.model.Sc0000055.95","GO:0016647",0.0257813275251445,0.999777326098837,1,3,"oxidoreductase activity, acting on the CH-NH group of donors, oxygen as acceptor","MF",35,8,10,8,116,6,6,24,17,10,73,5,3270,24.6234791683458,-2.29750495807373,0.564529990498902,-4.06976599426245,4.70603822157489e-05,0.00977138882087813,"CvsMid"
"10","jamg1.model.Sc0000101.46","GO:0001729",0.014554174612943,1,1,1,"ceramide kinase activity","MF",197,103,31,24,79,157,78,153,89,97,63,36,909,83.7184486873038,-1.12611291826552,0.281226069046899,-4.0042977597419,6.22019782039646e-05,0.0137935708396011,"CvsHigh"
"34","jamg1.model.Sc0000551.3","GO:0004571",0.0178880939687352,0.999919808527939,1,2,"mannosyl-oligosaccharide 1,2-alpha-mannosidase activity","MF",35,18,20,3,52,20,25,10,8,31,27,13,1710,22.9399405852044,-2.35662191386313,0.415569531575865,-5.67082457880555,1.42111853924769e-08,1.03978506454956e-05,"CvsMid"
"35","jamg1.model.Sc0000551.3","GO:0004571",0.0178880939687352,0.999919808527939,1,2,"mannosyl-oligosaccharide 1,2-alpha-mannosidase activity","MF",35,18,20,3,52,20,25,10,8,31,27,13,1710,22.9399405852044,-1.99972022300816,0.41635685225678,-4.80289975334637,1.56384189852588e-06,0.000800947692361673,"CvsHigh"
"119","plut2.m8.11877","GO:0031208",0.0484510224685062,0.999107225891713,1,4,"POZ domain binding","MF",35,36,11,8,36,16,19,18,19,23,17,7,948,19.6582050877299,-1.33614768003365,0.362555150758929,-3.6853639432145,0.000228376059133192,0.0403333120526608,"CvsHigh"
"124","plut2.m8.12217","GO:0008297",0.0486831898226876,0.99909855849713,1,4,"single-stranded DNA exodeoxyribonuclease activity","MF",293,134,31,43,80,101,85,190,198,110,10,20,2172,86.5997437826419,-1.49910280130566,0.363798096929056,-4.1206999540682,3.7772308320287e-05,0.0377171026388958,"MidvsHigh"
"128","plut2.m8.15873","GO:0009019",0.0155125428729559,0.999939766207061,1,2,"tRNA (guanine-N1-)-methyltransferase activity","MF",71,38,20,20,91,58,27,54,36,26,92,18,2278,44.4601417990208,-1.43626464561514,0.382408919638426,-3.75583458401846,0.000172764780578259,0.0285291721157049,"CvsMid"
"155","plut2.m8.20146","GO:0030291",0.0376134619264375,0.999523461184275,1,3,"protein serine/threonine kinase inhibitor activity","MF",93,99,66,10,84,132,124,21,57,71,96,73,918,86.0079163570963,-2.32284779757449,0.358784719280917,-6.47421050213616,9.53089541958316e-11,9.76281387479302e-08,"CvsMid"
"156","plut2.m8.20146","GO:0030291",0.0376134619264375,0.999523461184275,1,3,"protein serine/threonine kinase inhibitor activity","MF",93,99,66,10,84,132,124,21,57,71,96,73,918,86.0079163570963,-2.41428483346715,0.356363905885944,-6.77477374557638,1.24601098946686e-11,1.50888191547133e-08,"CvsHigh"
"191","plut2.m8.20873","GO:0051724",0.0118078684783453,1,1,1,"NAD transmembrane transporter activity","MF",35,52,23,7,26,20,37,24,28,15,28,21,1203,27.3196248908611,-1.46520476498522,0.374926253162401,-3.9079812433155,9.30705296876501e-05,0.0190670491820099,"CvsHigh"
"192","plut2.m8.20873","GO:0051724",0.0118078684783453,1,1,1,"NAD transmembrane transporter activity","MF",35,52,23,7,26,20,37,24,28,15,28,21,1203,27.3196248908611,-1.44873509448193,0.380718990935103,-3.80526091152852,0.000141654789347942,0.0241836204259014,"CvsMid"
"199","plut2.m8.21315","GO:0015106",0.0154055329692062,0.999940597597069,1,2,"bicarbonate transmembrane transporter activity","MF",692,175,141,245,156,96,157,593,386,102,143,75,3929,200.598716386052,0.863264960067657,0.236874220392599,3.6444023272641,0.000268013891227625,0.0452531147111259,"CvsHigh"
"201","plut2.m8.21315","GO:0005372",0.00728688821680111,1,1,1,"water transmembrane transporter activity","MF",692,175,141,245,156,96,157,593,386,102,143,75,3929,200.598716386052,0.863264960067657,0.236874220392599,3.6444023272641,0.000268013891227625,0.0452531147111259,"CvsHigh"
"202","plut2.m8.21315","GO:0005452",0.0148605075845783,0.999944741721914,1,2,"inorganic anion exchanger activity","MF",692,175,141,245,156,96,157,593,386,102,143,75,3929,200.598716386052,0.863264960067657,0.236874220392599,3.6444023272641,0.000268013891227625,0.0452531147111259,"CvsHigh"
"207","plut2.m8.21315","GO:0046715",0.00728688821680111,1,1,1,"active borate transmembrane transporter activity","MF",692,175,141,245,156,96,157,593,386,102,143,75,3929,200.598716386052,0.863264960067657,0.236874220392599,3.6444023272641,0.000268013891227625,0.0452531147111259,"CvsHigh"
"208","plut2.m8.21315","GO:0015252",0.00728688821680111,1,1,1,"proton channel activity","MF",692,175,141,245,156,96,157,593,386,102,143,75,3929,200.598716386052,0.863264960067657,0.236874220392599,3.6444023272641,0.000268013891227625,0.0452531147111259,"CvsHigh"
"254","plut2.m8.21905","GO:0004673",0.0119974575638328,1,1,1,"protein histidine kinase activity","MF",161,33,14,35,29,42,39,107,87,20,9,10,1180,36.5947694584531,1.36251190883715,0.289448815522775,4.70726372252143,2.5106401808545e-06,0.000989127855867419,"CvsMid"
